alcohol_g_100g_ml,allowed_meals,carb_bucket,carb_conf,carb_evidence,carb_micro,carbohydrate_g_100g_ml,ciqual_code,energy_flag_ml,exclude,fat_g_100g_ml,fibres_g_100g_ml,is_baby_food,is_salty,is_sweet,kcal_calc_ml,kcal_sanitized,macro_tags,main_group,name,name_core,name_tags,protein_bucket,protein_conf,protein_evidence,protein_g_100g_ml,protein_micro,role_protein,role_side_carb,role_side_veg,salt_g_100g_ml,sub_group,sub_sub_group,sugars_g_100g_ml,tag_boiled,tag_breakfast_cereal,tag_breakfasty,tag_composite_dish_hint,tag_dairy_dessert_hint,tag_dessert_like,tag_drink,tag_fried,tag_fried_or_chips,tag_grilled,tag_healthy_fat_source,tag_heavy_sauce,tag_high_fibre_choice,tag_red_meat,tag_refined_carb,tag_roasted,tag_salad_like,tag_sauce_rich,tag_snack_like,tag_snackable,tag_starch_powder,tag_sugary_breakfast_cereal,tag_trans_risk,tag_ultra_processed_hint,tag_vegan_safe,tag_vegetarian_safe,uid,veg_bucket,veg_conf,veg_evidence,veg_micro,water_g_100g_ml,name_clean,canonical_name_guess,entity_level_guess,keep_for_food_db,review_flag,drop_reason
0.0,dinner;lunch,,,,,14.1,8910,0,0,10.1,1.1,0,0,0,184.5,187.0,protein_moderate;carb_moderate;fat_high,"meat, egg and fish","Poultry quenelle, raw","Poultry quenelle, raw",,fish_white,0.0,,9.3,,1,0,0,0.74,delicatessen meat and similar,quenelles,1.2,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,poultry-quenelle-raw_8910,,,,,,"poultry quenelle, raw",poultry quenelle,recipe_like,False,False,name_keyword:quenelle
0.0,dinner;lunch,,,,,10.3,8912,0,0,8.92,1.2,0,0,0,135.7,138.0,carb_moderate;fat_moderate,"meat, egg and fish","Poultry quenelle, in sauce","Poultry quenelle, in sauce",,fish_white,0.0,,3.55,,1,0,0,1.1,delicatessen meat and similar,quenelles,1.92,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,poultry-quenelle-in-sauce_8912,,,,,,"poultry quenelle, in sauce","poultry quenelle, in sauce",recipe_like,False,False,name_keyword:quenelle
0.0,dinner;lunch,,,,,10.5,8932,0,0,8.51,0.72,0,0,0,133.8,135.0,carb_moderate;fat_moderate,"meat, egg and fish","Fish quenelle, in sauce","Fish quenelle, in sauce",,fish_white,0.0,,3.79,,1,0,0,1.11,delicatessen meat and similar,quenelles,0.97,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,fish-quenelle-in-sauce_8932,,,,,,"fish quenelle, in sauce","fish quenelle, in sauce",recipe_like,False,False,name_keyword:quenelle
0.0,dinner;lunch,,,,,23.6,8933,0,0,12.7,2.15,0,0,0,241.1,245.0,protein_moderate;carb_high;fat_high,"meat, egg and fish","Fish quenelle, raw","Fish quenelle, raw",,fish_white,0.0,,8.1,,1,0,0,0.95,delicatessen meat and similar,quenelles,1.9,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,fish-quenelle-raw_8933,,,,,52.3,"fish quenelle, raw",fish quenelle,recipe_like,False,False,name_keyword:quenelle
0.0,dinner;lunch,,,,,,8934,0,0,13.1,,0,0,0,,140.8,protein_moderate;fat_high,"meat, egg and fish","Quenelle, fish, cooked","Quenelle, fish, cooked",,fish_white,0.0,,5.72,,1,0,0,0.8,delicatessen meat and similar,quenelles,,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,quenelle-fish-cooked_8934,,,,,65.4,"quenelle, fish, cooked","quenelle, fish",recipe_like,False,False,name_keyword:quenelle
0.0,dinner;lunch,,,,,14.8,8937,0,0,13.7,2.15,0,0,0,213.2,217.0,protein_moderate;carb_moderate;fat_high,"meat, egg and fish","Quenelle, plain, raw","Quenelle, plain, raw",,fish_white,0.0,,7.68,,1,0,0,1.04,delicatessen meat and similar,quenelles,2.15,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,quenelle-plain-raw_8937,,,,,,"quenelle, plain, raw",quenelle,recipe_like,False,False,name_keyword:quenelle
0.0,dinner;lunch,,,,,,8109,0,0,7.4,0.0,0,1,0,,195.0,protein_high;fat_moderate,"meat, egg and fish","Duck confit (conserved in rendered fat), meat (leg) without skin, reheated","Duck confit, meat without skin, reheated",without_skin;conserved_in_rendered_fat;leg,animal_fatty,0.9,macro:name_hints:animal_fatty,32.0,,1,0,0,1.89,delicatessen meat and similar,other delicatessen,,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,duck-confit-conserved-in-rendered-fat-meat-leg-without-skin-reheated_8109,,,,,58.0,"duck confit, meat without skin, reheated","duck confit, meat without skin",semi_atomic,True,False,
0.0,dinner;lunch,,,,,0.15,8110,0,0,18.8,0.4,0,0,0,272.6,273.0,protein_high;carb_low;fat_high,"meat, egg and fish",Preserved duck,Preserved duck,,animal_fatty,0.9,macro:name_hints:animal_fatty,25.7,,1,0,0,1.44,delicatessen meat and similar,other delicatessen,0.14,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,preserved-duck_8110,,,,,49.7,preserved duck,preserved duck,semi_atomic,True,False,
0.0,dinner;lunch,,,,,0.55,8111,0,0,30.5,0.0,0,1,0,364.3,364.0,protein_high;carb_low;fat_high,"meat, egg and fish","Duck breast fillet, smoked","Duck breast fillet, smoked",,animal_fatty,0.9,macro:name_hints:animal_fatty,21.9,,1,0,0,3.28,delicatessen meat and similar,other delicatessen,0.55,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,duck-breast-fillet-smoked_8111,,,,,,"duck breast fillet, smoked",duck breast fillet,semi_atomic,True,False,
0.0,dinner;lunch,,,,,2.32,8321,0,0,54.6,0.35,0,0,0,534.3,535.0,protein_moderate;carb_low;fat_high,"meat, egg and fish","Foie gras, duck's liver, whole, cooked","Foie gras, duck's liver, whole, cooked",,fish_white,0.0,,8.41,,1,0,0,1.11,delicatessen meat and similar,other delicatessen,1.71,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,foie-gras-duck-s-liver-whole-cooked_8321,,,,,35.1,"foie gras, duck's liver, whole, cooked","foie gras, duck's liver, whole",semi_atomic,True,False,
0.0,dinner;lunch,,,,,2.1,8323,0,0,50.0,0.35,0,0,0,481.4,482.0,protein_moderate;carb_low;fat_high,"meat, egg and fish","Foie gras, duck's liver, without pieces","Foie gras, duck's liver",without_pieces,fish_white,0.0,,5.75,,1,0,0,1.14,delicatessen meat and similar,other delicatessen,1.47,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,foie-gras-duck-s-liver-without-pieces_8323,,,,,40.8,"foie gras, duck's liver","foie gras, duck's liver",semi_atomic,True,False,
0.0,dinner;lunch,,,,,2.43,8324,0,0,50.1,0.0,0,0,0,488.1,489.0,protein_moderate;carb_low;fat_high,"meat, egg and fish","Foie gras, duck's liver, 30% pieces","Foie gras, duck's liver, 30% pieces",,fish_white,0.0,,6.88,,1,0,0,1.29,delicatessen meat and similar,other delicatessen,1.41,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,foie-gras-duck-s-liver-30-pieces_8324,,,,,39.1,"foie gras, duck's liver, 30 pieces","foie gras, duck's liver, 30 pieces",semi_atomic,True,False,
0.0,dinner;lunch,,,,,2.0,8325,0,0,49.5,0.0,0,0,0,479.1,479.0,protein_moderate;carb_low;fat_high,"meat, egg and fish","Foie gras, duck's liver, 50% pieces","Foie gras, duck's liver, 50% pieces",,fish_white,0.0,,6.39,,1,0,0,1.29,delicatessen meat and similar,other delicatessen,1.2,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,foie-gras-duck-s-liver-50-pieces_8325,,,,,38.5,"foie gras, duck's liver, 50 pieces","foie gras, duck's liver, 50 pieces",semi_atomic,True,False,
0.0,dinner;lunch,,,,,1.41,8328,0,0,63.4,0.0,0,0,0,600.0,600.0,protein_moderate;carb_low;fat_high,"meat, egg and fish","Foie gras, duck, raw","Foie gras, duck, raw",,animal_fatty,0.9,macro:name_hints:animal_fatty,5.94,,1,0,0,0.52,delicatessen meat and similar,other delicatessen,1.14,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,foie-gras-duck-raw_8328,,,,,,"foie gras, duck, raw","foie gras, duck",atomic,True,False,
0.0,dinner;lunch,,,,,2.43,8331,0,0,50.1,0.0,0,0,0,488.1,489.0,protein_moderate;carb_low;fat_high,"meat, egg and fish","Foie gras, block (average)","Foie gras, block",note:average,fish_white,0.0,,6.88,,1,0,0,1.29,delicatessen meat and similar,other delicatessen,1.41,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,foie-gras-block-average_8331,,,,,39.1,"foie gras, block","foie gras, block",unclear,False,False,aggregate_average_item
0.0,dinner;lunch,,,,,1.57,8350,0,0,23.4,0.67,0,1,0,277.7,279.0,protein_high;carb_low;fat_high,"meat, egg and fish",Galantine (average),Galantine,note:average,fish_white,0.0,,15.2,,1,0,0,2.04,delicatessen meat and similar,other delicatessen,0.85,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,galantine-average_8350,,,,,57.0,galantine,galantine,unclear,False,False,aggregate_average_item
0.0,dinner;lunch,,,,,0.7,8373,0,0,20.2,1.2,0,1,0,255.4,258.0,protein_high;carb_low;fat_high,"meat, egg and fish",Rolled escalope of pork with pistachios,Rolled escalope of pork with pistachios,with_pistachios,lean_red,0.0,,17.7,,1,0,0,2.5,delicatessen meat and similar,other delicatessen,0.7,,0,0,,,0,,,0,,0,0,0,1,0,,,,0,,,0,0,,,,rolled-escalope-of-pork-with-pistachios_8373,,,,,54.5,rolled escalope of pork with pistachios,rolled escalope of pork with pistachios,semi_atomic,True,False,
0.0,dinner;lunch,,,,,,8380,0,0,4.7,,0,0,0,,88.3,protein_high,"meat, egg and fish","Egg in aspic, w ham","Egg in aspic, w ham",,processed_meat,0.9,macro:name_hints:processed_meat,11.5,,1,0,0,1.35,delicatessen meat and similar,other delicatessen,,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,egg-in-aspic-w-ham_8380,,,,,81.9,"egg in aspic, w ham","egg in aspic, w ham",semi_atomic,True,False,
0.0,snack,,,,,17.8,8395,0,0,7.0,1.1,0,1,0,190.6,193.0,protein_high;carb_high;fat_moderate,"meat, egg and fish","Ham, in a pastry crusty","Ham, in a pastry crusty",,processed_meat,0.9,macro:name_hints:processed_meat,14.1,,1,0,0,2.11,delicatessen meat and similar,other delicatessen,2.3,,0,0,,,1,,,0,,0,0,0,0,1,,,,1,,,0,0,,,,ham-in-a-pastry-crusty_8395,,,,,52.2,"ham, in a pastry crusty","ham, in a pastry crusty",semi_atomic,True,False,
0.0,dinner;lunch,,,,,0.2,8400,0,0,12.9,0.0,0,1,0,173.3,173.0,protein_high;carb_low;fat_high,"meat, egg and fish",Head-cheese pâté or brawn,Head-cheese pâté or brawn,,fish_white,0.0,,14.1,,1,0,0,1.91,delicatessen meat and similar,other delicatessen,0.0,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,head-cheese-pate-or-brawn_8400,,,,,67.7,head-cheese pate or brawn,head-cheese pate or brawn,semi_atomic,True,False,
0.0,dinner;lunch,,,,,1.02,8406,0,0,16.3,0.55,0,1,0,183.7,185.0,protein_moderate;carb_low;fat_high,"meat, egg and fish",Pork snout in salad dressing sauce,Pork snout in salad dressing sauce,,lean_red,0.0,,8.22,,1,0,1,1.75,delicatessen meat and similar,other delicatessen,0.62,,0,0,,,0,,,0,,0,0,0,1,0,,1.0,,0,,,0,0,,,,pork-snout-in-salad-dressing-sauce_8406,leafy_salad,0.9,macro:name_hints:leafy_salad,,74.7,pork snout in salad dressing sauce,pork snout in salad dressing sauce,recipe_like,False,False,tag_salad_like
0.0,dinner;lunch,,,,,0.0,8450,0,0,5.17,,0,0,0,151.3,151.0,protein_high;carb_low;fat_moderate,"meat, egg and fish",Ox muzzle,Ox muzzle,,fish_white,0.0,,26.2,,1,0,0,,delicatessen meat and similar,other delicatessen,,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,ox-muzzle_8450,,,,,66.1,ox muzzle,ox muzzle,semi_atomic,True,False,
0.0,dinner;lunch,,,,,0.3,8500,0,0,15.1,,0,1,0,210.7,211.0,protein_high;carb_low;fat_high,"meat, egg and fish",Chitterling sausage,Chitterling sausage,,processed_meat,0.9,macro:name_hints:processed_meat,18.4,,1,0,0,2.08,delicatessen meat and similar,other delicatessen,,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,chitterling-sausage_8500,,,,,60.5,chitterling sausage,chitterling sausage,semi_atomic,True,False,
0.0,dinner;lunch,,,,,,8501,0,0,18.0,,0,0,0,,234.0,protein_high;fat_high,"meat, egg and fish",Chitterling sausage from Guéméné,Chitterling sausage from Guéméné,,processed_meat,0.9,macro:name_hints:processed_meat,18.0,,1,0,0,,delicatessen meat and similar,other delicatessen,,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,chitterling-sausage-from-guemene_8501,,,,,,chitterling sausage from guemene,chitterling sausage from guemene,semi_atomic,True,False,
0.0,dinner;lunch,,,,,0.0,8504,0,0,20.0,0.8,0,1,0,270.0,271.0,protein_high;carb_low;fat_high,"meat, egg and fish","Chitterling sausage, pan-reheated","Chitterling sausage, pan-reheated",,processed_meat,0.9,macro:name_hints:processed_meat,22.5,,1,0,0,2.82,delicatessen meat and similar,other delicatessen,0.0,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,chitterling-sausage-pan-reheated_8504,,,,,55.5,"chitterling sausage, pan-reheated","chitterling sausage, pan-reheated",semi_atomic,True,False,
0.0,dinner;lunch,,,,,,8512,0,0,18.0,,0,0,0,,238.0,protein_high;fat_high,"meat, egg and fish",Chitterling sausage from Vire,Chitterling sausage from Vire,,processed_meat,0.9,macro:name_hints:processed_meat,19.0,,1,0,0,,delicatessen meat and similar,other delicatessen,,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,chitterling-sausage-from-vire_8512,,,,,,chitterling sausage from vire,chitterling sausage from vire,semi_atomic,True,False,
0.0,dinner;lunch,,,,,1.0,8550,0,0,16.3,0.71,0,0,0,225.9,227.0,protein_high;carb_low;fat_high,"meat, egg and fish","Chitterling sausage, raw","Chitterling sausage, raw",,processed_meat,0.9,macro:name_hints:processed_meat,18.8,,1,0,0,1.46,delicatessen meat and similar,other delicatessen,0.3,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,chitterling-sausage-raw_8550,,,,,63.0,"chitterling sausage, raw",chitterling sausage,atomic,True,False,
0.0,dinner;lunch,,,,,1.0,8551,0,0,22.3,0.8,0,1,0,302.7,303.0,protein_high;carb_low;fat_high,"meat, egg and fish","Chitterling sausage, sautéed/pan-fried","Chitterling sausage, sautéed/pan-fried",,processed_meat,0.9,macro:name_hints:processed_meat,24.5,,1,0,0,2.73,delicatessen meat and similar,other delicatessen,0.0,,0,0,,,0,,1.0,1,,0,0,0,0,0,,,,0,,,0,0,,,,chitterling-sausage-sauteed-pan-fried_8551,,,,,48.7,"chitterling sausage, sauteed / pan-fried","chitterling sausage, sauteed / pan-fried",semi_atomic,True,False,
0.0,dinner;lunch,,,,,0.5,8552,0,0,19.0,0.9,0,1,0,251.8,254.0,protein_high;carb_low;fat_high,"meat, egg and fish","Chitterling sausage from Troyes, raw","Chitterling sausage from Troyes, raw",,processed_meat,0.9,macro:name_hints:processed_meat,19.7,,1,0,0,1.97,delicatessen meat and similar,other delicatessen,0.3,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,chitterling-sausage-from-troyes-raw_8552,,,,,59.9,"chitterling sausage from troyes, raw",chitterling sausage from troyes,atomic,True,False,
0.0,dinner;lunch,,,,,4.5,8703,0,0,27.1,1.42,0,0,0,310.7,313.0,protein_high;carb_low;fat_high,"meat, egg and fish","Black pudding (blood sausage), refrigerated","Black pudding, refrigerated",blood_sausage,fish_white,0.0,,12.2,,1,0,0,1.29,delicatessen meat and similar,other delicatessen,1.12,,0,0,,1.0,1,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,black-pudding-blood-sausage-refrigerated_8703,,,,,56.0,"black pudding, refrigerated",black pudding,semi_atomic,True,False,
0.0,dinner;lunch,,,,,3.78,8704,0,0,20.3,0.0,0,0,0,245.4,246.0,protein_high;carb_low;fat_high,"meat, egg and fish","Black pudding (blood sausage), sautéed/pan-fried","Black pudding, sautéed/pan-fried",blood_sausage,fish_white,0.0,,11.9,,1,0,0,1.31,delicatessen meat and similar,other delicatessen,2.86,,0,0,,1.0,1,,1.0,1,,0,0,0,0,0,,,,0,,,0,0,,,,black-pudding-blood-sausage-sauteed-pan-fried_8704,,,,,61.8,"black pudding, sauteed / pan-fried","black pudding, sauteed / pan-fried",semi_atomic,True,False,
0.0,dinner;lunch,,,,,4.02,8705,0,0,19.4,0.0,0,0,0,235.9,246.0,protein_high;carb_low;fat_high,"meat, egg and fish","Black or white pudding (blood sausage), sautéed (average)","Black or white pudding, sautéed",blood_sausage;note:average,fish_white,0.0,,11.3,,1,0,0,1.41,delicatessen meat and similar,other delicatessen,2.6,,0,0,,1.0,1,,,0,,0,0,0,0,1,,,,0,,,0,0,,,,black-or-white-pudding-blood-sausage-sauteed-average_8705,,,,,61.3,"black or white pudding, sauteed","black or white pudding, sauteed",unclear,False,False,aggregate_average_item
0.0,dinner;lunch,,,,,9.2,8742,0,0,16.5,,0,0,0,231.3,231.3,protein_high;carb_moderate;fat_high,"meat, egg and fish",Caribbean blood sausage,Caribbean blood sausage,,processed_meat,0.9,macro:name_hints:processed_meat,11.5,,1,0,0,1.22,delicatessen meat and similar,other delicatessen,5.1,,0,0,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,caribbean-blood-sausage_8742,,,,,63.9,caribbean blood sausage,caribbean blood sausage,semi_atomic,True,False,
0.0,dinner;lunch,,,,,4.6,8800,0,0,17.1,,0,1,0,211.9,211.9,protein_moderate;carb_low;fat_high,"meat, egg and fish","White saussage (white pudding), sautéed","White saussage, sautéed",white_pudding,fish_white,0.0,,9.89,,1,0,0,1.64,delicatessen meat and similar,other delicatessen,2.0,,0,0,,,0,,,0,,0,0,0,0,1,,,,0,,,0,0,,,,white-saussage-white-pudding-sauteed_8800,,,,,60.1,"white saussage, sauteed","white saussage, sauteed",semi_atomic,True,False,
0.0,dinner;lunch,,,,,,8801,0,0,21.0,,0,0,0,,229.0,protein_high;fat_high,"meat, egg and fish","White saussage (white pudding), refrigerated","White saussage, refrigerated",white_pudding,fish_white,0.0,,10.0,,1,0,0,1.42,delicatessen meat and similar,other delicatessen,3.64,,0,0,,,0,,,0,,0,0,0,0,1,,,,0,,,0,0,,,,white-saussage-white-pudding-refrigerated_8801,,,,,64.2,"white saussage, refrigerated",white saussage,semi_atomic,True,False,
0.0,dinner;lunch,,,,,4.8,8803,0,0,17.8,1.4,0,0,0,224.6,227.0,protein_high;carb_low;fat_high,"meat, egg and fish","White pudding, truffled, raw","White pudding, truffled, raw",,fish_white,0.0,,11.3,,1,0,0,1.48,delicatessen meat and similar,other delicatessen,1.7,,0,0,,1.0,1,,,0,,0,0,0,0,1,,,,0,,,0,0,,,,white-pudding-truffled-raw_8803,,,,,58.8,"white pudding, truffled, raw","white pudding, truffled",atomic,True,False,
0.0,dinner;lunch,,,,,1.0,25610,0,0,13.1,,0,1,0,167.1,167.0,protein_high;carb_low;fat_high,"meat, egg and fish",Ox muzzle in salad dressing sauce,Ox muzzle in salad dressing sauce,,fish_white,0.0,,11.3,,1,0,1,1.59,delicatessen meat and similar,other delicatessen,0.5,,0,0,,,0,,,0,,0,0,0,0,0,,1.0,,0,,,0,0,,,,ox-muzzle-in-salad-dressing-sauce_25610,leafy_salad,0.9,macro:name_hints:leafy_salad,,,ox muzzle in salad dressing sauce,ox muzzle in salad dressing sauce,recipe_like,False,False,tag_salad_like
0.0,dinner;lunch,,,,,1.01,28501,0,0,22.1,0.38,0,1,0,269.3,270.0,protein_high;carb_low;fat_high,"meat, egg and fish","Lardoons, raw","Lardoons, raw",,fish_white,0.0,,16.6,,1,0,0,2.72,delicatessen meat and similar,other delicatessen,0.78,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,lardoons-raw_28501,,,,,56.9,"lardoons, raw",lardoons,atomic,True,False,
0.0,dinner;lunch,,,,,0.79,28502,0,0,26.1,1.0,0,1,0,300.5,303.0,protein_high;carb_low;fat_high,"meat, egg and fish","Pork belly, smoked, raw","Pork belly, smoked, raw",,lean_red,0.0,,15.6,,1,0,0,2.41,delicatessen meat and similar,other delicatessen,0.75,,0,0,,,0,,,0,,0,0,0,1,0,,,,0,,,0,0,,,,pork-belly-smoked-raw_28502,,,,,53.9,"pork belly, smoked, raw",pork belly,semi_atomic,True,False,
0.0,dinner;lunch,,,,,0.0,28503,0,0,4.3,0.0,0,1,0,165.1,165.0,protein_high;carb_low,"meat, egg and fish",Bresaola,Bresaola,,fish_white,0.0,,31.6,,1,0,0,3.46,delicatessen meat and similar,other delicatessen,0.0,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,bresaola_28503,,,,,57.1,bresaola,bresaola,semi_atomic,True,False,
0.0,dinner;lunch,,,,,2.0,28504,0,0,24.5,0.0,0,1,0,323.7,324.0,protein_high;carb_low;fat_high,"meat, egg and fish","Lardoons, cooked","Lardoons, cooked",,fish_white,0.0,,23.8,,1,0,0,3.8,delicatessen meat and similar,other delicatessen,,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,lardoons-cooked_28504,,,,,48.2,"lardoons, cooked",lardoons,semi_atomic,True,False,
0.0,dinner;lunch,,,,,0.0,28505,0,0,10.5,1.3,0,1,0,186.9,188.0,protein_high;carb_low;fat_high,"meat, egg and fish","Corned-beef, canned",Corned-beef,canned,lean_red,0.0,,23.1,,1,0,0,1.95,delicatessen meat and similar,other delicatessen,0.0,,0,0,,,0,,,0,,0,0,0,1,0,,,,0,,,0,0,,,,corned-beef-canned_28505,,,,,63.4,corned-beef,corned-beef,semi_atomic,True,False,
0.0,dinner;lunch,,,,,0.6,28530,0,0,15.1,0.0,0,0,0,228.3,228.0,protein_high;carb_low;fat_high,"meat, egg and fish",Pork ear sat-cured,Pork ear sat-cured,,lean_red,0.0,,22.5,,1,0,0,0.48,delicatessen meat and similar,other delicatessen,,,0,0,,,0,,,0,,0,0,0,1,0,,,,0,,,0,0,,,,pork-ear-sat-cured_28530,,,,,61.3,pork ear sat-cured,pork ear sat-cured,semi_atomic,True,False,
0.0,dinner;lunch,,,,,0.01,28540,0,0,10.0,0.0,0,1,0,136.4,137.0,protein_high;carb_low;fat_high,"meat, egg and fish",Pork trotters salt-cured,Pork trotters salt-cured,,lean_red,0.0,,11.6,,1,0,0,2.37,delicatessen meat and similar,other delicatessen,0.0,,0,0,,,0,,,0,,0,0,0,1,0,,,,0,,,0,0,,,,pork-trotters-salt-cured_28540,,,,,75.0,pork trotters salt-cured,pork trotters salt-cured,semi_atomic,True,False,
0.0,dinner;lunch,,,,,0.75,28550,0,0,22.0,0.0,0,1,0,268.2,268.0,protein_high;carb_low;fat_high,"meat, egg and fish",Pork belly salt-cured,Pork belly salt-cured,,lean_red,0.0,,16.8,,1,0,0,2.0,delicatessen meat and similar,other delicatessen,0.6,,0,0,,,0,,,0,,0,0,0,1,0,,,,0,,,0,0,,,,pork-belly-salt-cured_28550,,,,,56.5,pork belly salt-cured,pork belly salt-cured,semi_atomic,True,False,
0.0,dinner;lunch,,,,,0.96,28720,0,0,22.6,0.34,0,1,0,274.0,275.0,protein_high;carb_low;fat_high,"meat, egg and fish","Smoked lardoons, raw","Smoked lardoons, raw",,fish_white,0.0,,16.7,,1,0,0,2.63,delicatessen meat and similar,other delicatessen,0.8,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,smoked-lardoons-raw_28720,,,,,55.7,"smoked lardoons, raw","smoked lardoons, raw",semi_atomic,True,False,
0.0,dinner;lunch,,,,,0.8,28725,0,0,22.1,0.0,0,1,0,260.9,261.0,protein_high;carb_low;fat_high,"meat, egg and fish","Smoked lardoons, cooked","Smoked lardoons, cooked",,fish_white,0.0,,14.7,,1,0,0,2.59,delicatessen meat and similar,other delicatessen,0.8,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,smoked-lardoons-cooked_28725,,,,,54.6,"smoked lardoons, cooked","smoked lardoons, cooked",semi_atomic,True,False,
0.0,dinner;lunch,,,,,1.0,28860,0,0,5.47,0.0,0,1,0,208.8,209.0,protein_high;carb_low;fat_moderate,"meat, egg and fish",Viande des Grisons or Bündnerfleisch or dried beef meat,Viande des Grisons or Bündnerfleisch or dried beef meat,,lean_red,0.0,,38.9,,1,0,0,3.83,delicatessen meat and similar,other delicatessen,1.0,,0,0,,,0,,,0,,0,0,0,1,0,,,,0,,,0,0,,,,viande-des-grisons-or-bundnerfleisch-or-dried-beef-meat_28860,,,,,49.5,viande des grisons or bundnerfleisch or dried beef meat,viande des grisons or bundnerfleisch or dried beef meat,semi_atomic,True,False,
0.0,dinner;lunch,,,,,3.5,28927,0,0,5.68,0.63,0,0,0,135.9,137.0,protein_high;carb_low;fat_moderate,"meat, egg and fish","Poultry, minced meat","Poultry, minced meat",,fish_white,0.0,,17.7,,1,0,0,1.3,delicatessen meat and similar,other delicatessen,1.4,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,poultry-minced-meat_28927,,,,,,"poultry, minced meat","poultry, minced meat",semi_atomic,True,False,
0.0,dinner;lunch,,,,,1.28,28976,0,0,1.73,0.44,0,1,0,108.7,110.0,protein_high;carb_low;fat_low,"meat, egg and fish","Salt curing roast poultry, cooked","Salt curing roast poultry, cooked",,fish_white,0.0,,22.0,,1,0,0,2.0,delicatessen meat and similar,other delicatessen,0.97,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,salt-curing-roast-poultry-cooked_28976,,,,,,"salt curing roast poultry, cooked",salt curing roast poultry,semi_atomic,True,False,
0.0,dinner;lunch,,,,,3.05,30315,0,0,36.1,0.93,0,1,0,431.1,433.0,protein_high;carb_low;fat_high,"meat, egg and fish","Spicy pork sausage with red pepper, no precision","Spicy pork sausage with red pepper, no precision",with_red_pepper,processed_meat,0.9,macro:name_hints:processed_meat,23.5,,1,0,1,4.24,delicatessen meat and similar,other delicatessen,2.01,,0,0,,,0,,,0,,0,0,0,1,0,,,,0,,,0,0,,,,spicy-pork-sausage-with-red-pepper-no-precision_30315,cooked_veg,0.9,macro:name_hints:cooked_veg,,34.0,"spicy pork sausage with red pepper, no precision","spicy pork sausage with red pepper, no precision",semi_atomic,True,False,
0.0,dinner;lunch,,,,,2.6,30316,0,0,41.9,0.0,0,1,0,471.1,476.0,protein_high;carb_low;fat_high,"meat, egg and fish",Dry spicy pork sausage with red pepper,Dry spicy pork sausage with red pepper,with_red_pepper,processed_meat,0.9,macro:name_hints:processed_meat,20.9,,1,0,1,3.91,delicatessen meat and similar,other delicatessen,2.6,,0,0,,,0,,,0,,0,0,0,1,0,,,,0,,,0,0,,,,dry-spicy-pork-sausage-with-red-pepper_30316,cooked_veg,0.9,macro:name_hints:cooked_veg,,28.0,dry spicy pork sausage with red pepper,dry spicy pork sausage with red pepper,semi_atomic,True,False,
