alcohol_g_100g_ml,allowed_meals,carb_bucket,carb_conf,carb_evidence,carb_micro,carbohydrate_g_100g_ml,ciqual_code,energy_flag_ml,exclude,fat_g_100g_ml,fibres_g_100g_ml,is_baby_food,is_salty,is_sweet,kcal_calc_ml,kcal_sanitized,macro_tags,main_group,name,name_core,name_tags,protein_bucket,protein_conf,protein_evidence,protein_g_100g_ml,protein_micro,role_protein,role_side_carb,role_side_veg,salt_g_100g_ml,sub_group,sub_sub_group,sugars_g_100g_ml,tag_boiled,tag_breakfast_cereal,tag_breakfasty,tag_composite_dish_hint,tag_dairy_dessert_hint,tag_dessert_like,tag_drink,tag_fried,tag_fried_or_chips,tag_grilled,tag_healthy_fat_source,tag_heavy_sauce,tag_high_fibre_choice,tag_red_meat,tag_refined_carb,tag_roasted,tag_salad_like,tag_sauce_rich,tag_snack_like,tag_snackable,tag_starch_powder,tag_sugary_breakfast_cereal,tag_trans_risk,tag_ultra_processed_hint,tag_vegan_safe,tag_vegetarian_safe,uid,veg_bucket,veg_conf,veg_evidence,veg_micro,water_g_100g_ml,name_clean,canonical_name_guess,entity_level_guess,keep_for_food_db,review_flag,drop_reason
0.0,breakfast;dinner;lunch;snack,,,,,6.73,20322,0,0,0.1,2.8,0,0,0,34.1,40.2,protein_low;carb_moderate;fat_low,"fruits, vegetables, legumes and nuts","Onion, white or yellow, sautéed/pan-fried, without fat","Onion, white or yellow, sautéed/pan-fried",without_fat,veggie,0.0,,1.56,,1,0,1,0.0,vegetables,"vegetables, cooked",5.0,,0,1,,,0,,1.0,1,,0,0,1,0,1,,,,0,,,0,0,,,,onion-white-or-yellow-sauteed-pan-fried-without-fat_20322,cooked_veg,0.9,macro:name_hints:cooked_veg,,88.1,"onion, white or yellow, sauteed / pan-fried","onion, white or yellow, sauteed / pan-fried",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,3.56,20323,0,0,0.3,3.1,0,0,0,21.5,27.6,protein_low;carb_low;fat_low,"fruits, vegetables, legumes and nuts","Spring onion, sautéed/pan-fried, without fat","Spring onion, sautéed/pan-fried",without_fat,veggie,0.0,,1.13,,1,0,1,0.0,vegetables,"vegetables, cooked",2.8,,0,1,,,0,,1.0,1,,0,0,1,0,0,,,,0,,,0,0,,,,spring-onion-sauteed-pan-fried-without-fat_20323,cooked_veg,0.9,macro:name_hints:cooked_veg,,91.2,"spring onion, sauteed / pan-fried","spring onion, sauteed / pan-fried",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,7.55,20324,0,0,0.1,2.1,0,0,0,37.9,42.4,protein_low;carb_moderate;fat_low,"fruits, vegetables, legumes and nuts","Onion, red, sautéed/pan-fried, without fat","Onion, red, sautéed/pan-fried",without_fat,veggie,0.0,,1.69,,1,0,1,0.0,vegetables,"vegetables, cooked",6.7,,0,1,,,0,,1.0,1,,0,0,1,0,0,,,,0,,,0,0,,,,onion-red-sauteed-pan-fried-without-fat_20324,cooked_veg,0.9,macro:name_hints:cooked_veg,,87.9,"onion, red, sauteed / pan-fried","onion, red, sauteed / pan-fried",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,16.6,20325,0,0,0.5,5.6,0,0,0,78.7,90.8,protein_low;carb_high;fat_low,"fruits, vegetables, legumes and nuts","Parsnip, braised","Parsnip, braised",,veggie,0.0,,1.94,,1,0,1,0.018,vegetables,"vegetables, cooked",6.2,,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,parsnip-braised_20325,root_veg,0.9,macro:name_hints:root_veg,,73.6,"parsnip, braised","parsnip, braised",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,9.93,20326,0,0,0.6,4.8,0,0,0,70.6,80.3,protein_moderate;carb_moderate;fat_low,"fruits, vegetables, legumes and nuts","Garden peas, boiled/cooked in water","Garden peas, boiled/cooked in water",,veggie,0.0,,6.38,,1,0,1,0.023,vegetables,"vegetables, cooked",1.6,1.0,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,garden-peas-boiled-cooked-in-water_20326,,0.0,,,77.4,"garden peas, boiled / cooked in water",garden peas,semi_atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,2.23,20327,0,0,0.1,3.4,0,0,0,20.1,27.4,protein_low;carb_low;fat_low,"fruits, vegetables, legumes and nuts","Leek, boiled/cooked in water","Leek, boiled/cooked in water",,veggie,0.0,,2.56,,1,0,1,0.0,vegetables,"vegetables, cooked",1.8,1.0,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,leek-boiled-cooked-in-water_20327,cooked_veg,0.9,macro:name_hints:cooked_veg,,91.6,"leek, boiled / cooked in water",leek,semi_atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,5.33,20328,0,0,0.6,2.2,0,0,0,30.7,35.8,protein_low;carb_moderate;fat_low,"fruits, vegetables, legumes and nuts","Pepper, sweet, yellow, sautéed/pan-fried, without fat","Pepper, sweet, yellow, sautéed/pan-fried",without_fat,veggie,0.0,,1.0,,1,0,1,0.0,vegetables,"vegetables, cooked",4.9,,0,1,,,0,,1.0,1,,0,0,1,0,0,,,,0,,,0,0,,,,pepper-sweet-yellow-sauteed-pan-fried-without-fat_20328,cooked_veg,0.9,macro:name_hints:cooked_veg,,90.5,"pepper, sweet, yellow, sauteed / pan-fried","pepper, sweet, yellow, sauteed / pan-fried",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,6.53,20329,0,0,0.1,2.0,0,0,0,30.8,35.7,protein_low;carb_moderate;fat_low,"fruits, vegetables, legumes and nuts","Pepper, sweet, red, sautéed/pan-fried, without fat","Pepper, sweet, red, sautéed/pan-fried",without_fat,veggie,0.0,,0.94,,1,0,1,0.0,vegetables,"vegetables, cooked",6.1,,0,1,,,0,,1.0,1,,0,0,1,0,0,,,,0,,,0,0,,,,pepper-sweet-red-sauteed-pan-fried-without-fat_20329,cooked_veg,0.9,macro:name_hints:cooked_veg,,89.8,"pepper, sweet, red, sauteed / pan-fried","pepper, sweet, red, sauteed / pan-fried",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,3.53,20330,0,0,0.3,3.0,0,0,0,21.8,28.6,protein_low;carb_low;fat_low,"fruits, vegetables, legumes and nuts","Pepper, sweet, green, sautéed/pan-fried, without fat","Pepper, sweet, green, sautéed/pan-fried",without_fat,veggie,0.0,,1.25,,1,0,1,0.0,vegetables,"vegetables, cooked",3.1,,0,1,,,0,,1.0,1,,0,0,1,0,0,,,,0,,,0,0,,,,pepper-sweet-green-sauteed-pan-fried-without-fat_20330,cooked_veg,0.9,macro:name_hints:cooked_veg,,92.4,"pepper, sweet, green, sauteed / pan-fried","pepper, sweet, green, sauteed / pan-fried",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,6.88,20331,0,0,0.3,1.8,0,0,0,34.5,38.2,protein_low;carb_moderate;fat_low,"fruits, vegetables, legumes and nuts","Red kuri squash, pulp, boiled/cooked in water","Red kuri squash, pulp, boiled/cooked in water",,veggie,0.0,,1.06,,1,0,1,0.0,vegetables,"vegetables, cooked",3.5,1.0,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,red-kuri-squash-pulp-boiled-cooked-in-water_20331,,0.0,,,88.9,"red kuri squash, pulp, boiled / cooked in water","red kuri squash, pulp",semi_atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,5.66,20332,0,0,0.1,2.0,0,0,0,24.7,30.2,protein_low;carb_moderate;fat_low,"fruits, vegetables, legumes and nuts","Pumpkin, roasted/baked","Pumpkin, roasted/baked",,veggie,0.0,,0.3,,1,0,1,0.0,vegetables,"vegetables, cooked",4.8,,0,1,,,0,,,0,,0,0,1,0,0,1.0,,,0,,,0,0,,,,pumpkin-roasted-baked_20332,,0.0,,,90.7,"pumpkin, roasted / baked",pumpkin,semi_atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,9.29,20333,0,0,0.1,4.5,0,0,0,48.6,57.9,protein_low;carb_moderate;fat_low,"fruits, vegetables, legumes and nuts","Salsify, boiled/cooked in water","Salsify, boiled/cooked in water",,veggie,0.0,,2.63,,1,0,1,0.02,vegetables,"vegetables, cooked",2.3,1.0,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,salsify-boiled-cooked-in-water_20333,,0.0,,,82.8,"salsify, boiled / cooked in water",salsify,semi_atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,3.53,20334,0,0,0.4,1.9,0,0,0,21.7,25.3,protein_low;carb_low;fat_low,"fruits, vegetables, legumes and nuts","Tomato, roasted/baked","Tomato, roasted/baked",,veggie,0.0,,1.0,,1,0,1,0.0,vegetables,"vegetables, cooked",3.1,,0,1,,,0,,,0,,0,0,1,0,0,1.0,,,0,,,0,0,,,,tomato-roasted-baked_20334,cooked_veg,0.9,macro:name_hints:cooked_veg,,92.6,"tomato, roasted / baked",tomato,semi_atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,12.3,20335,0,0,0.4,2.9,0,0,0,60.8,66.9,protein_low;carb_moderate;fat_low,"fruits, vegetables, legumes and nuts","Shallot, grilled/pan-fried, without fat","Shallot, grilled/pan-fried",without_fat,veggie,0.0,,2.0,,1,0,1,0.0,vegetables,"vegetables, cooked",3.8,,0,1,,,0,,1.0,1,1.0,0,0,1,0,0,,,,0,,,0,0,,,,shallot-grilled-pan-fried-without-fat_20335,,0.0,,,81.5,"shallot, grilled / pan-fried",shallot,semi_atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,0.65,20336,0,0,0.7,3.5,0,0,0,22.4,28.1,carb_low;fat_low,"fruits, vegetables, legumes and nuts","Spinach, boiled/cooked in water","Spinach, boiled/cooked in water",,veggie,0.0,,3.38,,1,0,1,0.03,vegetables,"vegetables, cooked",,1.0,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,spinach-boiled-cooked-in-water_20336,leafy_salad,0.9,macro:name_hints:leafy_salad,,91.9,"spinach, boiled / cooked in water",spinach,semi_atomic,True,False,
0.0,breakfast;dinner;lunch;snack,grains_refined,0.9,macro:name_hints:grains_refined,,2.55,20497,0,0,0.43,2.6,0,0,0,20.2,20.2,protein_low;carb_low;fat_low,"fruits, vegetables, legumes and nuts","Mixed vegetables for couscous, cooked","Mixed vegetables for couscous, cooked",,eggs,0.0,,1.53,,1,1,1,1.06,vegetables,"vegetables, cooked",1.1,,0,1,,,0,,,0,,0,0,1,0,1,,,,0,,,0,0,,,,mixed-vegetables-for-couscous-cooked_20497,,0.0,,,91.7,"mixed vegetables for couscous, cooked",mixed vegetables for couscous,unclear,False,False,mixed_multi_item
0.0,breakfast;dinner;lunch;snack,,,,,5.81,20499,0,0,0.3,2.71,0,0,0,34.4,43.5,protein_low;carb_moderate;fat_low,"fruits, vegetables, legumes and nuts","Vegetable, cooked (average)","Vegetable, cooked",note:average,veggie,0.0,,2.11,,1,0,1,0.082,vegetables,"vegetables, cooked",2.48,,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,vegetable-cooked-average_20499,,0.0,,,88.3,"vegetable, cooked",vegetable,unclear,False,False,aggregate_average_item
0.0,breakfast;dinner;lunch;snack,,,,,9.11,20590,0,0,0.3,1.9,0,0,0,47.7,50.8,protein_low;carb_moderate;fat_low,"fruits, vegetables, legumes and nuts","Chinese or Japanese artichokes, cooked","Chinese or Japanese artichokes, cooked",,veggie,0.0,,2.13,,1,0,1,0.013,vegetables,"vegetables, cooked",0.2,,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,chinese-or-japanese-artichokes-cooked_20590,,0.0,,,85.7,"chinese or japanese artichokes, cooked",chinese or japanese artichokes,semi_atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,2.01,58103,0,0,0.21,2.5,0,0,0,17.4,17.4,protein_low;carb_low;fat_low,"fruits, vegetables, legumes and nuts","Okra, cooked, without salt","Okra, cooked",without_salt,veggie,0.0,,1.87,,1,0,1,0.015,vegetables,"vegetables, cooked",2.01,,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,okra-cooked-without-salt_58103,cooked_veg,0.9,macro:name_hints:cooked_veg,,92.6,"okra, cooked",okra,semi_atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,56.0,20092,0,0,1.49,23.6,0,0,1,269.8,269.8,protein_moderate;carb_high;fat_low,"fruits, vegetables, legumes and nuts","Carrot, dehydrated","Carrot, dehydrated",,veggie,0.0,,8.1,,1,0,1,0.69,vegetables,"vegetables, dried or dehydrated",38.8,,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,carrot-dehydrated_20092,root_veg,0.9,macro:name_hints:root_veg,,4.0,"carrot, dehydrated",carrot,semi_atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,75.0,20180,0,0,0.46,9.2,0,0,1,339.9,339.9,protein_moderate;carb_high;fat_low,"fruits, vegetables, legumes and nuts","Onion, dried","Onion, dried",,veggie,0.0,,8.95,,1,0,1,0.053,vegetables,"vegetables, dried or dehydrated",37.4,,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,onion-dried_20180,cooked_veg,0.9,macro:name_hints:cooked_veg,,3.93,"onion, dried","onion, dried",semi_atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,43.3,20189,0,0,2.99,12.3,0,0,1,256.9,256.9,protein_high;carb_high;fat_low,"fruits, vegetables, legumes and nuts","Tomato, dried","Tomato, dried",,veggie,0.0,,14.2,,1,0,1,0.62,vegetables,"vegetables, dried or dehydrated",37.6,,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,tomato-dried_20189,cooked_veg,0.9,macro:name_hints:cooked_veg,,14.6,"tomato, dried","tomato, dried",semi_atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,,20202,0,0,0.075,,0,0,0,,29.8,protein_moderate;fat_low,"fruits, vegetables, legumes and nuts","Chinese black mushroom, dried","Chinese black mushroom, dried",,veggie,0.0,,7.27,,1,0,1,0.094,vegetables,"vegetables, dried or dehydrated",0.0,,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,chinese-black-mushroom-dried_20202,cooked_veg,0.9,macro:name_hints:cooked_veg,,,"chinese black mushroom, dried","chinese black mushroom, dried",semi_atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,63.9,20211,0,0,0.99,11.5,0,0,0,302.8,316.0,protein_moderate;carb_high;fat_low,"fruits, vegetables, legumes and nuts","Shiitake mushroom, dried","Shiitake mushroom, dried",,veggie,0.0,,9.58,,1,0,1,0.033,vegetables,"vegetables, dried or dehydrated",2.21,,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,shiitake-mushroom-dried_20211,cooked_veg,0.9,macro:name_hints:cooked_veg,,9.5,"shiitake mushroom, dried","shiitake mushroom, dried",semi_atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,13.4,20256,0,0,11.7,5.63,0,1,0,176.0,187.0,carb_moderate;fat_high,"fruits, vegetables, legumes and nuts","Tomato, dried, in oil","Tomato, dried, in oil",,veggie,0.0,,4.27,,1,0,1,2.21,vegetables,"vegetables, dried or dehydrated",6.5,,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,tomato-dried-in-oil_20256,cooked_veg,0.9,macro:name_hints:cooked_veg,,60.4,"tomato, dried, in oil","tomato, dried, in oil",semi_atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,,20800,0,0,0.057,,0,0,0,,4.8,protein_low;fat_low,"fruits, vegetables, legumes and nuts","Yellow banana, pulp, steamed, sampled in the island of La Martinique","Yellow banana, pulp, steamed, sampled in the island of La Martinique",,veggie,0.0,,1.06,,1,0,1,,vegetables,vegetables from Martinique and their products,,1.0,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,yellow-banana-pulp-steamed-sampled-in-the-island-of-la-martinique_20800,,0.0,,,64.1,"yellow banana, pulp, steamed, sampled in the island of la martinique","yellow banana, pulp, steamed, sampled in the island of la martinique",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,12.3,20801,0,0,,8.4,0,0,0,,49.2,carb_moderate,"fruits, vegetables, legumes and nuts","Pumpkin (local variety), crisps, sampled in the island of La Martinique","Pumpkin, crisps, sampled in the island of La Martinique",local_variety,veggie,0.0,,,,1,0,1,,vegetables,vegetables from Martinique and their products,0.44,,0,1,,,0,,,1,,0,0,1,0,0,,,,1,1.0,,0,0,,,,pumpkin-local-variety-crisps-sampled-in-the-island-of-la-martinique_20801,,0.0,,,,"pumpkin, crisps, sampled in the island of la martinique","pumpkin, crisps, sampled in the island of la martinique",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,13.9,20802,0,0,,8.7,0,0,0,,55.6,carb_moderate,"fruits, vegetables, legumes and nuts","Pumpkin (phoenix variety), crisps, sampled in the island of La Martinique","Pumpkin, crisps, sampled in the island of La Martinique",phoenix_variety,veggie,0.0,,,,1,0,1,,vegetables,vegetables from Martinique and their products,0.2,,0,1,,,0,,,1,,0,0,1,0,0,,,,1,1.0,,0,0,,,,pumpkin-phoenix-variety-crisps-sampled-in-the-island-of-la-martinique_20802,,0.0,,,,"pumpkin, crisps, sampled in the island of la martinique","pumpkin, crisps, sampled in the island of la martinique",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,,20803,0,0,0.003,,0,0,0,,13.0,fat_low,"fruits, vegetables, legumes and nuts","Caribbean cabbage, pulp, steamed, sampled in the island of La Martinique","Caribbean cabbage, pulp, steamed, sampled in the island of La Martinique",,veggie,0.0,,3.25,,1,0,1,,vegetables,vegetables from Martinique and their products,,1.0,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,caribbean-cabbage-pulp-steamed-sampled-in-the-island-of-la-martinique_20803,cruciferous,0.9,macro:name_hints:cruciferous,,63.7,"caribbean cabbage, pulp, steamed, sampled in the island of la martinique","caribbean cabbage, pulp, steamed, sampled in the island of la martinique",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,5.93,20804,0,0,0.033,1.9,0,0,0,28.9,28.9,protein_low;carb_moderate;fat_low,"fruits, vegetables, legumes and nuts","Chayote, white skin, pulp, steamed, sampled in the island of La Martinique","Chayote, white skin, pulp, steamed, sampled in the island of La Martinique",,veggie,0.0,,1.21,,1,0,1,,vegetables,vegetables from Martinique and their products,,1.0,0,1,,,0,,,0,,0,0,1,0,1,,,,0,,,0,0,,,,chayote-white-skin-pulp-steamed-sampled-in-the-island-of-la-martinique_20804,,0.0,,,90.4,"chayote, white skin, pulp, steamed, sampled in the island of la martinique","chayote, white skin, pulp, steamed, sampled in the island of la martinique",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,4.6,20805,0,0,0.023,3.0,0,0,0,23.5,23.5,protein_low;carb_low;fat_low,"fruits, vegetables, legumes and nuts","Chayote,green skin, pulp, steamed, sampled in the island of La Martinique","Chayote, green skin, pulp, steamed, sampled in the island of La Martinique",,veggie,0.0,,1.23,,1,0,1,,vegetables,vegetables from Martinique and their products,,1.0,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,chayote-green-skin-pulp-steamed-sampled-in-the-island-of-la-martinique_20805,,0.0,,,90.7,"chayote, green skin, pulp, steamed, sampled in the island of la martinique","chayote, green skin, pulp, steamed, sampled in the island of la martinique",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,,20806,0,0,,1.0,0,0,0,,0.0,,"fruits, vegetables, legumes and nuts","Chayote, white skin, pulp, canned, not drained, sampled in the island of La Martinique","Chayote, white skin, pulp, canned, not drained, sampled in the island of La Martinique",canned,veggie,0.0,,,,1,0,1,,vegetables,vegetables from Martinique and their products,,,0,1,,,0,,,0,,0,0,1,0,1,,,,0,,,0,0,,,,chayote-white-skin-pulp-canned-not-drained-sampled-in-the-island-of-la-martinique_20806,,0.0,,,93.2,"chayote, white skin, pulp, canned, not drained, sampled in the island of la martinique","chayote, white skin, pulp",semi_atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,,20807,0,0,,1.6,0,0,0,,0.0,,"fruits, vegetables, legumes and nuts","Chayote, white skin, pulp, steamed, frozen, sampled in the island of La Martinique","Chayote, white skin, pulp, steamed, frozen, sampled in the island of La Martinique",frozen,veggie,0.0,,,,1,0,1,,vegetables,vegetables from Martinique and their products,,1.0,0,1,,,0,,,0,,0,0,1,0,1,,,,0,,,0,0,,,,chayote-white-skin-pulp-steamed-frozen-sampled-in-the-island-of-la-martinique_20807,,0.0,,,91.6,"chayote, white skin, pulp, steamed, frozen, sampled in the island of la martinique","chayote, white skin, pulp, steamed",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,,20808,0,0,0.58,,0,0,0,,8.1,protein_low;fat_low,"fruits, vegetables, legumes and nuts","Cucumber, pulp with seeds, raw, sampled in the island of La Martinique","Cucumber, pulp with seeds, raw, sampled in the island of La Martinique",with_seeds,veggie,0.0,,0.73,,1,0,1,,vegetables,vegetables from Martinique and their products,,,0,1,,,0,,,0,,1,0,1,0,0,,,,0,,,0,0,,,,cucumber-pulp-with-seeds-raw-sampled-in-the-island-of-la-martinique_20808,salad_like,0.0,,,95.8,"cucumber, pulp with seeds, raw, sampled in the island of la martinique","cucumber, pulp with seeds",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,,20809,0,0,0.27,,0,0,0,,4.1,protein_low;fat_low,"fruits, vegetables, legumes and nuts","Cucumber, pulp, raw, sampled in the island of La Martinique","Cucumber, pulp, raw, sampled in the island of La Martinique",,veggie,0.0,,0.42,,1,0,1,,vegetables,vegetables from Martinique and their products,,,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,cucumber-pulp-raw-sampled-in-the-island-of-la-martinique_20809,salad_like,0.0,,,96.8,"cucumber, pulp, raw, sampled in the island of la martinique","cucumber, pulp",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,,20810,0,0,0.1,2.1,0,0,0,,9.9,protein_low;fat_low,"fruits, vegetables, legumes and nuts","Watercress, leaf, raw, sampled in the island of La Martinique","Watercress, leaf, raw, sampled in the island of La Martinique",,veggie,0.0,,2.25,,1,0,1,,vegetables,vegetables from Martinique and their products,,,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,watercress-leaf-raw-sampled-in-the-island-of-la-martinique_20810,,0.0,,,95.0,"watercress, leaf, raw, sampled in the island of la martinique","watercress, leaf",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,,20811,0,0,0.3,,0,0,0,,7.3,protein_low;fat_low,"fruits, vegetables, legumes and nuts","Dachine, pulp, steamed, sampled in the island of La Martinique","Dachine, pulp, steamed, sampled in the island of La Martinique",,veggie,0.0,,1.15,,1,0,1,,vegetables,vegetables from Martinique and their products,,1.0,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,dachine-pulp-steamed-sampled-in-the-island-of-la-martinique_20811,,0.0,,,65.3,"dachine, pulp, steamed, sampled in the island of la martinique","dachine, pulp, steamed, sampled in the island of la martinique",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,potatoes,0.0,,,50.1,20812,0,0,,11.3,0,0,0,,200.4,carb_high,"fruits, vegetables, legumes and nuts","Sweet potatoe flour, sampled in the island of La Martinique","Sweet potatoe flour, sampled in the island of La Martinique",,eggs,0.0,,,,1,1,1,,vegetables,vegetables from Martinique and their products,0.018,,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,sweet-potatoe-flour-sampled-in-the-island-of-la-martinique_20812,,0.0,,,8.55,"sweet potatoe flour, sampled in the island of la martinique","sweet potatoe flour, sampled in the island of la martinique",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,bakery,0.0,,,,20813,0,0,0.11,,0,0,0,,6.2,protein_low;fat_low,"fruits, vegetables, legumes and nuts","Breadfruit, pulp, steamed, sampled in the island of La Martinique","Breadfruit, pulp, steamed, sampled in the island of La Martinique",,veggie,0.0,,1.29,,1,1,1,,vegetables,vegetables from Martinique and their products,,1.0,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,breadfruit-pulp-steamed-sampled-in-the-island-of-la-martinique_20813,,0.0,,,70.5,"breadfruit, pulp, steamed, sampled in the island of la martinique","breadfruit, pulp, steamed, sampled in the island of la martinique",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,4.51,20814,0,0,0.097,2.0,0,0,0,23.3,23.3,protein_low;carb_low;fat_low,"fruits, vegetables, legumes and nuts","Pumpkin (local variety), pulp, steamed, sampled in the island of La Martinique","Pumpkin, pulp, steamed, sampled in the island of La Martinique",local_variety,veggie,0.0,,1.1,,1,0,1,,vegetables,vegetables from Martinique and their products,1.91,1.0,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,pumpkin-local-variety-pulp-steamed-sampled-in-the-island-of-la-martinique_20814,,0.0,,,91.8,"pumpkin, pulp, steamed, sampled in the island of la martinique","pumpkin, pulp, steamed, sampled in the island of la martinique",atomic,True,False,
0.0,breakfast;dinner;lunch;snack,,,,,3.75,20815,0,0,,2.4,0,0,0,,15.0,carb_low,"fruits, vegetables, legumes and nuts","Pumpkin (local variety), pulp, steamed, frozen, sampled in the island of La Martinique","Pumpkin, pulp, steamed, frozen, sampled in the island of La Martinique",local_variety;frozen,veggie,0.0,,,,1,0,1,,vegetables,vegetables from Martinique and their products,1.35,1.0,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,pumpkin-local-variety-pulp-steamed-frozen-sampled-in-the-island-of-la-martinique_20815,,0.0,,,,"pumpkin, pulp, steamed, frozen, sampled in the island of la martinique","pumpkin, pulp, steamed",atomic,True,False,
