uid,ciqual_code,name,name_core,name_tags,main_group,sub_group,sub_sub_group,kcal_sanitized,kcal_calc_ml,energy_flag_ml,protein_g_100g_ml,carbohydrate_g_100g_ml,fat_g_100g_ml,sugars_g_100g_ml,fibres_g_100g_ml,salt_g_100g_ml,alcohol_g_100g_ml,water_g_100g_ml,macro_tags
veal-stock-prepacked_11304,11304,"Veal stock, prepacked",Veal stock,prepacked,miscellaneous,cooking aids,,40.9,40.6,0,3.15,2.4,2.05,0.7,0.1,1.1,0,,carb_low;fat_low
topping-sauce-for-pizza_25525,25525,Topping sauce for pizza,Topping sauce for pizza,,miscellaneous,cooking aids,,38.5,27.8,0,2.12,3.2,0.73,3.2,4.17,0.59,0,87.4,protein_low;carb_low;fat_low
broth-stock-or-bouillon-meat-and-vegetables-dehydrated_25918,25918,"Broth, stock or bouillon, meat and vegetables, dehydrated","Broth, stock or bouillon, meat and vegetables, dehydrated",,miscellaneous,cooking aids,,213,211.9,0,10.3,17.7,11.1,2.87,0.67,54.1,0,4.53,protein_high;carb_high;fat_high
broth-stock-or-bouillon-meat-and-vegetables-with-fat-dehydrated_25970,25970,"Broth, stock or bouillon, meat and vegetables, with fat, dehydrated","Broth, stock or bouillon, meat and vegetables, dehydrated",with_fat,miscellaneous,cooking aids,,212,210.6,0,11.6,28.9,5.4,2.8,0,48.4,0,2.4,protein_high;carb_high;fat_moderate
broth-stock-or-bouillon-meat-and-vegetables-defatted-dehydrated_25971,25971,"Broth, stock or bouillon, meat and vegetables, defatted, dehydrated","Broth, stock or bouillon, meat and vegetables, defatted, dehydrated",,miscellaneous,cooking aids,,197,194.7,0,10.8,30.9,3.1,2.2,0,48.2,0,2.5,protein_high;carb_high
salt-white-sea-igneous-or-rock-no-enrichment_11017,11017,"Salt, white (sea, igneous or rock), no enrichment","Salt, white, no enrichment",sea;igneous_or_rock,miscellaneous,salts,,0,0,0,0,0,0,0,0,97.8,0,0.027,protein_low;carb_low;fat_low
celery-salt_11044,11044,Celery salt,Celery salt,,miscellaneous,salts,,49,46.6,0,1.81,4.14,2.53,0,1.19,87.5,0,,protein_low;carb_low;fat_low
salt-white-sea-igneous-or-rock-iodine-added-no-other-enrichment_11058,11058,"Salt, white (sea, igneous or rock), iodine added, no other enrichment","Salt, white, iodine added, no other enrichment",sea;igneous_or_rock,miscellaneous,salts,,0,0,0,0,0,0,0,0,97.8,0,0.027,protein_low;carb_low;fat_low
pure-sea-salt-no-enrichment_11082,11082,"Pure sea salt, no enrichment","Pure sea salt, no enrichment",,miscellaneous,salts,,0,0,0,0,0,0,0,0,94.3,0,3.75,protein_low;carb_low;fat_low
sea-salt-grey-no-enrichment_11083,11083,"Sea salt, grey, no enrichment","Sea salt, grey, no enrichment",,miscellaneous,salts,,0,0,0,0,0,0,0,0,80.5,0,5.09,protein_low;carb_low;fat_low
salt-white-sea-igneous-or-rock-iodine-added-fluoride-added-25-mg-100-g_11096,11096,"Salt, white (sea, igneous or rock), iodine added, fluoride added 25 mg/100 g","Salt, white, iodine added, fluoride added 25 mg/100 g",sea;igneous_or_rock,miscellaneous,salts,,0,0,0,0,0,0,0,0,97.8,0,0.027,protein_low;carb_low;fat_low
curry-powder_11005,11005,"Curry, powder","Curry, powder",,miscellaneous,spices,,194.5,194.5,1,14.5,2.63,14,2.63,53.2,0.13,0,8.8,protein_high;carb_low;fat_high
ginger-powder_11006,11006,"Ginger, powder","Ginger, powder",,miscellaneous,spices,,335,307.3,0,8.98,58.3,4.24,3.39,14.1,0.068,0,9.94,protein_moderate;carb_high
black-pepper-powder_11015,11015,"Black pepper, powder","Black pepper, powder",,miscellaneous,spices,,278.7,278.7,1,13.3,39.5,7.5,0.64,25.7,0.036,0,9,protein_high;carb_high;fat_moderate
white-pepper-powder_11019,11019,"White pepper, powder","White pepper, powder",,miscellaneous,spices,,257.8,257.8,1,11.4,48.3,2.11,,26.2,0.013,0,11.4,protein_high;carb_high;fat_low
cinnamon-powder_11025,11025,"Cinnamon, powder","Cinnamon, powder",,miscellaneous,spices,,136.5,136.5,1,3.87,27.5,1.22,2.17,53.1,0.025,0,10.6,carb_high;fat_low
coriander-seed_11026,11026,"Coriander, seed","Coriander, seed",,miscellaneous,spices,,261.8,261.8,1,12.4,13,17.8,,41.9,0.088,0,8.88,protein_high;carb_moderate;fat_high
saffron_11039,11039,Saffron,Saffron,,miscellaneous,spices,,352,344.2,0,11.4,61.5,5.85,42.4,3.9,0.37,0,11.9,protein_high;carb_high;fat_moderate
cumin-seed_11042,11042,"Cumin, seed","Cumin, seed",,miscellaneous,spices,,427,406.7,0,17.8,33.7,22.3,2.25,10.5,0.42,0,8.06,protein_high;carb_high;fat_high
nutmeg_11048,11048,Nutmeg,Nutmeg,,miscellaneous,spices,,507,461.9,0,5.3,28.5,36.3,2.99,20.8,0.04,0,6.22,protein_moderate;carb_high;fat_high
paprika_11049,11049,Paprika,Paprika,,miscellaneous,spices,,248.9,248.9,1,14.1,19.1,12.9,10.3,34.9,0.17,0,11.2,protein_high;carb_high;fat_high
cloves_11052,11052,Cloves,Cloves,,miscellaneous,spices,,267.3,267.3,1,5.97,31.6,13,2.38,33.9,0.69,0,9.87,protein_moderate;carb_high;fat_high
bay-leaves_11053,11053,"Bay, leaves","Bay, leaves",,miscellaneous,spices,,300.1,300.1,1,7.61,48.6,8.36,48.6,26.3,0.058,0,5.44,protein_moderate;carb_high;fat_moderate
mix-of-4-spices_11056,11056,Mix of 4 spices,Mix of 4 spices,,miscellaneous,spices,,348,304.6,0,6.09,50.5,8.69,,21.6,0.19,0,8.46,protein_moderate;carb_high;fat_moderate
vanilla-pod_11057,11057,"Vanilla, pod","Vanilla, pod",,miscellaneous,spices,,0,,0,,,,,,0,0,,
poppy-seed_11061,11061,"Poppy, seed","Poppy, seed",,miscellaneous,spices,,551,521.5,0,19.7,13.7,43.1,2.99,14.8,0.059,0,5.17,protein_high;carb_moderate;fat_high
caraway-seed_11064,11064,"Caraway, seed","Caraway, seed",,miscellaneous,spices,,258.2,258.2,1,19.8,11.9,14.6,0.64,38,0.043,0,9.87,protein_high;carb_moderate;fat_high
vanilla-alcoholic-extract_11065,11065,"Vanilla, alcoholic extract","Vanilla, alcoholic extract",,miscellaneous,spices,,240,240.1,0,0.05,2.41,0,,0,0.01,32.9,64.5,protein_low;carb_low;fat_low
fennel-seed_11066,11066,"Fennel, seed","Fennel, seed",,miscellaneous,spices,,246.9,246.9,1,15.7,12.5,14.9,12.5,39.8,0.22,0,8.81,protein_high;carb_moderate;fat_high
ginger-raw_11074,11074,"Ginger, raw","Ginger, raw",,miscellaneous,spices,,32.9,27.9,0,1.1,3.4,1.1,1,2.7,0.016,0,90.9,protein_low;carb_low;fat_low
cardamom-powder_11075,11075,"Cardamom, powder","Cardamom, powder",,miscellaneous,spices,,265.5,265.5,1,10.8,40.5,6.7,,28,0.045,0,8.28,protein_high;carb_high;fat_moderate
fenugreek-seed_11077,11077,"Fenugreek, seed","Fenugreek, seed",,miscellaneous,spices,,350,301.3,0,27.1,33.8,6.41,8.7,24.6,0.17,0,7.72,protein_high;carb_high;fat_moderate
spice-average_11081,11081,Spice (average),Spice,note:average,miscellaneous,spices,,293.6,293.6,1,12.3,37.7,10.4,2.14,25.9,0.048,0,8.86,protein_high;carb_high;fat_high
cayenne-pepper_11088,11088,Cayenne pepper,Cayenne pepper,,miscellaneous,spices,,321.3,321.3,1,12,29.4,17.3,10.3,27.2,0.075,0,8.05,protein_high;carb_high;fat_high
turmeric-powder_11089,11089,"Turmeric, powder","Turmeric, powder",,miscellaneous,spices,,291,245.6,0,9.68,44.4,3.25,3.21,22.7,0.068,0,12.9,protein_moderate;carb_high
vanilla-aqueous-extract_11098,11098,"Vanilla, aqueous extract","Vanilla, aqueous extract",,miscellaneous,spices,,57.7,57.7,0,0.03,14.4,0,14.4,0,0.008,0,85.6,protein_low;carb_moderate;fat_low
garlic-fresh_11000,11000,"Garlic, fresh","Garlic, fresh",,miscellaneous,herbs,fresh herbs,111,98.3,0,5.31,18.6,0.3,1.2,5.8,0.023,0,67.8,protein_moderate;carb_high;fat_low
chervil-fresh_11002,11002,"Chervil, fresh","Chervil, fresh",,miscellaneous,herbs,fresh herbs,39.9,34.8,0,3.72,3.63,0.6,0.6,2.55,0.038,0,87.4,carb_low;fat_low
chive-or-spring-onion-fresh_11003,11003,"Chive or spring onion, fresh","Chive or spring onion, fresh",,miscellaneous,herbs,fresh herbs,29.7,23.4,0,2.57,2.1,0.52,1.75,3.19,0.028,0,90.6,protein_low;carb_low;fat_low
parsley-fresh_11014,11014,"Parsley, fresh","Parsley, fresh",,miscellaneous,herbs,fresh herbs,43,34.4,0,3.71,3.48,0.63,0.95,4.3,0.59,0,85.5,carb_low;fat_low
horseradish-fresh_11016,11016,"Horseradish, fresh","Horseradish, fresh",,miscellaneous,herbs,fresh herbs,88.3,88.3,0,7.5,13,0.7,,7.5,0.015,0,69.3,protein_moderate;carb_moderate;fat_low
mint-fresh_11027,11027,"Mint, fresh","Mint, fresh",,miscellaneous,herbs,fresh herbs,57.6,42.8,0,3.52,5.3,0.84,5.3,7.4,0.076,0,82.1,carb_moderate;fat_low
basil-fresh_11033,11033,"Basil, fresh","Basil, fresh",,miscellaneous,herbs,fresh herbs,34.8,27.8,0,3.35,2.55,0.47,0.37,3.47,0.028,0,91.7,carb_low;fat_low
rosemary-fresh_11068,11068,"Rosemary, fresh","Rosemary, fresh",,miscellaneous,herbs,fresh herbs,121,92.4,0,3.31,6.6,5.86,,14.1,0.065,0,67.8,carb_moderate;fat_moderate
sage-fresh_11069,11069,"Sage, fresh","Sage, fresh",,miscellaneous,herbs,fresh herbs,36.7,22.6,0,4,0.97,0.3,0.3,7,0.028,0,85.6,carb_low;fat_low
thyme-fresh_11070,11070,"Thyme, fresh","Thyme, fresh",,miscellaneous,herbs,fresh herbs,107,79.4,0,5.56,10.5,1.68,,14,0.023,0,65.1,protein_moderate;carb_moderate;fat_low
herbs-fresh-average_11080,11080,"Herbs, fresh (average)","Herbs, fresh",note:average,miscellaneous,herbs,fresh herbs,49.4,38.1,0,3.58,4.15,0.8,1.99,5.64,0.28,0,84.2,carb_low;fat_low
tarragon-fresh_11092,11092,"Tarragon, fresh","Tarragon, fresh",,miscellaneous,herbs,fresh herbs,44,,0,3.8,4.1,,1.2,6.2,0.025,0,,carb_low
dill-fresh_11093,11093,"Dill, fresh","Dill, fresh",,miscellaneous,herbs,fresh herbs,48.2,41.2,0,3.93,3.9,1.1,1.2,3.5,0.15,0,86,carb_low;fat_low
coriander-fresh_11094,11094,"Coriander, fresh","Coriander, fresh",,miscellaneous,herbs,fresh herbs,22.3,16.7,0,2.13,0.87,0.52,0.87,2.8,0.12,0,92.2,protein_low;carb_low;fat_low
garlic-roasted-baked_11306,11306,"Garlic, roasted/baked","Garlic, roasted/baked",,miscellaneous,herbs,fresh herbs,127,120.1,0,5.56,23.8,0.3,1.4,2.7,0,0,65.4,protein_moderate;carb_high;fat_low
garlic-sauteed-pan-fried-without-fat_11307,11307,"Garlic, sautéed/pan-fried, without fat","Garlic, sautéed/pan-fried",without_fat,miscellaneous,herbs,fresh herbs,130,115.6,0,6,22,0.4,1,5.8,0,0,63.5,protein_moderate;carb_high;fat_low
garlic-powder-dried_11023,11023,"Garlic, powder, dried","Garlic, powder, dried",,miscellaneous,herbs,dried herbs,344,324.9,0,16.7,62.8,0.77,2.43,9.45,0.11,0,6.48,protein_high;carb_high;fat_low
parsley-dried_11024,11024,"Parsley, dried","Parsley, dried",,miscellaneous,herbs,dried herbs,231.3,231.3,1,29,16.8,5.34,7.27,29.7,1.05,0,3.95,protein_high;carb_high;fat_moderate
mint-dried_11029,11029,"Mint, dried","Mint, dried",,miscellaneous,herbs,dried herbs,222.7,222.7,1,19.9,22.2,6.03,,29.8,0.86,0,11.3,protein_high;carb_high;fat_moderate
basil-dried_11032,11032,"Basil, dried","Basil, dried",,miscellaneous,herbs,dried herbs,169,169,1,23,10.1,4.07,1.71,37.7,0.19,0,10.4,protein_high;carb_moderate
marjoram-dried_11034,11034,"Marjoram, dried","Marjoram, dried",,miscellaneous,herbs,dried herbs,195.4,195.4,1,12.7,20.3,7.04,4.09,40.3,0.19,0,7.64,protein_high;carb_high;fat_moderate
oregano-dried_11035,11035,"Oregano, dried","Oregano, dried",,miscellaneous,herbs,dried herbs,180.1,180.1,1,9,26.4,4.28,4.09,42.5,0.063,0,9.93,protein_moderate;carb_high
rosemary-dried_11036,11036,"Rosemary, dried","Rosemary, dried",,miscellaneous,herbs,dried herbs,242.3,242.3,1,4.88,21.5,15.2,,42.6,0.13,0,9.31,carb_high;fat_high
sage-dried_11037,11037,"Sage, dried","Sage, dried",,miscellaneous,herbs,dried herbs,239.2,239.2,1,10.6,20.4,12.8,1.71,40.3,0.028,0,7.96,protein_high;carb_high;fat_high
thyme-dried_11038,11038,"Thyme, dried","Thyme, dried",,miscellaneous,herbs,dried herbs,210.9,210.9,1,9.11,26.9,7.43,1.71,37,0.14,0,7.79,protein_moderate;carb_high;fat_moderate
provence-herbs-dried_11060,11060,"Provence herbs, dried","Provence herbs, dried",,miscellaneous,herbs,dried herbs,202.8,202.8,1,11.5,23,7.2,18.5,40.1,0.088,0,7.1,protein_high;carb_high;fat_moderate
savory-dried_11062,11062,"Savory, dried","Savory, dried",,miscellaneous,herbs,dried herbs,172.1,172.1,1,6.73,23,5.91,,45.7,0.06,0,9,protein_moderate;carb_high;fat_moderate
molokhia-powder-dried-jute-leaves_51500,51500,Molokhia powder (dried jute leaves),Molokhia powder,dried_jute_leaves,miscellaneous,herbs,dried herbs,159,159,1,23,12.7,1.8,,40,0.17,0,8.4,protein_high;carb_moderate;fat_low
seaweed-agar-raw_11084,11084,"Seaweed, agar, raw","Seaweed, agar, raw",,miscellaneous,seaweed,,27.4,27.4,0,0.54,6.25,0.03,0.28,0.5,0.023,0,91.3,protein_low;carb_moderate;fat_low
seaweed-agar-dried_11085,11085,"Seaweed, agar, dried","Seaweed, agar, dried",,miscellaneous,seaweed,,20.1,,0,4.36,,0.3,2.97,,0.13,0,14.3,fat_low
spirulina-spirulina-sp-dried_11086,11086,"Spirulina, (spirulina sp.), dried","Spirulina, , dried",spirulina_sp,miscellaneous,seaweed,,380.7,380.7,0,57.5,20.3,7.72,3.1,3.6,2.62,0,4.68,protein_high;carb_high;fat_moderate
wakame-undaria-pinnatifida-dried-or-dehydrated_20984,20984,"Wakame (Undaria pinnatifida), dried or dehydrated","Wakame, dried or dehydrated",undaria_pinnatifida,miscellaneous,seaweed,,101.8,101.8,1,14.1,5.7,2.51,,41.4,12.9,0,8.54,protein_high;carb_moderate;fat_low
sea-lettuce-ulva-sp-dried-or-dehydrated_20985,20985,"Sea lettuce (ulva sp.), dried or dehydrated)","Sea lettuce, dried or dehydrated)",ulva_sp,miscellaneous,seaweed,,137.1,137.1,1,15.9,13.8,2.03,,34.4,4.93,0,10.9,protein_high;carb_moderate;fat_low
sea-belt-saccharina-latissima-dried-or-dehydrated_20986,20986,"Sea belt (Saccharina latissima), dried or dehydrated","Sea belt, dried or dehydrated",saccharina_latissima,miscellaneous,seaweed,,145.2,145.2,1,10.3,23.6,1.07,,29.3,9.08,0,8.63,protein_high;carb_high;fat_low
laver-porphyra-sp-dried-or-dehydrated_20987,20987,"Laver (Porphyra sp.), dried or dehydrated","Laver, dried or dehydrated",porphyra_sp,miscellaneous,seaweed,,182.7,182.7,1,31.5,10.5,1.63,,36.3,4.96,0,6.54,protein_high;carb_moderate;fat_low
dulse-palmaria-palmata-dried-or-dehydrated_20988,20988,"Dulse (Palmaria palmata), dried or dehydrated","Dulse, dried or dehydrated",palmaria_palmata,miscellaneous,seaweed,,171.2,171.2,1,17.2,22.6,1.33,,28,4.15,0,6.72,protein_high;carb_high;fat_low
kombu-or-japanese-kelp-laminaria-japonica-dried-or-dehydrated_20990,20990,"Kombu or Japanese kelp (Laminaria japonica), dried or dehydrated","Kombu or Japanese kelp, dried or dehydrated",laminaria_japonica,miscellaneous,seaweed,,154.2,154.2,1,8.38,24.2,2.65,,34.8,6.41,0,9.5,protein_moderate;carb_high;fat_low
tangle-laminaria-digitata-dried-or-dehydrated_20991,20991,"Tangle (Laminaria digitata), dried or dehydrated","Tangle, dried or dehydrated",laminaria_digitata,miscellaneous,seaweed,,150.6,150.6,1,9.51,25.6,1.13,,33.2,7.87,0,5.31,protein_moderate;carb_high;fat_low
sea-thong-himanthalia-elongata-dried-or-dehydrated_20992,20992,"Sea thong (Himanthalia elongata), dried or dehydrated","Sea thong, dried or dehydrated",himanthalia_elongata,miscellaneous,seaweed,,177.3,177.3,1,10.1,28.3,2.63,,31,9.22,0,8.09,protein_high;carb_high;fat_low
gracilaria-seaweeds-gracilaria-verrucosa-dried-or-dehydrated_20993,20993,"Gracilaria seaweeds (Gracilaria verrucosa), dried or dehydrated","Gracilaria seaweeds, dried or dehydrated",gracilaria_verrucosa,miscellaneous,seaweed,,173.1,173.1,1,16.5,18.8,3.54,,35,7.8,0,8.4,protein_high;carb_high
toothed-wrack-or-bladder-wrack-fucus-serratus-et-vesiculosus-dried-or-dehydrated_20994,20994,"Toothed wrack or bladder wrack (Fucus serratus et vesiculosus), dried or dehydrated","Toothed wrack or bladder wrack, dried or dehydrated",fucus_serratus_et_vesiculosus,miscellaneous,seaweed,,104.4,104.4,1,7.41,15.7,1.33,,44.6,10.1,0,11.6,protein_moderate;carb_high;fat_low
sea-lettuce-enteromorpha-sp-dried-or-dehydrated_20995,20995,"Sea lettuce (Enteromorpha sp.), dried or dehydrated","Sea lettuce, dried or dehydrated",enteromorpha_sp,miscellaneous,seaweed,,152.2,152.2,1,13.7,18.8,2.47,,36,11.9,0,7.65,protein_high;carb_high;fat_low
carragheen-mosses-chondrus-crispus-dried-or-dehydrated_20996,20996,"Carragheen mosses (Chondrus crispus), dried or dehydrated","Carragheen mosses, dried or dehydrated",chondrus_crispus,miscellaneous,seaweed,,173.1,173.1,1,16.6,21.5,2.3,,30.6,5.17,0,10.7,protein_high;carb_high;fat_low
north-atlantic-rockweed-ascophyllum-nodosum-dried-or-dehydrated_20998,20998,"North Atlantic rockweed (Ascophyllum nodosum), dried or dehydrated","North Atlantic rockweed, dried or dehydrated",ascophyllum_nodosum,miscellaneous,seaweed,,127.9,127.9,1,7.22,18.5,2.78,,41.8,7.15,0,10.8,protein_moderate;carb_high;fat_low
atlantic-wakame-alaria-esculenta-dried-or-dehydrated_20999,20999,"Atlantic wakame (Alaria esculenta), dried or dehydrated","Atlantic wakame, dried or dehydrated",alaria_esculenta,miscellaneous,seaweed,,88.1,88.1,1,12.3,6.28,1.53,,49.5,4.81,0,10.3,protein_high;carb_moderate;fat_low
dietary-drink-for-sport_18350,18350,Dietary drink for sport,Dietary drink for sport,,miscellaneous,foods for particular nutritional uses,,21.7,22.3,0,0,5.26,0.14,5.26,0,0.13,0,92.6,protein_low;carb_moderate;fat_low
meal-replacement-low-calorie-custard-cream-dessert-type_42000,42000,"Meal replacement low calorie, Custard cream dessert-type","Meal replacement low calorie, Custard cream dessert-type",,miscellaneous,foods for particular nutritional uses,,96.8,94.9,0,6.43,11.1,2.75,6.57,1.18,0.21,0,79.6,protein_moderate;carb_moderate;fat_low
meal-replacement-low-calorie-ready-to-drink_42003,42003,"Meal replacement low calorie, ready-to-drink","Meal replacement low calorie, ready-to-drink",,miscellaneous,foods for particular nutritional uses,,90.6,90.8,0,6.79,10.4,2.45,7.2,0.3,0.19,0,79.7,protein_moderate;carb_moderate;fat_low
meal-replacement-low-calorie-in-powder-reconstituted-with-skimmed-milk_42004,42004,"Meal replacement low calorie, in powder, reconstituted with skimmed milk","Meal replacement low calorie, in powder, reconstituted with skimmed milk",with_skimmed_milk,miscellaneous,foods for particular nutritional uses,,82,80.3,0,6.09,10.1,1.73,9.3,1.18,0.43,0,80.6,protein_moderate;carb_moderate;fat_low
meal-replacement-low-calorie-in-powder-reconstituted-with-skimmed-milk-milkshake-type_42005,42005,"Meal replacement low calorie, in powder, reconstituted with skimmed milk, milkshake type","Meal replacement low calorie, in powder, reconstituted with skimmed milk, milkshake type",with_skimmed_milk,miscellaneous,foods for particular nutritional uses,,87,86.1,0,6.19,10.2,2.28,10,0.63,0.19,0,80,protein_moderate;carb_moderate;fat_low
wheat-bran_9621,9621,Wheat bran,Wheat bran,,miscellaneous,miscellaneous ingredients,,195.2,195.2,1,15.4,23.6,4.35,2.46,42,0.033,0,9.05,protein_high;carb_high
oat-bran_9640,9640,Oat bran,Oat bran,,miscellaneous,miscellaneous ingredients,,359,325.5,0,15.8,51,6.48,2.23,16.7,0.016,0,7.53,protein_high;carb_high;fat_moderate
maize-corn-bran_9641,9641,Maize/corn bran,Maize/corn bran,,miscellaneous,miscellaneous ingredients,,68.3,68.3,1,8.36,6.65,0.92,0,79,0.018,0,4.71,protein_moderate;carb_moderate;fat_low
rice-bran_9643,9643,Rice bran,Rice bran,,miscellaneous,miscellaneous ingredients,,398,356.1,0,13.9,28.1,20.9,0.9,21,0.013,0,6.12,protein_high;carb_high;fat_high
bran-average_9647,9647,Bran (average),Bran,note:average,miscellaneous,miscellaneous ingredients,,344,301.6,0,15.7,46,6.09,2.27,21.3,0.019,0,7.8,protein_high;carb_high;fat_moderate
wheat-germ_9660,9660,Wheat germ,Wheat germ,,miscellaneous,miscellaneous ingredients,,375,334.7,0,27.2,35.1,9.5,10,16.3,0.018,0,7.5,protein_high;carb_high;fat_moderate
gelatine-dried_11007,11007,"Gelatine, dried","Gelatine, dried",,miscellaneous,miscellaneous ingredients,,348,348.5,0,86.9,0,0.1,,0,0.75,0,11.7,protein_high;carb_low;fat_low
nutritional-yeast_11009,11009,Nutritional yeast,Nutritional yeast,,miscellaneous,miscellaneous ingredients,,334,289.3,0,40.4,21.8,4.5,2.5,22.5,0.35,0,5,protein_high;carb_high
baker-s-yeast-compressed_11010,11010,"Baker's yeast, compressed","Baker's yeast, compressed",,miscellaneous,miscellaneous ingredients,,97.6,97.6,0,8.23,11.9,1.9,0,7.15,0.058,0,69,protein_moderate;carb_moderate;fat_low
baker-s-yeast-dehydrated_11045,11045,"Baker's yeast, dehydrated","Baker's yeast, dehydrated",,miscellaneous,miscellaneous ingredients,,306.9,306.9,0,44.5,17.9,6.37,0,23.3,0.56,0,2.94,protein_high;carb_high;fat_moderate
baking-powder-or-raising-agent_11046,11046,Baking powder or raising agent,Baking powder or raising agent,,miscellaneous,miscellaneous ingredients,,142.4,142.4,0,1.96,33.2,0.2,0.1,1.9,,0,5.4,protein_low;carb_high;fat_low
soy-cream-preparation_11214,11214,"Soy ""cream"" preparation","Soy ""cream"" preparation",,miscellaneous,miscellaneous ingredients,,153.4,153.4,0,3.25,2.03,14.7,1.6,,0.063,0,78.5,carb_low;fat_high
sodium-bicarbonate_11507,11507,Sodium bicarbonate,Sodium bicarbonate,,miscellaneous,miscellaneous ingredients,,0.4,0.4,0,0.1,0,0,0,0,,0,0.2,protein_low;carb_low;fat_low
tofu-silky_20906,20906,Tofu silky,Tofu silky,,miscellaneous,miscellaneous ingredients,,54.3,50.5,0,4.57,1.53,2.9,1.13,0.6,0,0,89.4,carb_low;fat_low
miso_20916,20916,Miso,Miso,,miscellaneous,miscellaneous ingredients,,163,163,0,10.7,18.1,5.31,6.2,5.4,8.35,0,48,protein_high;carb_high;fat_moderate
syrup-for-canned-fruits-in-syrup_20918,20918,Syrup for canned fruits in syrup,Syrup for canned fruits in syrup,canned,miscellaneous,miscellaneous ingredients,,77.5,77.5,0,0.3,18.4,0.3,14.9,0.3,0.019,0,80.6,protein_low;carb_high;fat_low
light-syrup-for-canned-fruits-in-syrup_20919,20919,Light syrup for canned fruits in syrup,Light syrup for canned fruits in syrup,canned,miscellaneous,miscellaneous ingredients,,64.1,64.1,0,0.34,15,0.3,13.6,0.3,0.011,0,84.3,protein_low;carb_high;fat_low
