food_id,canonical_name,display_name,food_family_name,entity_level,food_group,food_subgroup,energy_kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,food_subgroup_detail,processing_state,preservation_state,fibre_g_100g,sugars_g_100g,salt_g_100g,water_g_100g,alcohol_g_100g,helper_macro_profile,helper_use_as_protein,helper_use_as_carb_side,helper_use_as_veg_side,helper_is_sweet,helper_is_salty,helper_is_drink,helper_is_vegetarian,helper_is_vegan,helper_protein_bucket,helper_carb_bucket,helper_veg_bucket,primary_source_uid,primary_source_name,primary_source_ciqual_code,primary_source_name_tags,qc_macro_complete,qc_taxonomy_complete,qc_canonicalization_status,qc_scope_status,qc_source_merge_count,qc_notes
food_abalone_or_ormer_or_sea_ear_raw,abalone_or_ormer_or_sea_ear_raw,"Abalone or ormer or sea ear, raw",Abalone or ormer or sea ear,atomic,"meat, egg and fish","seafood, raw",99.6,14.4,8.69,0.83,,raw,,0.0,0.0,0.47,74.6,0.0,protein_high;carb_moderate;fat_low,True,False,False,False,False,,,,fish_white,,,abalone-or-ormer-or-sea-ear-raw_10041,"Abalone or ormer or sea ear, raw",10041,,True,True,normalized_from_source_name,accepted_core,1,
food_alaska_pollock_smoked,alaska_pollock_smoked,"Alaska pollock, smoked",Alaska pollock,semi_atomic,"meat, egg and fish","fish, cooked",81.3,18.3,0.0,0.9,,smoked,,0.0,0.0,,,0.0,protein_high;carb_low;fat_low,True,False,False,False,False,,,,fish_white,,,alaska-pollock-smoked_26152,"Alaska pollock, smoked",26152,,True,True,normalized_from_source_name,accepted_core,1,
food_albacore_in_olive_oil_canned_drained,albacore_in_olive_oil_canned_drained,"Albacore, in olive oil, canned, drained","Albacore, in olive oil",semi_atomic,"meat, egg and fish",fish products,192.0,31.3,1.01,6.95,,,canned;drained,0.0,0.0,0.67,59.3,0.0,protein_high;carb_low;fat_moderate,True,False,False,False,False,,,,fish_white,,,albacore-in-olive-oil-canned-drained_26179,"Albacore, in olive oil, canned, drained",26179,canned,True,True,normalized_from_source_name,accepted_core,1,
food_albacore_steamed_under_pressure,albacore_steamed_under_pressure,"Albacore, steamed under pressure","Albacore, steamed under pressure",semi_atomic,"meat, egg and fish",fish products,165.0,30.0,0.0,5.06,,cooked,,0.0,,0.1,64.0,0.0,protein_high;carb_low;fat_moderate,True,False,False,False,False,,,,fish_white,,,albacore-steamed-under-pressure_26077,"Albacore, steamed under pressure",26077,,True,True,normalized_from_source_name,accepted_core,1,
food_alfalfa_seeds_raw,alfalfa_seeds_raw,"Alfalfa seeds, raw",Alfalfa seeds,atomic,"fruits, vegetables, legumes and nuts",nuts and seeds,389.4,29.7,39.3,12.6,,raw,,7.9,,,7.4,0.0,protein_high;carb_high;fat_high,True,False,True,False,False,,,,veggie,,,alfalfa-seeds-raw_15032,"Alfalfa seeds, raw",15032,,True,True,normalized_from_source_name,accepted_core,1,
food_alfalfa_seeds_sprouted_raw,alfalfa_seeds_sprouted_raw,"Alfalfa seeds, sprouted, raw","Alfalfa seeds, sprouted",atomic,"fruits, vegetables, legumes and nuts",nuts and seeds,23.1,3.28,0.91,0.7,,raw,,1.9,0.2,0.015,92.8,0.0,carb_low;fat_low,True,False,True,False,False,,,,,,,alfalfa-seeds-sprouted-raw_15029,"Alfalfa seeds, sprouted, raw",15029,,True,True,normalized_from_source_name,accepted_core,1,
food_almond_grilled_salted,almond_grilled_salted,"Almond, grilled, salted",Almond,semi_atomic,"fruits, vegetables, legumes and nuts",nuts and seeds,604.4,21.1,8.72,53.9,,grilled,,10.9,4.86,1.25,2.41,0.0,protein_high;carb_moderate;fat_high,True,False,True,False,False,,,,veggie,,,almond-grilled-salted_15042,"Almond, grilled, salted",15042,,True,True,normalized_from_source_name,accepted_core,1,
food_almond_oil,almond_oil,Almond oil,Almond oil,semi_atomic,fats and oils,vegetable oils,900.0,0.0,0.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,protein_low;carb_low;fat_high,False,False,False,False,False,,,,,,,almond-oil_17030,Almond oil,17030,,True,True,normalized_from_source_name,accepted_core,1,
food_almond_paste_or_marzipan_prepacked,almond_paste_or_marzipan_prepacked,"Almond paste or marzipan, prepacked",Almond paste or marzipan,atomic,"fruits, vegetables, legumes and nuts",nuts and seeds,432.0,5.8,70.3,13.5,,,,2.8,60.1,0.018,6.6,0.0,protein_moderate;carb_high;fat_high,True,False,True,True,False,,,,veggie,,,almond-paste-or-marzipan-prepacked_15201,"Almond paste or marzipan, prepacked",15201,prepacked,True,True,normalized_from_source_name,accepted_core,1,
food_almond_peeled_unpeeled_or_blanched,almond_peeled_unpeeled_or_blanched,"Almond, peeled, unpeeled or blanched","Almond, peeled, unpeeled or blanched",atomic,"fruits, vegetables, legumes and nuts",nuts and seeds,593.1,21.4,8.76,52.5,,,,9.9,4.63,0.048,4.51,0.0,protein_high;carb_moderate;fat_high,True,False,True,False,False,,,,veggie,,,almond-peeled-unpeeled-or-blanched_15041,"Almond, peeled, unpeeled or blanched",15041,,True,True,normalized_from_source_name,accepted_core,1,
food_almond_with_peel,almond_with_peel,"Almond, with peel",Almond,atomic,"fruits, vegetables, legumes and nuts",nuts and seeds,574.9,18.8,9.51,51.3,,,,12.5,4.2,0.0,4.8,0.0,protein_high;carb_moderate;fat_high,True,False,True,False,False,,,,veggie,,,almond-with-peel_15000,"Almond, (with peel)",15000,with_peel,True,True,normalized_from_source_name,accepted_core,1,
food_amaranth_raw,amaranth_raw,"Amaranth, raw",Amaranth,atomic,cereal products,"pasta, rice and grains",369.0,13.5,58.6,7.02,"pasta, rice and grains, raw",raw,,6.7,1.68,0.01,11.3,0.0,protein_high;carb_high;fat_moderate,False,True,False,False,False,,,,,,,amaranth-raw_9345,"Amaranth, raw",9345,,True,True,normalized_from_source_name,accepted_core,1,
food_american_or_canadian_sea_scallop_without_coral_raw,american_or_canadian_sea_scallop_without_coral_raw,"American or Canadian sea scallop, without coral, raw",American or canadian sea scallop,atomic,"meat, egg and fish","seafood, raw",81.3,17.3,1.78,0.54,,raw,,0.0,,,78.7,0.0,protein_high;carb_low;fat_low,True,False,False,False,False,,,,fish_white,,,american-or-canadian-sea-scallop-without-coral-raw_10048,"American or Canadian sea scallop, without coral, raw",10048,without_coral,True,True,normalized_from_source_name,accepted_core,1,
food_anchovy_fillets_in_oil_semi_preserved_drained,anchovy_fillets_in_oil_semi_preserved_drained,"Anchovy, fillets, in oil, semi-preserved, drained","Anchovy, fillets, in oil, semi-preserved",semi_atomic,"meat, egg and fish",fish products,182.0,26.4,0.0,8.45,,,drained,0.05,0.0,11.3,55.1,0.0,protein_high;carb_low;fat_moderate,True,False,False,False,True,,,,fish_white,,,anchovy-fillets-in-oil-semi-preserved-drained_26000,"Anchovy, fillets, in oil, semi-preserved, drained",26000,,True,True,normalized_from_source_name,accepted_core,1,
food_anchovy_fillets_rolled_with_capers_semi_preserved_drained,anchovy_fillets_rolled_with_capers_semi_preserved_drained,"Anchovy, fillets, rolled with capers, semi-preserved, drained","Anchovy, fillets, rolled with capers, semi-preserved",semi_atomic,"meat, egg and fish",fish products,198.0,24.8,1.48,10.3,,,drained,0.8,,,,0.0,protein_high;carb_low;fat_high,True,False,False,False,False,,,,fish_white,,,anchovy-fillets-rolled-with-capers-semi-preserved-drained_25999,"Anchovy, fillets, rolled with capers, semi-preserved, drained",25999,with_capers,True,True,normalized_from_source_name,accepted_core,1,
food_anchovy_in_salt_semi_preserved,anchovy_in_salt_semi_preserved,"Anchovy, in salt, semi-preserved","Anchovy, in salt",semi_atomic,"meat, egg and fish",fish products,128.0,25.0,0.0,3.1,,,,0.0,0.0,9.01,,0.0,protein_high;carb_low,True,False,False,False,True,,,,fish_white,,,anchovy-in-salt-semi-preserved_26177,"Anchovy, in salt (semi-preserved)",26177,semi_preserved,True,True,normalized_from_source_name,accepted_core,1,
food_apple_canada_pulp_raw,apple_canada_pulp_raw,"Apple, Canada, pulp, raw","Apple, canada, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,48.9,0.4,11.6,0.1,fresh fruits,raw,,1.6,11.0,0.009,84.4,0.0,protein_low;carb_moderate;fat_low,True,False,True,False,False,,,,veggie,,,apple-canada-pulp-raw_13085,"Apple, Canada, pulp, raw",13085,,True,True,normalized_from_source_name,accepted_core,1,
food_apple_compote,apple_compote,Apple compote,Apple compote,atomic,"fruits, vegetables, legumes and nuts",fruits,102.0,0.23,24.4,0.21,puréed fruits,,,1.53,20.7,,72.9,0.0,protein_low;carb_high;fat_low,True,False,True,True,False,,,,veggie,,,apple-compote_13038,Apple compote,13038,,True,True,normalized_from_source_name,accepted_core,1,
food_apple_compote_reduced_sugar,apple_compote_reduced_sugar,"Apple compote, reduced sugar",Apple compote,semi_atomic,"fruits, vegetables, legumes and nuts",fruits,65.1,0.3,15.1,0.08,puréed fruits,,,1.3,14.3,0.0,82.9,0.0,protein_low;carb_high;fat_low,True,False,True,True,False,,,,veggie,,,apple-compote-reduced-sugar_13151,"Apple compote, reduced sugar",13151,,True,True,normalized_from_source_name,accepted_core,1,
food_apple_dried,apple_dried,"Apple, dried",Apple,semi_atomic,"fruits, vegetables, legumes and nuts",fruits,234.7,0.78,57.2,0.31,dried fruits,,dried,8.7,54.6,0.22,31.8,0.0,protein_low;carb_high;fat_low,True,False,True,True,False,,,,veggie,,,apple-dried_13111,"Apple, dried",13111,,True,True,normalized_from_source_name,accepted_core,1,
food_apple_pulp_and_peel_raw,apple_pulp_and_peel_raw,"Apple, pulp and peel, raw","Apple, pulp and peel",atomic,"fruits, vegetables, legumes and nuts",fruits,49.6,0.25,11.6,0.25,fresh fruits,raw,,1.4,9.35,0.004,85.4,0.0,protein_low;carb_moderate;fat_low,True,False,True,False,False,,,,veggie,,,apple-pulp-and-peel-raw_13039,"Apple, pulp and peel, raw",13039,,True,True,normalized_from_source_name,accepted_core,1,
food_apple_pulp_raw,apple_pulp_raw,"Apple, pulp, raw","Apple, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,45.0,0.27,10.7,0.13,fresh fruits,raw,,1.3,10.1,0.0,86.7,0.0,protein_low;carb_moderate;fat_low,True,False,True,False,False,,,,veggie,,,apple-pulp-raw_13050,"Apple, pulp, raw",13050,,True,True,normalized_from_source_name,accepted_core,1,
food_apple_pulp_roasted_baked,apple_pulp_roasted_baked,"Apple, pulp, roasted/baked","Apple, pulp",semi_atomic,"fruits, vegetables, legumes and nuts",fruits,87.9,0.3,21.0,0.3,puréed fruits,baked;roasted,,3.0,17.5,0.0,75.6,0.0,protein_low;carb_high;fat_low,True,False,True,True,False,,,,veggie,,,apple-pulp-roasted-baked_13175,"Apple, pulp, roasted/baked",13175,,True,True,normalized_from_source_name,accepted_core,1,
food_apple_var_chanteclerc_pulp_raw,apple_var_chanteclerc_pulp_raw,"Apple, var. Chanteclerc, pulp, raw","Apple, var. chanteclerc, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,51.8,0.3,11.2,0.3,fresh fruits,raw,,1.9,10.8,0.0,86.4,0.0,protein_low;carb_moderate;fat_low,True,False,True,False,False,,,,veggie,,,apple-var-chanteclerc-pulp-raw_13190,"Apple, var. Chanteclerc, pulp, raw",13190,,True,True,normalized_from_source_name,accepted_core,1,
food_apple_var_gala_pulp_raw,apple_var_gala_pulp_raw,"Apple, var. Gala, pulp, raw","Apple, var. gala, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,54.5,0.3,11.9,0.3,fresh fruits,raw,,1.9,11.1,0.0,85.5,0.0,protein_low;carb_moderate;fat_low,True,False,True,False,False,,,,veggie,,,apple-var-gala-pulp-raw_13191,"Apple, var. Gala, pulp, raw",13191,,True,True,normalized_from_source_name,accepted_core,1,
food_apple_var_golden_pulp_and_skin_raw,apple_var_golden_pulp_and_skin_raw,"Apple, var. Golden, pulp and skin, raw","Apple, var. golden, pulp and skin",atomic,"fruits, vegetables, legumes and nuts",fruits,57.1,0.3,12.8,0.3,fresh fruits,raw,,1.4,11.5,0.0,85.1,0.0,protein_low;carb_moderate;fat_low,True,False,True,False,False,,,,veggie,,,apple-var-golden-pulp-and-skin-raw_13620,"Apple, var. Golden, pulp and skin, raw",13620,,True,True,normalized_from_source_name,accepted_core,1,
food_apple_var_golden_pulp_raw,apple_var_golden_pulp_raw,"Apple, var. Golden, pulp, raw","Apple, var. golden, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,54.9,0.3,11.7,0.3,fresh fruits,raw,,2.5,11.3,0.0,85.5,0.0,protein_low;carb_moderate;fat_low,True,False,True,False,False,,,,veggie,,,apple-var-golden-pulp-raw_13086,"Apple, var. Golden, pulp, raw",13086,,True,True,normalized_from_source_name,accepted_core,1,
food_apple_var_granny_smith_pulp_and_skin_raw,apple_var_granny_smith_pulp_and_skin_raw,"Apple, var. Granny Smith, pulp and skin, raw","Apple, var. granny smith, pulp and skin",atomic,"fruits, vegetables, legumes and nuts",fruits,51.5,0.3,10.7,0.3,fresh fruits,raw,,2.8,10.1,0.0,85.8,0.0,protein_low;carb_moderate;fat_low,True,False,True,False,False,,,,veggie,,,apple-var-granny-smith-pulp-and-skin-raw_13122,"Apple, var. Granny Smith, pulp and skin, raw",13122,,True,True,normalized_from_source_name,accepted_core,1,
food_apple_var_granny_smith_pulp_raw,apple_var_granny_smith_pulp_raw,"Apple, var. Granny Smith, pulp, raw","Apple, var. granny smith, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,53.9,0.3,11.4,0.3,fresh fruits,raw,,2.6,10.6,0.0,85.3,0.0,protein_low;carb_moderate;fat_low,True,False,True,False,False,,,,veggie,,,apple-var-granny-smith-pulp-raw_13121,"Apple, var. Granny Smith, pulp, raw",13121,,True,True,normalized_from_source_name,accepted_core,1,
food_apple_var_pink_lady_pulp_raw,apple_var_pink_lady_pulp_raw,"Apple, var. Pink lady, pulp, raw","Apple, var. pink lady, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,60.1,0.3,12.8,0.3,fresh fruits,raw,,2.9,12.3,0.0,83.6,0.0,protein_low;carb_moderate;fat_low,True,False,True,True,False,,,,veggie,,,apple-var-pink-lady-pulp-raw_13192,"Apple, var. Pink lady, pulp, raw",13192,,True,True,normalized_from_source_name,accepted_core,1,
food_apples_raw_without_skin_cooked_boiled_cooked_in_water,apples_raw_without_skin_cooked_boiled_cooked_in_water,"Apples, raw, without skin, cooked, boiled/cooked in water",Apples,semi_atomic,"fruits, vegetables, legumes and nuts",fruits,49.1,0.26,11.2,0.36,puréed fruits,raw;cooked,,2.4,11.0,0.002,85.5,0.0,protein_low;carb_moderate;fat_low,True,False,True,False,False,,,,veggie,,,apples-raw-without-skin-cooked-boiled-cooked-in-water_13176,"Apples, raw, without skin, cooked, boiled/cooked in water",13176,without_skin,True,True,normalized_from_source_name,accepted_core,1,
food_apricot_canned_in_light_syrup_drained,apricot_canned_in_light_syrup_drained,"Apricot, canned in light syrup, drained",Apricot,semi_atomic,"fruits, vegetables, legumes and nuts",fruits,61.3,0.94,13.7,0.3,canned fruits,,canned;drained,1.4,13.3,0.024,83.0,0.0,protein_low;carb_moderate;fat_low,True,False,True,True,False,,,,veggie,,,apricot-canned-in-light-syrup-drained_13712,"Apricot, canned in light syrup, drained",13712,canned,True,True,normalized_from_source_name,accepted_core,1,
food_apricot_canned_in_light_syrup_not_drained,apricot_canned_in_light_syrup_not_drained,"Apricot, canned in light syrup, not drained",Apricot,semi_atomic,"fruits, vegetables, legumes and nuts",fruits,59.6,0.81,14.0,0.043,canned fruits,,canned;drained,0.83,14.0,0.025,83.5,0.0,protein_low;carb_moderate;fat_low,True,False,True,True,False,,,,veggie,,,apricot-canned-in-light-syrup-not-drained_13713,"Apricot, canned in light syrup, not drained",13713,canned,True,True,normalized_from_source_name,accepted_core,1,
food_apricot_canned_in_syrup_sugar_content_unknown_drained,apricot_canned_in_syrup_sugar_content_unknown_drained,"Apricot, canned in syrup, sugar content unknown, drained",Apricot,semi_atomic,"fruits, vegetables, legumes and nuts",fruits,69.0,0.5,16.2,0.25,canned fruits,,canned;drained,1.4,15.3,0.03,81.0,0.0,protein_low;carb_high;fat_low,True,False,True,True,False,,,,veggie,,,apricot-canned-in-syrup-sugar-content-unknown-drained_13704,"Apricot, canned in syrup (sugar content unknown), drained",13704,sugar_content_unknown;canned,True,True,normalized_from_source_name,accepted_core,1,
food_apricot_in_syrup_canned_drained,apricot_in_syrup_canned_drained,"Apricot, in syrup, canned, drained","Apricot, in syrup",semi_atomic,"fruits, vegetables, legumes and nuts",fruits,69.5,0.5,16.2,0.3,canned fruits,,canned;drained,1.4,15.3,0.03,81.0,0.0,protein_low;carb_high;fat_low,True,False,True,True,False,,,,veggie,,,apricot-in-syrup-canned-drained_13714,"Apricot, in syrup, canned, drained",13714,canned,True,True,normalized_from_source_name,accepted_core,1,
food_apricot_in_syrup_canned_not_drained,apricot_in_syrup_canned_not_drained,"Apricot, in syrup, canned, not drained","Apricot, in syrup",semi_atomic,"fruits, vegetables, legumes and nuts",fruits,70.3,0.29,16.6,0.3,canned fruits,,canned;drained,0.81,15.1,0.03,81.4,0.0,protein_low;carb_high;fat_low,True,False,True,True,False,,,,veggie,,,apricot-in-syrup-canned-not-drained_13715,"Apricot, in syrup, canned, not drained",13715,canned,True,True,normalized_from_source_name,accepted_core,1,
food_apricot_kernel_oil,apricot_kernel_oil,Apricot kernel oil,Apricot kernel oil,semi_atomic,fats and oils,vegetable oils,900.0,0.0,0.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,protein_low;carb_low;fat_high,False,False,False,False,False,,,,,,,apricot-kernel-oil_17020,Apricot kernel oil,17020,,True,True,normalized_from_source_name,accepted_core,1,
food_apricot_pitted_dried,apricot_pitted_dried,"Apricot, pitted, dried","Apricot, pitted",semi_atomic,"fruits, vegetables, legumes and nuts",fruits,239.0,2.88,59.1,0.5,dried fruits,,dried,8.3,34.3,0.0,24.7,0.0,protein_low;carb_high;fat_low,True,False,True,True,False,,,,veggie,,,apricot-pitted-dried_13001,"Apricot, pitted, dried",13001,,True,True,normalized_from_source_name,accepted_core,1,
food_apricot_pitted_dried_rehydrated_to_35_45_water,apricot_pitted_dried_rehydrated_to_35_45_water,"Apricot, pitted, dried, rehydrated to 35-45% water","Apricot, pitted, dried, rehydrated to 35-45 water",semi_atomic,"fruits, vegetables, legumes and nuts",fruits,200.0,2.31,51.1,0.4,dried fruits,,dried,3.5,29.9,0.0,39.3,0.0,protein_low;carb_high;fat_low,True,False,True,True,False,,,,veggie,,,apricot-pitted-dried-rehydrated-to-35-45-water_13623,"Apricot, pitted, dried, rehydrated to 35-45% water",13623,,True,True,normalized_from_source_name,accepted_core,1,
food_apricot_pitted_raw,apricot_pitted_raw,"Apricot, pitted, raw","Apricot, pitted",atomic,"fruits, vegetables, legumes and nuts",fruits,45.9,0.81,9.01,0.3,fresh fruits,raw,,1.7,6.7,0.0,87.1,0.0,protein_low;carb_moderate;fat_low,True,False,True,False,False,,,,veggie,,,apricot-pitted-raw_13000,"Apricot, pitted, raw",13000,,True,True,normalized_from_source_name,accepted_core,1,
food_argan_oil,argan_oil,Argan oil,Argan oil,semi_atomic,fats and oils,vegetable oils,889.0,0.0,0.0,98.7,,,,0.0,0.0,,,0.0,protein_low;carb_low;fat_high,False,False,False,False,False,,,,,,,argan-oil_17900,Argan oil,17900,,True,True,normalized_from_source_name,accepted_core,1,
food_aromatic_stock_cube_for_fish_dehydrated,aromatic_stock_cube_for_fish_dehydrated,"Aromatic stock cube, for fish, dehydrated","Aromatic stock cube, for fish",semi_atomic,miscellaneous,cooking aids,260.0,5.0,7.0,23.0,,,dried,2.5,4.5,47.5,,0.0,protein_moderate;carb_moderate;fat_high,True,False,False,False,True,,,,,,,aromatic-stock-cube-for-fish-dehydrated_11172,"Aromatic stock cube, for fish, dehydrated",11172,,True,True,normalized_from_source_name,accepted_core,1,
food_artichoke_base_canned_drained,artichoke_base_canned_drained,"Artichoke base, canned, drained",Artichoke base,semi_atomic,"fruits, vegetables, legumes and nuts",vegetables,25.2,1.2,3.02,0.3,"vegetables, cooked",,canned;drained,2.6,0.8,0.73,91.3,0.0,protein_low;carb_low;fat_low,True,False,True,False,False,,,,veggie,,,artichoke-base-canned-drained_20156,"Artichoke base, canned, drained",20156,canned,True,True,normalized_from_source_name,accepted_core,1,
food_artichoke_base_frozen_raw,artichoke_base_frozen_raw,"Artichoke base, frozen, raw",Artichoke base,atomic,"fruits, vegetables, legumes and nuts",vegetables,44.6,2.08,8.09,0.43,"vegetables, raw",raw,frozen,7.54,1.89,0.18,84.7,0.0,protein_low;carb_moderate;fat_low,True,False,True,False,False,,,,veggie,,,artichoke-base-frozen-raw_20232,"Artichoke base, frozen, raw",20232,frozen,True,True,normalized_from_source_name,accepted_core,1,
food_artichoke_canned_drained,artichoke_canned_drained,"Artichoke, canned, drained",Artichoke,semi_atomic,"fruits, vegetables, legumes and nuts",vegetables,33.8,1.5,6.5,0.2,"vegetables, cooked",,canned;drained,3.0,1.5,0.8,89.9,0.0,protein_low;carb_moderate;fat_low,True,False,True,False,False,,,,veggie,,,artichoke-canned-drained_20067,"Artichoke, canned, drained",20067,canned,True,True,normalized_from_source_name,accepted_core,1,
food_artichoke_globe_cooked,artichoke_globe_cooked,"Artichoke, globe, cooked","Artichoke, globe",semi_atomic,"fruits, vegetables, legumes and nuts",vegetables,16.6,2.53,0.99,0.28,"vegetables, cooked",cooked,,8.3,0.99,0.15,85.8,0.0,protein_low;carb_low;fat_low,True,False,True,False,False,,,,veggie,,,artichoke-globe-cooked_20000,"Artichoke, globe, cooked",20000,,True,True,normalized_from_source_name,accepted_core,1,
food_artichoke_globe_raw,artichoke_globe_raw,"Artichoke, globe, raw","Artichoke, globe",atomic,"fruits, vegetables, legumes and nuts",vegetables,34.1,3.2,4.92,0.18,"vegetables, raw",raw,,5.4,0.99,0.15,84.9,0.0,carb_low;fat_low,True,False,True,False,False,,,,veggie,,,artichoke-globe-raw_20052,"Artichoke, globe, raw",20052,,True,True,normalized_from_source_name,accepted_core,1,
food_artichoke_heart_canned_drained,artichoke_heart_canned_drained,"Artichoke, heart, canned, drained","Artichoke, heart",semi_atomic,"fruits, vegetables, legumes and nuts",vegetables,26.0,1.8,2.31,0.3,"vegetables, cooked",,canned;drained,3.2,1.2,0.78,90.5,0.0,protein_low;carb_low;fat_low,True,False,True,False,False,,,,veggie,,,artichoke-heart-canned-drained_20155,"Artichoke, heart, canned, drained",20155,canned,True,True,normalized_from_source_name,accepted_core,1,
food_artichoke_steamed,artichoke_steamed,"Artichoke, steamed",Artichoke,atomic,"fruits, vegetables, legumes and nuts",vegetables,47.3,2.63,3.24,0.1,"vegetables, cooked",cooked,,10.9,1.9,0.068,81.4,0.0,protein_low;carb_low;fat_low,True,False,True,False,False,,,,veggie,,,artichoke-steamed_20074,"Artichoke, steamed",20074,,True,True,normalized_from_source_name,accepted_core,1,
food_asian_noodles_flavoured_cooked,asian_noodles_flavoured_cooked,"Asian noodles, flavoured, cooked",Asian noodles,semi_atomic,cereal products,"pasta, rice and grains",147.0,4.78,18.8,4.3,"pasta, rice and grains, cooked",cooked,,6.3,2.0,1.2,67.5,0.0,carb_high,True,True,False,False,False,,,,,pasta_noodles,,asian-noodles-flavoured-cooked_9085,"Asian noodles, flavoured, cooked",9085,,True,True,normalized_from_source_name,accepted_core,1,
food_asian_noodles_flavoured_dehydrated,asian_noodles_flavoured_dehydrated,"Asian noodles, flavoured, dehydrated",Asian noodles,semi_atomic,cereal products,"pasta, rice and grains",371.0,11.9,71.0,3.0,"pasta, rice and grains, raw",,dried,4.0,0.5,0.99,,0.0,protein_high;carb_high,True,True,False,False,False,,,,,pasta_noodles,,asian-noodles-flavoured-dehydrated_9863,"Asian noodles, flavoured, dehydrated",9863,,True,True,normalized_from_source_name,accepted_core,1,
food_asian_noodles_plain_cooked_unsalted,asian_noodles_plain_cooked_unsalted,"Asian noodles, plain, cooked, unsalted",Asian noodles,semi_atomic,cereal products,"pasta, rice and grains",165.0,3.5,21.4,6.9,"pasta, rice and grains, cooked",cooked,,1.0,,0.23,66.9,0.0,carb_high;fat_moderate,False,True,False,False,False,,True,True,,pasta_noodles,,asian-noodles-plain-cooked-unsalted_9086,"Asian noodles, plain, cooked, unsalted",9086,,True,True,normalized_from_source_name,accepted_core,1,
food_asparagus_boiled_cooked_in_water,asparagus_boiled_cooked_in_water,"Asparagus, boiled/cooked in water",Asparagus,semi_atomic,"fruits, vegetables, legumes and nuts",vegetables,16.8,2.68,0.81,0.32,"vegetables, cooked",cooked,,1.8,0.81,0.021,93.4,0.0,protein_low;carb_low;fat_low,True,False,True,False,False,,,,veggie,,cooked_veg,asparagus-boiled-cooked-in-water_20001,"Asparagus, boiled/cooked in water",20001,,True,True,normalized_from_source_name,accepted_core,1,
food_asparagus_canned_drained,asparagus_canned_drained,"Asparagus, canned, drained",Asparagus,semi_atomic,"fruits, vegetables, legumes and nuts",vegetables,14.5,1.58,1.43,0.27,"vegetables, cooked",,canned;drained,1.5,1.23,0.73,94.2,0.0,protein_low;carb_low;fat_low,True,False,True,False,False,,,,veggie,,cooked_veg,asparagus-canned-drained_20076,"Asparagus, canned, drained",20076,canned,True,True,normalized_from_source_name,accepted_core,1,
food_asparagus_green_boiled_cooked_in_water,asparagus_green_boiled_cooked_in_water,"Asparagus, green, boiled/cooked in water","Asparagus, green",semi_atomic,"fruits, vegetables, legumes and nuts",vegetables,26.6,2.69,1.73,0.3,"vegetables, cooked",cooked,,2.2,1.3,0.0,92.7,0.0,protein_low;carb_low;fat_low,True,False,True,False,False,,,,veggie,,cooked_veg,asparagus-green-boiled-cooked-in-water_20299,"Asparagus, green, boiled/cooked in water",20299,,True,True,normalized_from_source_name,accepted_core,1,
food_asparagus_green_raw,asparagus_green_raw,"Asparagus, green, raw","Asparagus, green",atomic,"fruits, vegetables, legumes and nuts",vegetables,20.4,2.46,2.03,0.27,"vegetables, raw",raw,,2.15,1.5,0.014,92.5,0.0,protein_low;carb_low;fat_low,True,False,True,False,False,,,,veggie,,cooked_veg,asparagus-green-raw_20279,"Asparagus, green, raw",20279,,True,True,normalized_from_source_name,accepted_core,1,
food_asparagus_peeled_raw,asparagus_peeled_raw,"Asparagus, peeled, raw","Asparagus, peeled",atomic,"fruits, vegetables, legumes and nuts",vegetables,19.6,2.04,2.4,0.21,"vegetables, raw",raw,,1.95,1.88,0.011,93.3,0.0,protein_low;carb_low;fat_low,True,False,True,False,False,,,,veggie,,cooked_veg,asparagus-peeled-raw_20073,"Asparagus, peeled, raw",20073,,True,True,normalized_from_source_name,accepted_core,1,
food_asparagus_white_boiled_cooked_in_water,asparagus_white_boiled_cooked_in_water,"Asparagus, white, boiled/cooked in water","Asparagus, white",semi_atomic,"fruits, vegetables, legumes and nuts",vegetables,18.6,1.44,1.63,0.3,"vegetables, cooked",cooked,,1.3,1.2,0.013,94.9,0.0,protein_low;carb_low;fat_low,True,False,True,False,False,,,,veggie,,cooked_veg,asparagus-white-boiled-cooked-in-water_20277,"Asparagus, white, boiled/cooked in water",20277,,True,True,normalized_from_source_name,accepted_core,1,
food_asparagus_white_or_purple_peeled_raw,asparagus_white_or_purple_peeled_raw,"Asparagus, white or purple, peeled, raw","Asparagus, white or purple, peeled",atomic,"fruits, vegetables, legumes and nuts",vegetables,22.7,2.5,2.5,0.3,"vegetables, raw",raw,,1.8,,0.019,92.4,0.0,protein_low;carb_low;fat_low,True,False,True,False,False,,,,veggie,,cooked_veg,asparagus-white-or-purple-peeled-raw_20282,"Asparagus, white or purple, peeled, raw",20282,,True,True,normalized_from_source_name,accepted_core,1,
