food_id,canonical_name,display_name,food_family_name,entity_level,food_group,food_subgroup,energy_kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,food_subgroup_detail,processing_state,preservation_state,fibre_g_100g,sugars_g_100g,salt_g_100g,water_g_100g,alcohol_g_100g,helper_macro_profile,helper_use_as_protein,helper_use_as_carb_side,helper_use_as_veg_side,helper_is_sweet,helper_is_salty,helper_is_drink,helper_is_vegetarian,helper_is_vegan,helper_protein_bucket,helper_carb_bucket,helper_veg_bucket,primary_source_uid,primary_source_name,primary_source_ciqual_code,primary_source_name_tags,qc_macro_complete,qc_taxonomy_complete,qc_canonicalization_status,qc_scope_status,qc_source_merge_count,qc_notes
food_haricot_bean_canned_drained,haricot_bean_canned_drained,"Haricot bean, canned, drained",Haricot bean,semi_atomic,"fruits, vegetables, legumes and nuts",legumes,73.5,6.57,10.9,0.4,"legumes, cooked",,canned;drained,7.0,0.52,0.69,70.1,0.0,protein_moderate;carb_moderate;fat_low,True,False,True,False,False,,,,veggie,,,haricot-bean-canned-drained_20511,"Haricot bean, canned, drained",20511,canned,True,True,normalized_from_source_name,accepted_core,1,
food_haricot_bean_dry,haricot_bean_dry,"Haricot bean, dry","Haricot bean, dry",atomic,"fruits, vegetables, legumes and nuts",legumes,268.0,19.1,43.9,1.78,"legumes, dried",,,16.8,1.92,0.028,10.6,0.0,protein_high;carb_high;fat_low,True,False,True,False,False,,,,veggie,,,haricot-bean-dry_20501,"Haricot bean, dry",20501,,True,True,normalized_from_source_name,accepted_core,1,
food_harissa_hot_spicy_sauce_prepacked,harissa_hot_spicy_sauce_prepacked,"Harissa, hot spicy sauce, prepacked",Harissa,semi_atomic,miscellaneous,sauces,66.2,2.72,7.3,2.9,condiment sauces,,,5.1,,2.81,77.9,0.0,protein_low;carb_moderate;fat_low,False,False,False,False,True,,,,,,,harissa-hot-spicy-sauce-prepacked_11112,"Harissa (hot spicy sauce), prepacked",11112,hot_spicy_sauce;prepacked,True,True,normalized_from_source_name,accepted_core,1,
food_hazelnut,hazelnut,Hazelnut,Hazelnut,atomic,"fruits, vegetables, legumes and nuts",nuts and seeds,598.3,14.4,7.16,56.9,,,,11.6,4.9,0.0,7.3,0.0,protein_high;carb_moderate;fat_high,True,False,True,False,False,,,,veggie,,,hazelnut_15004,Hazelnut,15004,,True,True,normalized_from_source_name,accepted_core,1,
food_hazelnut_grilled,hazelnut_grilled,"Hazelnut, grilled",Hazelnut,semi_atomic,"fruits, vegetables, legumes and nuts",nuts and seeds,672.4,14.4,5.21,66.0,,grilled,,9.4,4.26,,2.52,0.0,protein_high;carb_moderate;fat_high,True,False,True,False,False,,,,veggie,,,hazelnut-grilled_15033,"Hazelnut, grilled",15033,,True,True,normalized_from_source_name,accepted_core,1,
food_hazelnut_grilled_salted,hazelnut_grilled_salted,"Hazelnut, grilled, salted",Hazelnut,semi_atomic,"fruits, vegetables, legumes and nuts",nuts and seeds,635.1,13.4,7.67,61.2,,grilled,,9.43,2.91,0.83,,0.0,protein_high;carb_moderate;fat_high,True,False,True,False,False,,,,veggie,,,hazelnut-grilled-salted_15050,"Hazelnut, grilled, salted",15050,,True,True,normalized_from_source_name,accepted_core,1,
food_hazelnut_oil,hazelnut_oil,Hazelnut oil,Hazelnut oil,semi_atomic,fats and oils,vegetable oils,900.0,0.0,0.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,protein_low;carb_low;fat_high,False,False,False,False,False,,,,,,,hazelnut-oil_17210,Hazelnut oil,17210,,True,True,normalized_from_source_name,accepted_core,1,
food_head_cheese_pate_or_brawn,head_cheese_pate_or_brawn,Head-cheese pâté or brawn,Head-cheese pate or brawn,semi_atomic,"meat, egg and fish",delicatessen meat and similar,173.0,14.1,0.2,12.9,other delicatessen,,,0.0,0.0,1.91,67.7,0.0,protein_high;carb_low;fat_high,True,False,False,False,True,,,,fish_white,,,head-cheese-pate-or-brawn_8400,Head-cheese pâté or brawn,8400,,True,True,normalized_from_source_name,accepted_core,1,
food_heart_beef_cooked,heart_beef_cooked,"Heart, beef, cooked","Heart, beef",semi_atomic,"meat, egg and fish",cooked meat,133.0,23.0,0.15,4.5,offals,cooked,,0.0,0.0,0.15,,0.0,protein_high;carb_low,True,False,False,False,False,,,,lean_red,,,heart-beef-cooked_40053,"Heart, beef, cooked",40053,,True,True,normalized_from_source_name,accepted_core,1,
food_heart_beef_raw,heart_beef_raw,"Heart, beef, raw","Heart, beef",atomic,"meat, egg and fish",raw meat,103.0,18.5,0.7,2.95,offals,raw,,0.0,0.0,0.2,79.0,0.0,protein_high;carb_low;fat_low,True,False,False,False,False,,,,lean_red,,,heart-beef-raw_40052,"Heart, beef, raw",40052,,True,True,normalized_from_source_name,accepted_core,1,
food_heart_chicken_cooked,heart_chicken_cooked,"Heart, chicken, cooked","Heart, chicken",semi_atomic,"meat, egg and fish",cooked meat,177.0,26.4,0.1,7.92,offals,cooked,,0.0,,0.12,64.9,0.0,protein_high;carb_low;fat_moderate,True,False,False,False,False,,,,animal_lean,,,heart-chicken-cooked_40056,"Heart, chicken, cooked",40056,,True,True,normalized_from_source_name,accepted_core,1,
food_heart_chicken_raw,heart_chicken_raw,"Heart, chicken, raw","Heart, chicken",atomic,"meat, egg and fish",raw meat,149.0,15.6,0.7,9.32,offals,raw,,0.0,,0.17,73.6,0.0,protein_high;carb_low;fat_moderate,True,False,False,False,False,,,,animal_lean,,,heart-chicken-raw_40054,"Heart, chicken, raw",40054,,True,True,normalized_from_source_name,accepted_core,1,
food_heart_lamb_cooked,heart_lamb_cooked,"Heart, lamb, cooked","Heart, lamb",semi_atomic,"meat, egg and fish",cooked meat,179.0,25.0,1.93,7.91,offals,cooked,,0.0,,0.16,64.2,0.0,protein_high;carb_low;fat_moderate,True,False,False,False,False,,,,lean_red,,,heart-lamb-cooked_40059,"Heart, lamb, cooked",40059,,True,True,normalized_from_source_name,accepted_core,1,
food_heart_lamb_raw,heart_lamb_raw,"Heart, lamb, raw","Heart, lamb",atomic,"meat, egg and fish",raw meat,119.0,16.5,0.4,5.68,offals,raw,,0.0,0.4,0.22,76.7,0.0,protein_high;carb_low;fat_moderate,True,False,False,False,False,,,,lean_red,,,heart-lamb-raw_40058,"Heart, lamb, raw",40058,,True,True,normalized_from_source_name,accepted_core,1,
food_heart_pork_raw,heart_pork_raw,"Heart, pork, raw","Heart, pork",atomic,"meat, egg and fish",raw meat,109.0,17.1,0.4,4.33,offals,raw,,0.0,0.0,0.2,77.4,0.0,protein_high;carb_low,True,False,False,False,False,,,,lean_red,,,heart-pork-raw_40060,"Heart, pork, raw",40060,,True,True,normalized_from_source_name,accepted_core,1,
food_heart_turkey_cooked,heart_turkey_cooked,"Heart, turkey, cooked","Heart, turkey",semi_atomic,"meat, egg and fish",cooked meat,167.0,24.9,0.0,7.52,offals,cooked,,0.0,0.0,0.35,67.2,0.0,protein_high;carb_low;fat_moderate,True,False,False,False,False,,,,animal_lean,,,heart-turkey-cooked_40057,"Heart, turkey, cooked",40057,,True,True,normalized_from_source_name,accepted_core,1,
food_heart_turkey_raw,heart_turkey_raw,"Heart, turkey, raw","Heart, turkey",atomic,"meat, egg and fish",raw meat,135.0,16.7,0.4,7.44,offals,raw,,0.0,0.0,0.32,74.5,0.0,protein_high;carb_low;fat_moderate,True,False,False,False,False,,,,animal_lean,,,heart-turkey-raw_40055,"Heart, turkey, raw",40055,,True,True,normalized_from_source_name,accepted_core,1,
food_heart_veal_raw,heart_veal_raw,"Heart, veal, raw","Heart, veal",atomic,"meat, egg and fish",raw meat,106.0,16.1,1.8,3.84,offals,raw,,0.0,,0.23,77.3,0.0,protein_high;carb_low,True,False,False,False,False,,,,lean_red,,,heart-veal-raw_40062,"Heart, veal, raw",40062,,True,True,normalized_from_source_name,accepted_core,1,
food_hen_meat_and_skin_raw,hen_meat_and_skin_raw,"Hen, meat and skin, raw","Hen, meat and skin",atomic,"meat, egg and fish",raw meat,215.0,17.8,0.4,15.8,other meats,raw,,0.0,0.0,0.18,63.7,0.0,protein_high;carb_low;fat_high,True,False,False,False,False,,,,fish_white,,,hen-meat-and-skin-raw_36000,"Hen, meat and skin, raw",36000,,True,True,normalized_from_source_name,accepted_core,1,
food_hen_meat_only_raw,hen_meat_only_raw,"Hen, meat only, raw","Hen, meat only",atomic,"meat, egg and fish",raw meat,124.0,20.9,0.0,4.51,other meats,raw,,0.0,0.0,0.16,73.7,0.0,protein_high;carb_low,True,False,False,False,False,,,,fish_white,,,hen-meat-only-raw_36001,"Hen, meat only, raw",36001,,True,True,normalized_from_source_name,accepted_core,1,
food_herring_oil,herring_oil,Herring oil,Herring oil,semi_atomic,fats and oils,fish oils,900.0,0.0,0.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,protein_low;carb_low;fat_high,False,False,False,False,False,,,,,,,herring-oil_17650,Herring oil,17650,,True,True,normalized_from_source_name,accepted_core,1,
food_hollandaise_sauce_prepacked,hollandaise_sauce_prepacked,"Hollandaise sauce, prepacked",Hollandaise sauce,semi_atomic,miscellaneous,sauces,201.3,1.19,4.58,19.8,warm sauces,,,0.5,0.7,1.19,72.5,0.0,protein_low;carb_low;fat_high,False,False,False,False,False,,,,,,,hollandaise-sauce-prepacked_11105,"Hollandaise sauce, prepacked",11105,prepacked,True,True,normalized_from_source_name,accepted_core,1,
food_honey,honey,Honey,Honey,semi_atomic,sugar and confectionery,sugars and honey,329.0,0.56,81.7,0.0,,,,0.0,79.8,0.01,17.6,0.0,protein_low;carb_high;fat_low,False,False,False,True,False,,,,,,,honey_31008,Honey,31008,,True,True,normalized_from_source_name,accepted_core,1,
food_horse_meat_raw,horse_meat_raw,"Horse, meat, raw","Horse, meat",atomic,"meat, egg and fish",raw meat,167.0,18.8,0.6,10.0,other meats,raw,,0.0,,0.16,70.0,0.0,protein_high;carb_low;fat_high,True,False,False,False,False,,,,fish_white,,,horse-meat-raw_6900,"Horse, meat, raw",6900,,True,True,normalized_from_source_name,accepted_core,1,
food_horse_meat_roasted_baked,horse_meat_roasted_baked,"Horse, meat, roasted/baked","Horse, meat",semi_atomic,"meat, egg and fish",cooked meat,138.0,28.0,0.0,2.85,other meats,baked;roasted,,0.0,,0.1,68.6,0.0,protein_high;carb_low;fat_low,True,False,False,False,False,,,,fish_white,,,horse-meat-roasted-baked_6902,"Horse, meat, roasted/baked",6902,,True,True,normalized_from_source_name,accepted_core,1,
food_horse_steak_raw,horse_steak_raw,"Horse, steak, raw","Horse, steak",atomic,"meat, egg and fish",raw meat,129.0,21.4,0.4,4.6,other meats,raw,,0.0,,0.13,72.6,0.0,protein_high;carb_low,True,False,False,False,False,,,,fish_white,,,horse-steak-raw_6901,"Horse, steak, raw",6901,,True,True,normalized_from_source_name,accepted_core,1,
food_horseradish_fresh,horseradish_fresh,"Horseradish, fresh","Horseradish, fresh",semi_atomic,miscellaneous,herbs,88.3,7.5,13.0,0.7,fresh herbs,,,7.5,,0.015,69.3,0.0,protein_moderate;carb_moderate;fat_low,False,False,False,False,False,,,,,,,horseradish-fresh_11016,"Horseradish, fresh",11016,,True,True,normalized_from_source_name,accepted_core,1,
food_iceberg_lettuce_raw,iceberg_lettuce_raw,"Iceberg lettuce, raw",Iceberg lettuce,atomic,"fruits, vegetables, legumes and nuts",vegetables,15.5,1.01,2.45,0.18,"vegetables, raw",raw,,1.15,1.48,0.024,95.6,0.0,protein_low;carb_low;fat_low,True,False,True,False,False,,,,veggie,,leafy_salad,iceberg-lettuce-raw_20200,"Iceberg lettuce, raw",20200,,True,True,normalized_from_source_name,accepted_core,1,
food_indian_style_sauce_tandoori_or_garam_masala_type_prepacked,indian_style_sauce_tandoori_or_garam_masala_type_prepacked,"Indian-style sauce, tandoori or garam masala type, prepacked","Indian-style sauce, tandoori or garam masala type",semi_atomic,miscellaneous,sauces,82.9,2.6,14.3,1.7,warm sauces,,,1.9,12.3,2.4,,0.0,protein_low;carb_moderate;fat_low,False,False,False,True,True,,,,,,,indian-style-sauce-tandoori-or-garam-masala-type-prepacked_11202,"Indian-style sauce, tandoori or garam masala type, prepacked",11202,style:indian;prepacked,True,True,normalized_from_source_name,accepted_core,1,
food_jerusalem_artichoke_cooked,jerusalem_artichoke_cooked,"Jerusalem artichoke, cooked",Jerusalem artichoke,semi_atomic,"fruits, vegetables, legumes and nuts",potatoes and other tubers,81.9,1.8,16.0,0.7,,cooked,,2.2,9.6,0.09,80.2,0.0,protein_low;carb_high;fat_low,True,False,True,False,False,,,,veggie,,,jerusalem-artichoke-cooked_20050,"Jerusalem artichoke, cooked",20050,,True,True,normalized_from_source_name,accepted_core,1,
food_jerusalem_artichoke_raw,jerusalem_artichoke_raw,"Jerusalem artichoke, raw",Jerusalem artichoke,atomic,"fruits, vegetables, legumes and nuts",potatoes and other tubers,60.7,1.94,11.5,0.31,,raw,,2.1,9.6,0.009,80.1,0.0,protein_low;carb_moderate;fat_low,True,False,True,False,False,,,,veggie,,,jerusalem-artichoke-raw_20196,"Jerusalem artichoke, raw",20196,,True,True,normalized_from_source_name,accepted_core,1,
food_kebab_sauce_prepacked,kebab_sauce_prepacked,"Kebab sauce, prepacked",Kebab sauce,semi_atomic,miscellaneous,sauces,289.4,1.1,9.15,27.6,condiment sauces,,,0.1,4.6,1.5,61.2,0.0,protein_low;carb_moderate;fat_high,False,False,False,False,True,,,,,,,kebab-sauce-prepacked_11203,"Kebab sauce, prepacked",11203,prepacked,True,True,normalized_from_source_name,accepted_core,1,
food_kefir,kefir,Kefir,Kefir,semi_atomic,milk and milk products,dairy products and similar,62.3,3.19,4.5,3.5,yoghurts,,,0.0,3.62,0.12,87.6,0.0,carb_low,True,False,False,False,False,,True,,dairy_fresh,,,kefir_19865,Kefir,19865,,True,True,normalized_from_source_name,accepted_core,1,
food_khorasan_wheat,khorasan_wheat,Khorasan wheat,Khorasan wheat,atomic,cereal products,"pasta, rice and grains",342.0,14.5,59.5,2.13,"pasta, rice and grains, raw",,,11.1,7.74,0.013,11.1,0.0,protein_high;carb_high;fat_low,False,True,False,False,False,,,,,,,khorasan-wheat_9003,Khorasan wheat,9003,,True,True,normalized_from_source_name,accepted_core,1,
food_kidney_beef_cooked,kidney_beef_cooked,"Kidney, beef, cooked","Kidney, beef",semi_atomic,"meat, egg and fish",cooked meat,171.0,27.0,0.0,7.0,offals,cooked,,0.0,0.0,0.24,66.9,0.0,protein_high;carb_low;fat_moderate,True,False,False,False,False,,,,lean_red,,,kidney-beef-cooked_40403,"Kidney, beef, cooked",40403,,True,True,normalized_from_source_name,accepted_core,1,
food_kidney_beef_raw,kidney_beef_raw,"Kidney, beef, raw","Kidney, beef",atomic,"meat, egg and fish",raw meat,95.9,17.1,0.9,2.65,offals,raw,,0.0,0.0,0.42,79.8,0.0,protein_high;carb_low;fat_low,True,False,False,False,False,,,,lean_red,,,kidney-beef-raw_40402,"Kidney, beef, raw",40402,,True,True,normalized_from_source_name,accepted_core,1,
food_kidney_calf_raw,kidney_calf_raw,"Kidney, calf, raw","Kidney, calf",atomic,"meat, egg and fish",raw meat,86.1,16.0,0.2,2.36,offals,raw,,0.0,,0.46,78.0,0.0,protein_high;carb_low;fat_low,True,False,False,False,False,,,,fish_white,,,kidney-calf-raw_40409,"Kidney, calf, raw",40409,,True,True,normalized_from_source_name,accepted_core,1,
food_kidney_lamb_braised,kidney_lamb_braised,"Kidney, lamb, braised","Kidney, lamb, braised",semi_atomic,"meat, egg and fish",cooked meat,127.0,23.7,0.0,3.62,offals,,,0.0,0.0,0.38,70.5,0.0,protein_high;carb_low,True,False,False,False,False,,,,lean_red,,,kidney-lamb-braised_40406,"Kidney, lamb, braised",40406,,True,True,normalized_from_source_name,accepted_core,1,
food_kidney_lamb_raw,kidney_lamb_raw,"Kidney, lamb, raw","Kidney, lamb",atomic,"meat, egg and fish",raw meat,94.1,14.7,1.13,3.43,offals,raw,,0.0,0.3,0.52,79.7,0.0,protein_high;carb_low,True,False,False,False,False,,,,lean_red,,,kidney-lamb-raw_40407,"Kidney, lamb, raw",40407,,True,True,normalized_from_source_name,accepted_core,1,
food_kidney_pork_cooked,kidney_pork_cooked,"Kidney, pork, cooked","Kidney, pork",semi_atomic,"meat, egg and fish",cooked meat,144.0,25.4,0.0,4.7,offals,cooked,,0.0,,0.2,68.7,0.0,protein_high;carb_low,True,False,False,False,False,,,,lean_red,,,kidney-pork-cooked_40405,"Kidney, pork, cooked",40405,,True,True,normalized_from_source_name,accepted_core,1,
food_kidney_pork_raw,kidney_pork_raw,"Kidney, pork, raw","Kidney, pork",atomic,"meat, egg and fish",raw meat,97.9,16.4,1.1,3.13,offals,raw,,0.0,,0.35,79.1,0.0,protein_high;carb_low,True,False,False,False,False,,,,lean_red,,,kidney-pork-raw_40404,"Kidney, pork, raw",40404,,True,True,normalized_from_source_name,accepted_core,1,
food_kidney_veal_sauteed_pan_fried,kidney_veal_sauteed_pan_fried,"Kidney, veal, sautéed/pan-fried","Kidney, veal, sauteed / pan-fried",semi_atomic,"meat, egg and fish",cooked meat,167.0,26.0,0.0,7.0,offals,fried,,0.0,0.0,0.28,67.7,0.0,protein_high;carb_low;fat_moderate,True,False,False,False,False,,,,lean_red,,,kidney-veal-sauteed-pan-fried_40408,"Kidney, veal, sautéed/pan-fried",40408,,True,True,normalized_from_source_name,accepted_core,1,
food_kiwi_fruit_pulp_and_seeds_raw,kiwi_fruit_pulp_and_seeds_raw,"Kiwi fruit, pulp and seeds, raw","Kiwi fruit, pulp and seeds",atomic,"fruits, vegetables, legumes and nuts",fruits,60.5,0.88,11.0,0.6,fresh fruits,raw,,2.4,8.9,0.0,83.5,0.0,protein_low;carb_moderate;fat_low,True,False,True,False,False,,,,veggie,,,kiwi-fruit-pulp-and-seeds-raw_13021,"Kiwi fruit, pulp and seeds, raw",13021,,True,True,normalized_from_source_name,accepted_core,1,
food_knuckle_of_ham_cooked,knuckle_of_ham_cooked,"Knuckle of ham, cooked",Knuckle of ham,semi_atomic,"meat, egg and fish",delicatessen meat and similar,162.0,23.2,0.4,7.52,cooked ham,cooked,,0.0,0.4,2.12,65.5,0.0,protein_high;carb_low;fat_moderate,True,False,False,False,True,,,,processed_meat,,,knuckle-of-ham-cooked_28960,"Knuckle of ham, cooked",28960,,True,True,normalized_from_source_name,accepted_core,1,
food_kohlrabi_boiled_cooked_in_water,kohlrabi_boiled_cooked_in_water,"Kohlrabi, boiled/cooked in water",Kohlrabi,semi_atomic,"fruits, vegetables, legumes and nuts",vegetables,25.8,1.8,4.4,0.11,"vegetables, cooked",cooked,,1.1,2.8,0.053,90.3,0.0,protein_low;carb_low;fat_low,True,False,True,False,False,,,,veggie,,,kohlrabi-boiled-cooked-in-water_20094,"Kohlrabi, boiled/cooked in water",20094,,True,True,normalized_from_source_name,accepted_core,1,
food_kombu_or_japanese_kelp_laminaria_japonica_dried_or_dehydrated,kombu_or_japanese_kelp_laminaria_japonica_dried_or_dehydrated,"Kombu or Japanese kelp, Laminaria japonica, dried or dehydrated","Kombu or japanese kelp, dried or dehydrated",semi_atomic,miscellaneous,seaweed,154.2,8.38,24.2,2.65,,,dried,34.8,,6.41,9.5,0.0,protein_moderate;carb_high;fat_low,False,False,False,False,True,,,,,,,kombu-or-japanese-kelp-laminaria-japonica-dried-or-dehydrated_20990,"Kombu or Japanese kelp (Laminaria japonica), dried or dehydrated",20990,laminaria_japonica,True,True,normalized_from_source_name,accepted_core,1,
food_kumquat_without_pips_raw,kumquat_without_pips_raw,"Kumquat, without pips, raw",Kumquat,atomic,"fruits, vegetables, legumes and nuts",fruits,55.3,1.57,9.6,1.18,fresh fruits,raw,,5.45,9.36,0.02,81.9,0.0,protein_low;carb_moderate;fat_low,True,False,True,False,False,,,,veggie,,,kumquat-without-pips-raw_13549,"Kumquat, without pips, raw",13549,without_pips,True,True,normalized_from_source_name,accepted_core,1,
food_lamb_chop_cooked_avergae,lamb_chop_cooked_avergae,"Lamb, chop, cooked, avergae","Lamb, chop",semi_atomic,"meat, egg and fish",cooked meat,157.0,26.3,0.0,5.78,lamb and mutton,cooked,,0.0,,,67.7,0.0,protein_high;carb_low;fat_moderate,True,False,False,False,False,,,,lean_red,,,lamb-chop-cooked-avergae_21522,"Lamb, chop, cooked (avergae)",21522,avergae,True,True,normalized_from_source_name,accepted_core,1,
food_lamb_chop_decouverte_raw,lamb_chop_decouverte_raw,"Lamb, chop ""découverte"", raw","Lamb, chop decouverte",atomic,"meat, egg and fish",raw meat,205.0,16.3,1.38,15.0,lamb and mutton,raw,,0.0,0.3,0.21,66.5,0.0,protein_high;carb_low;fat_high,True,False,False,False,False,,,,lean_red,,,lamb-chop-decouverte-raw_21525,"Lamb, chop ""découverte"", raw",21525,,True,True,normalized_from_source_name,accepted_core,1,
food_lamb_chop_fillet_raw,lamb_chop_fillet_raw,"Lamb, chop fillet, raw","Lamb, chop fillet",atomic,"meat, egg and fish",raw meat,242.0,17.6,2.3,18.0,lamb and mutton,raw,,0.0,0.0,0.18,64.0,0.0,protein_high;carb_low;fat_high,True,False,False,False,False,,,,lean_red,,,lamb-chop-fillet-raw_21516,"Lamb, chop fillet, raw",21516,,True,True,normalized_from_source_name,accepted_core,1,
food_lamb_cutlet_raw,lamb_cutlet_raw,"Lamb, cutlet, raw","Lamb, cutlet",atomic,"meat, egg and fish",raw meat,368.0,14.4,0.0,34.5,lamb and mutton,raw,,0.0,0.0,0.17,50.2,0.0,protein_high;carb_low;fat_high,True,False,False,False,False,,,,lean_red,,,lamb-cutlet-raw_21500,"Lamb, cutlet, raw",21500,,True,True,normalized_from_source_name,accepted_core,1,
food_lamb_leg_raw,lamb_leg_raw,"Lamb, leg, raw","Lamb, leg",atomic,"meat, egg and fish",raw meat,128.0,20.0,0.48,5.13,lamb and mutton,raw,,0.0,0.0,0.12,74.5,0.0,protein_high;carb_low;fat_moderate,True,False,False,False,False,,,,lean_red,,,lamb-leg-raw_21502,"Lamb, leg, raw",21502,,True,True,normalized_from_source_name,accepted_core,1,
food_lamb_leg_roasted_baked,lamb_leg_roasted_baked,"Lamb, leg, roasted/baked","Lamb, leg",semi_atomic,"meat, egg and fish",cooked meat,169.0,26.8,0.0,6.85,lamb and mutton,baked;roasted,,0.0,0.0,0.19,65.9,0.0,protein_high;carb_low;fat_moderate,True,False,False,False,False,,,,lean_red,,,lamb-leg-roasted-baked_21503,"Lamb, leg, roasted/baked",21503,,True,True,normalized_from_source_name,accepted_core,1,
food_lamb_on_skewer,lamb_on_skewer,Lamb on skewer,Lamb on skewer,semi_atomic,"meat, egg and fish",other meat products,112.0,12.6,2.54,5.1,,,,2.6,1.57,0.48,72.8,0.0,protein_high;carb_low;fat_moderate,True,False,False,False,False,,,,lean_red,,,lamb-on-skewer_25541,Lamb on skewer,25541,,True,True,normalized_from_source_name,accepted_core,1,
food_lamb_rib_chop_grilled_pan_fried,lamb_rib_chop_grilled_pan_fried,"Lamb, rib chop, grilled/pan-fried","Lamb, rib chop",semi_atomic,"meat, egg and fish",cooked meat,185.0,26.1,0.0,9.01,lamb and mutton,fried;grilled,,0.0,,0.18,64.1,0.0,protein_high;carb_low;fat_moderate,True,False,False,False,False,,,,lean_red,,,lamb-rib-chop-grilled-pan-fried_21512,"Lamb, rib chop, grilled/pan-fried",21512,,True,True,normalized_from_source_name,accepted_core,1,
food_lamb_rib_chop_raw,lamb_rib_chop_raw,"Lamb, rib chop, raw","Lamb, rib chop",atomic,"meat, egg and fish",raw meat,276.0,16.9,0.0,23.1,lamb and mutton,raw,,0.0,0.0,0.2,59.3,0.0,protein_high;carb_low;fat_high,True,False,False,False,False,,,,lean_red,,,lamb-rib-chop-raw_21517,"Lamb, rib chop, raw",21517,,True,True,normalized_from_source_name,accepted_core,1,
food_lamb_s_lettuce_raw,lamb_s_lettuce_raw,"Lamb's lettuce, raw",Lamb's lettuce,atomic,"fruits, vegetables, legumes and nuts",vegetables,16.8,2.0,0.5,0.3,"vegetables, raw",raw,,2.3,,0.0,93.7,0.0,protein_low;carb_low;fat_low,True,False,True,False,False,,,,lean_red,,leafy_salad,lamb-s-lettuce-raw_20099,"Lamb's lettuce, raw",20099,,True,True,normalized_from_source_name,accepted_core,1,
food_lamb_saddle_lean_roasted_baked,lamb_saddle_lean_roasted_baked,"Lamb, saddle, lean, roasted/baked","Lamb, saddle, lean",semi_atomic,"meat, egg and fish",cooked meat,153.0,26.1,0.0,5.45,lamb and mutton,baked;roasted,,0.0,0.0,0.16,68.3,0.0,protein_high;carb_low;fat_moderate,True,False,False,False,False,,,,lean_red,,,lamb-saddle-lean-roasted-baked_21513,"Lamb, saddle, lean, roasted/baked",21513,,True,True,normalized_from_source_name,accepted_core,1,
food_lamb_saddle_raw,lamb_saddle_raw,"Lamb, saddle, raw","Lamb, saddle",atomic,"meat, egg and fish",raw meat,236.0,17.5,0.0,18.4,lamb and mutton,raw,,0.0,0.0,0.14,63.8,0.0,protein_high;carb_low;fat_high,True,False,False,False,False,,,,lean_red,,,lamb-saddle-raw_21515,"Lamb, saddle, raw",21515,,True,True,normalized_from_source_name,accepted_core,1,
food_lamb_shoulder_lean_raw,lamb_shoulder_lean_raw,"Lamb, shoulder, lean, raw","Lamb, shoulder, lean",atomic,"meat, egg and fish",raw meat,139.0,19.6,0.0,6.76,lamb and mutton,raw,,0.0,0.0,0.18,73.0,0.0,protein_high;carb_low;fat_moderate,True,False,False,False,False,,,,lean_red,,,lamb-shoulder-lean-raw_21505,"Lamb, shoulder, lean, raw",21505,,True,True,normalized_from_source_name,accepted_core,1,
food_lamb_shoulder_lean_roasted_baked,lamb_shoulder_lean_roasted_baked,"Lamb, shoulder, lean, roasted/baked","Lamb, shoulder, lean",semi_atomic,"meat, egg and fish",cooked meat,197.0,24.9,0.0,10.8,lamb and mutton,baked;roasted,,0.0,0.0,0.17,63.3,0.0,protein_high;carb_low;fat_high,True,False,False,False,False,,,,lean_red,,,lamb-shoulder-lean-roasted-baked_21507,"Lamb, shoulder, lean, roasted/baked",21507,,True,True,normalized_from_source_name,accepted_core,1,
food_lamb_shoulder_raw,lamb_shoulder_raw,"Lamb, shoulder, raw","Lamb, shoulder",atomic,"meat, egg and fish",raw meat,170.0,18.3,0.45,10.6,lamb and mutton,raw,,0.0,0.3,0.2,70.2,0.0,protein_high;carb_low;fat_high,True,False,False,False,False,,,,lean_red,,,lamb-shoulder-raw_21504,"Lamb, shoulder, raw",21504,,True,True,normalized_from_source_name,accepted_core,1,
food_lamb_shoulder_roasted_baked,lamb_shoulder_roasted_baked,"Lamb, shoulder, roasted/baked","Lamb, shoulder",semi_atomic,"meat, egg and fish",cooked meat,252.0,30.5,0.0,14.5,lamb and mutton,baked;roasted,,0.0,0.0,0.24,53.7,0.0,protein_high;carb_low;fat_high,True,False,False,False,False,,,,lean_red,,,lamb-shoulder-roasted-baked_21506,"Lamb, shoulder, roasted/baked",21506,,True,True,normalized_from_source_name,accepted_core,1,
food_lard_or_pork_fat,lard_or_pork_fat,Lard or pork fat,Lard or pork fat,semi_atomic,fats and oils,other fats,896.0,0.0,0.0,99.5,,,,0.0,0.0,0.005,1.0,0.0,protein_low;carb_low;fat_high,True,False,False,False,False,,,,lean_red,,,lard-or-pork-fat_16520,Lard or pork fat,16520,,True,True,normalized_from_source_name,accepted_core,1,
food_lardoons_cooked,lardoons_cooked,"Lardoons, cooked",Lardoons,semi_atomic,"meat, egg and fish",delicatessen meat and similar,324.0,23.8,2.0,24.5,other delicatessen,cooked,,0.0,,3.8,48.2,0.0,protein_high;carb_low;fat_high,True,False,False,False,True,,,,fish_white,,,lardoons-cooked_28504,"Lardoons, cooked",28504,,True,True,normalized_from_source_name,accepted_core,1,
