food_id,canonical_name,display_name,food_family_name,entity_level,food_group,food_subgroup,energy_kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,food_subgroup_detail,processing_state,preservation_state,fibre_g_100g,sugars_g_100g,salt_g_100g,water_g_100g,alcohol_g_100g,helper_macro_profile,helper_use_as_protein,helper_use_as_carb_side,helper_use_as_veg_side,helper_is_sweet,helper_is_salty,helper_is_drink,helper_is_vegetarian,helper_is_vegan,helper_protein_bucket,helper_carb_bucket,helper_veg_bucket,primary_source_uid,primary_source_name,primary_source_ciqual_code,primary_source_name_tags,qc_macro_complete,qc_taxonomy_complete,qc_canonicalization_status,qc_scope_status,qc_source_merge_count,qc_notes
food_black_truffle_raw,black_truffle_raw,"Black truffle, raw",Black truffle,atomic,"fruits, vegetables, legumes and nuts",vegetables,27.7,5.77,,0.51,"vegetables, raw",raw,,8.5,0.7,0.17,75.9,0.0,protein_moderate;fat_low,True,False,True,False,False,,,,veggie,,,black-truffle-raw_20106,"Black truffle, raw",20106,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_squash_butternut_peeled_cooked,squash_butternut_peeled_cooked,"Squash, butternut, peeled, cooked","Squash, butternut, peeled",semi_atomic,"fruits, vegetables, legumes and nuts",vegetables,5.6,1.23,,0.07,"vegetables, cooked",cooked,,,,0.005,87.8,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,squash-butternut-peeled-cooked_20141,"Squash, butternut, peeled, cooked",20141,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_chinese_black_mushroom_dried,chinese_black_mushroom_dried,"Chinese black mushroom, dried",Chinese black mushroom,semi_atomic,"fruits, vegetables, legumes and nuts",vegetables,29.8,7.27,,0.075,"vegetables, dried or dehydrated",,dried,,0.0,0.094,,0.0,protein_moderate;fat_low,True,False,True,False,False,,,,veggie,,cooked_veg,chinese-black-mushroom-dried_20202,"Chinese black mushroom, dried",20202,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_yellow_banana_pulp_steamed_sampled_in_the_island_of_la_martinique,yellow_banana_pulp_steamed_sampled_in_the_island_of_la_martinique,"Yellow banana, pulp, steamed, sampled in the island of La Martinique","Yellow banana, pulp, steamed",atomic,"fruits, vegetables, legumes and nuts",vegetables,4.8,1.06,,0.057,vegetables from Martinique and their products,cooked,,,,,64.1,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,yellow-banana-pulp-steamed-sampled-in-the-island-of-la-martinique_20800,"Yellow banana, pulp, steamed, sampled in the island of La Martinique",20800,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_pumpkin_local_variety_crisps_sampled_in_the_island_of_la_martinique,pumpkin_local_variety_crisps_sampled_in_the_island_of_la_martinique,"Pumpkin, local variety, crisps, sampled in the island of La Martinique","Pumpkin, crisps",atomic,"fruits, vegetables, legumes and nuts",vegetables,49.2,,12.3,,vegetables from Martinique and their products,,,8.4,0.44,,,0.0,carb_moderate,True,False,True,False,False,,,,veggie,,,pumpkin-local-variety-crisps-sampled-in-the-island-of-la-martinique_20801,"Pumpkin (local variety), crisps, sampled in the island of La Martinique",20801,local_variety,False,True,normalized_from_source_name,excluded_missing_min_macros,1,"missing minimum macro set | missing: protein_g_100g, fat_g_100g"
food_pumpkin_phoenix_variety_crisps_sampled_in_the_island_of_la_martinique,pumpkin_phoenix_variety_crisps_sampled_in_the_island_of_la_martinique,"Pumpkin, phoenix variety, crisps, sampled in the island of La Martinique","Pumpkin, crisps",atomic,"fruits, vegetables, legumes and nuts",vegetables,55.6,,13.9,,vegetables from Martinique and their products,,,8.7,0.2,,,0.0,carb_moderate,True,False,True,False,False,,,,veggie,,,pumpkin-phoenix-variety-crisps-sampled-in-the-island-of-la-martinique_20802,"Pumpkin (phoenix variety), crisps, sampled in the island of La Martinique",20802,phoenix_variety,False,True,normalized_from_source_name,excluded_missing_min_macros,1,"missing minimum macro set | missing: protein_g_100g, fat_g_100g"
food_caribbean_cabbage_pulp_steamed_sampled_in_the_island_of_la_martinique,caribbean_cabbage_pulp_steamed_sampled_in_the_island_of_la_martinique,"Caribbean cabbage, pulp, steamed, sampled in the island of La Martinique","Caribbean cabbage, pulp, steamed",atomic,"fruits, vegetables, legumes and nuts",vegetables,13.0,3.25,,0.003,vegetables from Martinique and their products,cooked,,,,,63.7,0.0,fat_low,True,False,True,False,False,,,,veggie,,cruciferous,caribbean-cabbage-pulp-steamed-sampled-in-the-island-of-la-martinique_20803,"Caribbean cabbage, pulp, steamed, sampled in the island of La Martinique",20803,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_chayote_white_skin_pulp_canned_not_drained_sampled_in_the_island_of_la_martinique,chayote_white_skin_pulp_canned_not_drained_sampled_in_the_island_of_la_martinique,"Chayote, white skin, pulp, canned, not drained, sampled in the island of La Martinique","Chayote, white skin, pulp",semi_atomic,"fruits, vegetables, legumes and nuts",vegetables,0.0,,,,vegetables from Martinique and their products,,canned;drained,1.0,,,93.2,0.0,,True,False,True,False,False,,,,veggie,,,chayote-white-skin-pulp-canned-not-drained-sampled-in-the-island-of-la-martinique_20806,"Chayote, white skin, pulp, canned, not drained, sampled in the island of La Martinique",20806,canned,False,True,normalized_from_source_name,excluded_missing_min_macros,1,"missing minimum macro set | missing: protein_g_100g, carbs_g_100g, fat_g_100g"
food_chayote_white_skin_pulp_steamed_frozen_sampled_in_the_island_of_la_martinique,chayote_white_skin_pulp_steamed_frozen_sampled_in_the_island_of_la_martinique,"Chayote, white skin, pulp, steamed, frozen, sampled in the island of La Martinique","Chayote, white skin, pulp",atomic,"fruits, vegetables, legumes and nuts",vegetables,0.0,,,,vegetables from Martinique and their products,cooked,frozen,1.6,,,91.6,0.0,,True,False,True,False,False,,,,veggie,,,chayote-white-skin-pulp-steamed-frozen-sampled-in-the-island-of-la-martinique_20807,"Chayote, white skin, pulp, steamed, frozen, sampled in the island of La Martinique",20807,frozen,False,True,normalized_from_source_name,excluded_missing_min_macros,1,"missing minimum macro set | missing: protein_g_100g, carbs_g_100g, fat_g_100g"
food_cucumber_pulp_with_seeds_raw_sampled_in_the_island_of_la_martinique,cucumber_pulp_with_seeds_raw_sampled_in_the_island_of_la_martinique,"Cucumber, pulp with seeds, raw, sampled in the island of La Martinique","Cucumber, pulp with seeds",atomic,"fruits, vegetables, legumes and nuts",vegetables,8.1,0.73,,0.58,vegetables from Martinique and their products,raw,,,,,95.8,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,salad_like,cucumber-pulp-with-seeds-raw-sampled-in-the-island-of-la-martinique_20808,"Cucumber, pulp with seeds, raw, sampled in the island of La Martinique",20808,with_seeds,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_cucumber_pulp_raw_sampled_in_the_island_of_la_martinique,cucumber_pulp_raw_sampled_in_the_island_of_la_martinique,"Cucumber, pulp, raw, sampled in the island of La Martinique","Cucumber, pulp",atomic,"fruits, vegetables, legumes and nuts",vegetables,4.1,0.42,,0.27,vegetables from Martinique and their products,raw,,,,,96.8,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,salad_like,cucumber-pulp-raw-sampled-in-the-island-of-la-martinique_20809,"Cucumber, pulp, raw, sampled in the island of La Martinique",20809,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_watercress_leaf_raw_sampled_in_the_island_of_la_martinique,watercress_leaf_raw_sampled_in_the_island_of_la_martinique,"Watercress, leaf, raw, sampled in the island of La Martinique","Watercress, leaf",atomic,"fruits, vegetables, legumes and nuts",vegetables,9.9,2.25,,0.1,vegetables from Martinique and their products,raw,,2.1,,,95.0,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,watercress-leaf-raw-sampled-in-the-island-of-la-martinique_20810,"Watercress, leaf, raw, sampled in the island of La Martinique",20810,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_dachine_pulp_steamed_sampled_in_the_island_of_la_martinique,dachine_pulp_steamed_sampled_in_the_island_of_la_martinique,"Dachine, pulp, steamed, sampled in the island of La Martinique","Dachine, pulp, steamed",atomic,"fruits, vegetables, legumes and nuts",vegetables,7.3,1.15,,0.3,vegetables from Martinique and their products,cooked,,,,,65.3,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,dachine-pulp-steamed-sampled-in-the-island-of-la-martinique_20811,"Dachine, pulp, steamed, sampled in the island of La Martinique",20811,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_sweet_potatoe_flour_sampled_in_the_island_of_la_martinique,sweet_potatoe_flour_sampled_in_the_island_of_la_martinique,"Sweet potatoe flour, sampled in the island of La Martinique",Sweet potatoe flour,atomic,"fruits, vegetables, legumes and nuts",vegetables,200.4,,50.1,,vegetables from Martinique and their products,,,11.3,0.018,,8.55,0.0,carb_high,True,True,True,False,False,,,,,potatoes,,sweet-potatoe-flour-sampled-in-the-island-of-la-martinique_20812,"Sweet potatoe flour, sampled in the island of La Martinique",20812,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,"missing minimum macro set | missing: protein_g_100g, fat_g_100g"
food_breadfruit_pulp_steamed_sampled_in_the_island_of_la_martinique,breadfruit_pulp_steamed_sampled_in_the_island_of_la_martinique,"Breadfruit, pulp, steamed, sampled in the island of La Martinique","Breadfruit, pulp, steamed",atomic,"fruits, vegetables, legumes and nuts",vegetables,6.2,1.29,,0.11,vegetables from Martinique and their products,cooked,,,,,70.5,0.0,protein_low;fat_low,True,True,True,False,False,,,,veggie,bakery,,breadfruit-pulp-steamed-sampled-in-the-island-of-la-martinique_20813,"Breadfruit, pulp, steamed, sampled in the island of La Martinique",20813,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_pumpkin_local_variety_pulp_steamed_frozen_sampled_in_the_island_of_la_martinique,pumpkin_local_variety_pulp_steamed_frozen_sampled_in_the_island_of_la_martinique,"Pumpkin, local variety, pulp, steamed, frozen, sampled in the island of La Martinique","Pumpkin, pulp",atomic,"fruits, vegetables, legumes and nuts",vegetables,15.0,,3.75,,vegetables from Martinique and their products,cooked,frozen,2.4,1.35,,,0.0,carb_low,True,False,True,False,False,,,,veggie,,,pumpkin-local-variety-pulp-steamed-frozen-sampled-in-the-island-of-la-martinique_20815,"Pumpkin (local variety), pulp, steamed, frozen, sampled in the island of La Martinique",20815,local_variety;frozen,False,True,normalized_from_source_name,excluded_missing_min_macros,1,"missing minimum macro set | missing: protein_g_100g, fat_g_100g"
food_local_variety_pulp_grated_raw_sampled_in_the_island_of_la_martinique,local_variety_pulp_grated_raw_sampled_in_the_island_of_la_martinique,"local variety, pulp, grated, raw, sampled in the island of La Martinique","Local variety, pulp, grated",atomic,"fruits, vegetables, legumes and nuts",vegetables,9.7,,2.42,,vegetables from Martinique and their products,raw,,2.9,0.82,,,0.0,carb_low,True,False,True,False,False,,,,veggie,,,local-variety-pulp-grated-raw-sampled-in-the-island-of-la-martinique_20816,"local variety), pulp, grated, raw, sampled in the island of La Martinique",20816,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,"missing minimum macro set | missing: protein_g_100g, fat_g_100g"
food_pumpkin_phoenix_variety_pulp_grated_raw_sampled_in_the_island_of_la_martinique,pumpkin_phoenix_variety_pulp_grated_raw_sampled_in_the_island_of_la_martinique,"Pumpkin, phoenix variety, pulp, grated, raw, sampled in the island of La Martinique","Pumpkin, pulp, grated",atomic,"fruits, vegetables, legumes and nuts",vegetables,14.0,,3.51,,vegetables from Martinique and their products,raw,,1.6,1.44,,,0.0,carb_low,True,False,True,False,False,,,,veggie,,,pumpkin-phoenix-variety-pulp-grated-raw-sampled-in-the-island-of-la-martinique_20818,"Pumpkin (phoenix variety), pulp, grated, raw, sampled in the island of La Martinique",20818,phoenix_variety,False,True,normalized_from_source_name,excluded_missing_min_macros,1,"missing minimum macro set | missing: protein_g_100g, fat_g_100g"
food_pumpkin_phoenix_variety_pulp_frozen_steamed_sampled_in_the_island_of_la_martinique,pumpkin_phoenix_variety_pulp_frozen_steamed_sampled_in_the_island_of_la_martinique,"Pumpkin, phoenix variety, pulp, frozen, steamed, sampled in the island of La Martinique","Pumpkin, pulp",atomic,"fruits, vegetables, legumes and nuts",vegetables,17.5,,4.37,,vegetables from Martinique and their products,cooked,frozen,2.4,1.47,,,0.0,carb_low,True,False,True,False,False,,,,veggie,,,pumpkin-phoenix-variety-pulp-frozen-steamed-sampled-in-the-island-of-la-martinique_20819,"Pumpkin (phoenix variety), pulp, frozen, steamed, sampled in the island of La Martinique",20819,phoenix_variety;frozen,False,True,normalized_from_source_name,excluded_missing_min_macros,1,"missing minimum macro set | missing: protein_g_100g, fat_g_100g"
food_okra_whole_canned_not_drained_sampled_in_the_island_of_la_martinique,okra_whole_canned_not_drained_sampled_in_the_island_of_la_martinique,"Okra, whole, canned, not drained, sampled in the island of La Martinique","Okra, whole",semi_atomic,"fruits, vegetables, legumes and nuts",vegetables,0.0,,,,vegetables from Martinique and their products,,canned;drained,2.8,,,92.3,0.0,,True,False,True,False,False,,,,veggie,,cooked_veg,okra-whole-canned-not-drained-sampled-in-the-island-of-la-martinique_20820,"Okra, whole, canned, not drained, sampled in the island of La Martinique",20820,canned,False,True,normalized_from_source_name,excluded_missing_min_macros,1,"missing minimum macro set | missing: protein_g_100g, carbs_g_100g, fat_g_100g"
food_jerusalem_artichokee_pulp_steamed_sampled_in_the_island_of_la_martinique,jerusalem_artichokee_pulp_steamed_sampled_in_the_island_of_la_martinique,"Jerusalem artichokee, pulp, steamed, sampled in the island of La Martinique","Jerusalem artichokee, pulp, steamed",atomic,"fruits, vegetables, legumes and nuts",vegetables,6.5,1.23,,0.18,vegetables from Martinique and their products,cooked,,,,,82.7,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,jerusalem-artichokee-pulp-steamed-sampled-in-the-island-of-la-martinique_20826,"Jerusalem artichokee, pulp, steamed, sampled in the island of La Martinique",20826,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_kamanioc_pulp_steamed,kamanioc_pulp_steamed,"Kamanioc, pulp, steamed","Kamanioc, pulp",atomic,"fruits, vegetables, legumes and nuts",vegetables,2.4,0.6,,0.0,vegetables from Martinique and their products,cooked,,,,,62.3,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,kamanioc-pulp-steamed_20827,"Kamanioc, pulp, steamed",20827,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_massissi_pulp_raw,massissi_pulp_raw,"Massissi, pulp, raw","Massissi, pulp",atomic,"fruits, vegetables, legumes and nuts",vegetables,17.5,2.58,,0.8,vegetables from Martinique and their products,raw,,,,,83.8,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,massissi-pulp-raw_20828,"Massissi, pulp, raw",20828,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_papaya_pulp_raw_from_martinique,papaya_pulp_raw_from_martinique,"Papaya, pulp, raw, from Martinique","Papaya, pulp",atomic,"fruits, vegetables, legumes and nuts",vegetables,2.7,0.67,,0.003,vegetables from Martinique and their products,raw,,,,,90.4,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,papaya-pulp-raw-from-martinique_20829,"Papaya, pulp, raw, from Martinique",20829,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_papaya_pulp_steamed,papaya_pulp_steamed,"Papaya, pulp, steamed","Papaya, pulp",atomic,"fruits, vegetables, legumes and nuts",vegetables,2.5,0.63,,0.0,vegetables from Martinique and their products,cooked,,,,,90.5,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,papaya-pulp-steamed_20830,"Papaya, pulp, steamed",20830,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_sweet_potatoe_pulp_blanched_frozen,sweet_potatoe_pulp_blanched_frozen,"Sweet potatoe, pulp, blanched, frozen","Sweet potatoe, pulp, blanched",atomic,"fruits, vegetables, legumes and nuts",vegetables,77.2,,19.3,,vegetables from Martinique and their products,,frozen,4.9,0.021,,63.1,0.0,carb_high,True,True,True,False,False,,,,veggie,potatoes,,sweet-potatoe-pulp-blanched-frozen_20831,"Sweet potatoe, pulp, blanched, frozen",20831,frozen,False,True,normalized_from_source_name,excluded_missing_min_macros,1,"missing minimum macro set | missing: protein_g_100g, fat_g_100g"
food_pigeon_pea_whole_steamed,pigeon_pea_whole_steamed,"Pigeon pea, whole, steamed","Pigeon pea, whole",atomic,"fruits, vegetables, legumes and nuts",vegetables,71.9,16.3,,0.74,vegetables from Martinique and their products,cooked,,,,,49.1,0.0,protein_high;fat_low,True,False,True,False,False,,True,True,veg_pulses,,,pigeon-pea-whole-steamed_20833,"Pigeon pea, whole, steamed",20833,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_ti_nain_pulp_steamed,ti_nain_pulp_steamed,"Ti nain, pulp, steamed","Ti nain, pulp",atomic,"fruits, vegetables, legumes and nuts",vegetables,5.0,1.13,,0.05,vegetables from Martinique and their products,cooked,,,,,72.1,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,ti-nain-pulp-steamed_20834,"Ti nain, pulp, steamed",20834,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_tomatoe_whole_raw,tomatoe_whole_raw,"Tomatoe, whole, raw","Tomatoe, whole",atomic,"fruits, vegetables, legumes and nuts",vegetables,4.8,1.06,,0.06,vegetables from Martinique and their products,raw,,,,,94.1,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,salad_like,tomatoe-whole-raw_20835,"Tomatoe, whole, raw",20835,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_potato_new_boiled_cooked_in_water,potato_new_boiled_cooked_in_water,"Potato, new, boiled/cooked in water","Potato, new",semi_atomic,"fruits, vegetables, legumes and nuts",potatoes and other tubers,8.5,1.44,,0.3,,cooked,,1.6,,0.025,81.1,0.0,protein_low;fat_low,True,True,True,False,False,,,,veggie,potatoes,,potato-new-boiled-cooked-in-water_4007,"Potato, new, boiled/cooked in water",4007,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_pineapple_pulp_raw_sampled_in_the_island_of_la_martinique,pineapple_pulp_raw_sampled_in_the_island_of_la_martinique,"Pineapple, pulp, raw, sampled in the island of La Martinique","Pineapple, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,2.2,0.56,,0.0,fruits from Martinique and their products,raw,,,,,83.4,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,pineapple-pulp-raw-sampled-in-the-island-of-la-martinique_13402,"Pineapple, pulp, raw, sampled in the island of La Martinique",13402,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_star_apple_or_milk_truit_pulp_raw_sampled_in_the_island_of_la_martinique,star_apple_or_milk_truit_pulp_raw_sampled_in_the_island_of_la_martinique,"Star apple or milk truit, pulp, raw, sampled in the island of La Martinique","Star apple or milk truit, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,27.1,0.31,,2.87,fruits from Martinique and their products,raw,,,,,80.3,0.0,protein_low;fat_low,True,False,True,False,False,,,,dairy_light,,,star-apple-or-milk-truit-pulp-raw-sampled-in-the-island-of-la-martinique_13403,"Star apple or milk truit, pulp, raw, sampled in the island of La Martinique",13403,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_acerola_pulp_raw_sampled_in_the_island_of_la_martinique,acerola_pulp_raw_sampled_in_the_island_of_la_martinique,"Acerola, pulp, raw, sampled in the island of La Martinique","Acerola, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,3.1,0.56,,0.097,fruits from Martinique and their products,raw,,,,,93.1,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,acerola-pulp-raw-sampled-in-the-island-of-la-martinique_13404,"Acerola, pulp, raw, sampled in the island of La Martinique",13404,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_grapefruit_pulp_raw_sampled_in_the_island_of_la_martinique,grapefruit_pulp_raw_sampled_in_the_island_of_la_martinique,"Grapefruit, pulp, raw, sampled in the island of La Martinique","Grapefruit, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,4.6,0.48,,0.3,fruits from Martinique and their products,raw,,,,,90.6,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,grapefruit-pulp-raw-sampled-in-the-island-of-la-martinique_13405,"Grapefruit, pulp, raw, sampled in the island of La Martinique",13405,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_guava_pulp_mashed_sampled_in_the_island_of_la_martinique,guava_pulp_mashed_sampled_in_the_island_of_la_martinique,"Guava, pulp, mashed, sampled in the island of La Martinique","Guava, pulp, mashed",atomic,"fruits, vegetables, legumes and nuts",fruits,3.4,0.83,,0.007,fruits from Martinique and their products,,,,,,88.5,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,guava-pulp-mashed-sampled-in-the-island-of-la-martinique_13407,"Guava, pulp, mashed, sampled in the island of La Martinique",13407,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_star_fruit_juice_filtered_sampled_in_the_island_of_la_martinique,star_fruit_juice_filtered_sampled_in_the_island_of_la_martinique,"Star fruit juice, filtered, sampled in the island of La Martinique","Star fruit juice, filtered",atomic,"fruits, vegetables, legumes and nuts",fruits,19.4,4.52,,0.15,fruits from Martinique and their products,,,,,,91.6,0.0,fat_low,,,,False,False,True,,,,,,star-fruit-juice-filtered-sampled-in-the-island-of-la-martinique_13408,"Star fruit juice, filtered, sampled in the island of La Martinique",13408,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_star_fruit_juice_non_filtered_sampled_in_the_island_of_la_martinique,star_fruit_juice_non_filtered_sampled_in_the_island_of_la_martinique,"Star fruit juice, non filtered, sampled in the island of La Martinique","Star fruit juice, non filtered",atomic,"fruits, vegetables, legumes and nuts",fruits,0.5,0.063,,0.03,fruits from Martinique and their products,,,,,,90.4,0.0,protein_low;fat_low,,,,False,False,True,,,,,,star-fruit-juice-non-filtered-sampled-in-the-island-of-la-martinique_13409,"Star fruit juice, non filtered, sampled in the island of La Martinique",13409,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_punch_lemon_juice_small_grade_pure_juice_sampled_in_the_island_of_la_martinique,punch_lemon_juice_small_grade_pure_juice_sampled_in_the_island_of_la_martinique,"Punch lemon juice, small grade, pure juice, sampled in the island of La Martinique","Punch lemon juice, pure juice",atomic,"fruits, vegetables, legumes and nuts",fruits,3.2,0.48,,0.14,fruits from Martinique and their products,,,,,,92.0,0.0,protein_low;fat_low,,,,False,False,True,,,,,,punch-lemon-juice-small-grade-pure-juice-sampled-in-the-island-of-la-martinique_13410,"Punch lemon juice (small grade), pure juice, sampled in the island of La Martinique",13410,small_grade,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_green_lemon_juice_big_grade_pure_juice_sampled_in_the_island_of_la_martinique,green_lemon_juice_big_grade_pure_juice_sampled_in_the_island_of_la_martinique,"Green lemon juice, big grade, pure juice, sampled in the island of La Martinique","Green lemon juice, pure juice",atomic,"fruits, vegetables, legumes and nuts",fruits,6.9,0.69,,0.46,fruits from Martinique and their products,,,,,,91.4,0.0,protein_low;fat_low,,,,False,False,True,,,,,,green-lemon-juice-big-grade-pure-juice-sampled-in-the-island-of-la-martinique_13411,"Green lemon juice (big grade), pure juice, sampled in the island of La Martinique",13411,big_grade,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_soursop_juice_sampled_in_the_island_of_la_martinique,soursop_juice_sampled_in_the_island_of_la_martinique,"Soursop juice, sampled in the island of La Martinique",Soursop juice,atomic,"fruits, vegetables, legumes and nuts",fruits,6.5,0.65,,0.43,fruits from Martinique and their products,,,,,,84.0,0.0,protein_low;fat_low,,,,False,False,True,,,,,,soursop-juice-sampled-in-the-island-of-la-martinique_13412,"Soursop juice, sampled in the island of La Martinique",13412,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_passion_fruit_juice_pure_juice_sampled_in_the_island_of_la_martinique,passion_fruit_juice_pure_juice_sampled_in_the_island_of_la_martinique,"Passion fruit juice, pure juice, sampled in the island of La Martinique","Passion fruit juice, pure juice",atomic,"fruits, vegetables, legumes and nuts",fruits,7.6,1.08,,0.37,fruits from Martinique and their products,,,,,,84.4,0.0,protein_low;fat_low,,,,False,False,True,,,,,,passion-fruit-juice-pure-juice-sampled-in-the-island-of-la-martinique_13413,"Passion fruit juice, pure juice, sampled in the island of La Martinique",13413,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_pomegranate_juice_sampled_in_the_island_of_la_martinique,pomegranate_juice_sampled_in_the_island_of_la_martinique,"Pomegranate, juice, sampled in the island of La Martinique","Pomegranate, juice",atomic,"fruits, vegetables, legumes and nuts",fruits,2.8,0.69,,0.0,fruits from Martinique and their products,,,,,,87.0,0.0,protein_low;fat_low,,,,False,False,True,,,,,,pomegranate-juice-sampled-in-the-island-of-la-martinique_13414,"Pomegranate, juice, sampled in the island of La Martinique",13414,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_lime_juice_pure_juice_sampled_in_the_island_of_la_martinique,lime_juice_pure_juice_sampled_in_the_island_of_la_martinique,"Lime juice, pure juice, sampled in the island of La Martinique","Lime juice, pure juice",atomic,"fruits, vegetables, legumes and nuts",fruits,6.5,0.35,,0.57,fruits from Martinique and their products,,,,,,92.4,0.0,protein_low;fat_low,,,,False,False,True,,,,,,lime-juice-pure-juice-sampled-in-the-island-of-la-martinique_13415,"Lime juice, pure juice, sampled in the island of La Martinique",13415,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_common_mandarin_juice_pure_juice_filtered_pasteurized_sampled_in_the_island_of_la_martinique,common_mandarin_juice_pure_juice_filtered_pasteurized_sampled_in_the_island_of_la_martinique,"Common mandarin juice, pure juice, filtered, pasteurized, sampled in the island of La Martinique","Common mandarin juice, pure juice, filtered",semi_atomic,"fruits, vegetables, legumes and nuts",fruits,0.0,,,,fruits from Martinique and their products,pasteurised,,0.3,9.4,,,0.0,,,,,False,False,True,,,,,,common-mandarin-juice-pure-juice-filtered-pasteurized-sampled-in-the-island-of-la-martinique_13416,"Common mandarin juice, pure juice, filtered, pasteurized, sampled in the island of La Martinique",13416,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,"missing minimum macro set | missing: protein_g_100g, carbs_g_100g, fat_g_100g"
