food_id,canonical_name,display_name,food_family_name,entity_level,food_group,food_subgroup,energy_kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,food_subgroup_detail,processing_state,preservation_state,fibre_g_100g,sugars_g_100g,salt_g_100g,water_g_100g,alcohol_g_100g,helper_macro_profile,helper_use_as_protein,helper_use_as_carb_side,helper_use_as_veg_side,helper_is_sweet,helper_is_salty,helper_is_drink,helper_is_vegetarian,helper_is_vegan,helper_protein_bucket,helper_carb_bucket,helper_veg_bucket,primary_source_uid,primary_source_name,primary_source_ciqual_code,primary_source_name_tags,qc_macro_complete,qc_taxonomy_complete,qc_canonicalization_status,qc_scope_status,qc_source_merge_count,qc_notes
food_cod_raw,cod_raw,"Cod, raw",Cod,atomic,"meat, egg and fish","fish, raw",77.6,18.1,,0.57,,raw,,0.0,0.0,0.23,79.8,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,cod-raw_26043,"Cod, raw",26043,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_european_hake_raw,european_hake_raw,"European hake, raw",European hake,atomic,"meat, egg and fish","fish, raw",82.6,17.6,,1.35,,raw,,0.0,0.0,0.22,80.0,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,european-hake-raw_26044,"European hake, raw",26044,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_saithe_frozen_raw,saithe_frozen_raw,"Saithe, frozen, raw",Saithe,atomic,"meat, egg and fish","fish, raw",82.4,19.8,,0.37,,raw,frozen,0.0,0.0,0.2,78.3,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,saithe-frozen-raw_26047,"Saithe, frozen, raw",26047,frozen,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_hake_fillet_frozen_raw,hake_fillet_frozen_raw,"Hake, fillet, frozen, raw","Hake, fillet",atomic,"meat, egg and fish","fish, raw",82.0,15.1,,2.4,,raw,frozen,0.0,0.0,0.53,80.1,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,hake-fillet-frozen-raw_26048,"Hake, fillet, frozen, raw",26048,frozen,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_mackerel_raw,mackerel_raw,"Mackerel, raw",Mackerel,atomic,"meat, egg and fish","fish, raw",194.0,18.1,,13.5,,raw,,0.0,0.0,0.16,66.4,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_fatty,,,mackerel-raw_26051,"Mackerel, raw",26051,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_ray_raw,ray_raw,"Ray, raw",Ray,atomic,"meat, egg and fish","fish, raw",89.9,21.4,,0.47,,raw,,0.0,0.0,0.35,76.8,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,ray-raw_26052,"Ray, raw",26052,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_tuna_raw,tuna_raw,"Tuna, raw",Tuna,atomic,"meat, egg and fish","fish, raw",144.0,24.0,,5.38,,raw,,0.0,0.0,0.12,66.6,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_fatty,,,tuna-raw_26053,"Tuna, raw",26053,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_european_plaice_raw,european_plaice_raw,"European plaice, raw",European plaice,atomic,"meat, egg and fish","fish, raw",88.6,20.0,,0.94,,raw,,0.0,0.0,0.2,77.7,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,european-plaice-raw_26055,"European plaice, raw",26055,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_common_dab_raw,common_dab_raw,"Common dab, raw",Common dab,atomic,"meat, egg and fish","fish, raw",80.8,18.3,,0.85,,raw,,0.0,0.0,0.28,79.7,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,common-dab-raw_26057,"Common dab, raw",26057,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_common_sole_raw,common_sole_raw,"Common sole, raw",Common sole,atomic,"meat, egg and fish","fish, raw",77.3,18.0,,0.6,,raw,,0.0,0.0,0.19,80.1,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,common-sole-raw_26058,"Common sole, raw",26058,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_spiny_scorpionfish_raw,spiny_scorpionfish_raw,"Spiny scorpionfish, raw",Spiny scorpionfish,atomic,"meat, egg and fish","fish, raw",87.6,18.9,,1.33,,raw,,0.0,0.0,,78.9,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,spiny-scorpionfish-raw_26063,"Spiny scorpionfish, raw",26063,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_yellowfin_tuna_raw,yellowfin_tuna_raw,"Yellowfin tuna, raw",Yellowfin tuna,atomic,"meat, egg and fish","fish, raw",108.0,25.0,,0.94,,raw,,0.0,0.0,0.11,71.6,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_fatty,,,yellowfin-tuna-raw_26064,"Yellowfin tuna, raw",26064,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_european_pilchard_or_sardine_raw,european_pilchard_or_sardine_raw,"European pilchard or sardine, raw",European pilchard or sardine,atomic,"meat, egg and fish","fish, raw",163.0,19.5,,9.48,,raw,,0.0,0.0,0.22,64.0,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_fatty,,,european-pilchard-or-sardine-raw_26065,"European pilchard or sardine, raw",26065,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_skipjack_tuna_raw,skipjack_tuna_raw,"Skipjack tuna, raw",Skipjack tuna,atomic,"meat, egg and fish","fish, raw",97.1,22.0,,1.01,,raw,,0.0,0.0,0.093,,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_fatty,,,skipjack-tuna-raw_26068,"Skipjack tuna, raw",26068,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_atlantic_bluefin_tuna_raw,atlantic_bluefin_tuna_raw,"Atlantic bluefin tuna, raw",Atlantic bluefin tuna,atomic,"meat, egg and fish","fish, raw",155.0,23.3,,6.81,,raw,,0.0,0.0,0.098,68.1,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_fatty,,,atlantic-bluefin-tuna-raw_26069,"Atlantic bluefin tuna, raw",26069,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_european_bass_raw,european_bass_raw,"European bass, raw",European bass,atomic,"meat, egg and fish","fish, raw",82.5,19.1,,0.7,,raw,,0.0,0.0,0.23,78.1,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,european-bass-raw_26072,"European bass, raw",26072,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_nursehound_or_lesser_spotted_dogfish_raw,nursehound_or_lesser_spotted_dogfish_raw,"Nursehound or lesser spotted dogfish, raw",Nursehound or lesser spotted dogfish,atomic,"meat, egg and fish","fish, raw",97.8,23.3,,0.5,,raw,,0.0,0.0,0.31,75.2,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,nursehound-or-lesser-spotted-dogfish-raw_26074,"Nursehound or lesser spotted dogfish, raw",26074,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_atlantic_bass_raw,atlantic_bass_raw,"Atlantic bass, raw",Atlantic bass,atomic,"meat, egg and fish","fish, raw",89.9,16.6,,2.61,,raw,,0.0,0.0,0.25,79.6,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,atlantic-bass-raw_26075,"Atlantic bass, raw",26075,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_albacore_raw,albacore_raw,"Albacore, raw",Albacore,atomic,"meat, egg and fish","fish, raw",121.0,27.2,,1.37,,raw,,0.0,0.0,0.29,69.5,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,albacore-raw_26076,"Albacore, raw",26076,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_common_anchovy_raw,common_anchovy_raw,"Common anchovy, raw",Common anchovy,atomic,"meat, egg and fish","fish, raw",129.0,18.6,,6.07,,raw,,0.0,0.0,0.18,71.8,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_white,,,common-anchovy-raw_26079,"Common anchovy, raw",26079,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_gilthead_seabream_raw_wild,gilthead_seabream_raw_wild,"Gilthead seabream, raw, wild",Gilthead seabream,atomic,"meat, egg and fish","fish, raw",93.2,18.1,,2.31,,raw,,0.0,0.0,0.12,78.6,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,gilthead-seabream-raw-wild_26080,"Gilthead seabream, raw, wild",26080,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_swordfish_raw,swordfish_raw,"Swordfish, raw",Swordfish,atomic,"meat, egg and fish","fish, raw",130.0,18.9,,5.97,,raw,,0.0,0.0,0.28,,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_white,,,swordfish-raw_26082,"Swordfish, raw",26082,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_pond_smelt_raw,pond_smelt_raw,"Pond smelt, raw",Pond smelt,atomic,"meat, egg and fish","fish, raw",85.4,17.5,,1.7,,raw,,0.0,0.0,0.39,79.5,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,pond-smelt-raw_26083,"Pond smelt, raw",26083,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_megrim_raw,megrim_raw,"Megrim, raw",Megrim,atomic,"meat, egg and fish","fish, raw",93.4,19.9,,1.53,,raw,,0.0,0.0,,,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,megrim-raw_26084,"Megrim, raw",26084,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_surmullet_or_red_mullet_raw,surmullet_or_red_mullet_raw,"Surmullet or red mullet, raw",Surmullet or red mullet,atomic,"meat, egg and fish","fish, raw",158.0,18.4,,9.37,,raw,,0.0,0.0,0.17,70.6,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_white,,,surmullet-or-red-mullet-raw_26085,"Surmullet or red mullet, raw",26085,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_gilthead_seabream_raw_farmed,gilthead_seabream_raw_farmed,"Gilthead seabream, raw, farmed",Gilthead seabream,atomic,"meat, egg and fish","fish, raw",129.0,20.9,,5.1,,raw,,0.0,0.0,0.13,72.5,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_white,,,gilthead-seabream-raw-farmed_26088,"Gilthead seabream, raw, farmed",26088,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_mullet_raw,mullet_raw,"Mullet, raw",Mullet,atomic,"meat, egg and fish","fish, raw",113.0,20.1,,3.62,,raw,,0.0,0.0,0.18,75.5,0.0,protein_high,True,False,False,False,False,,,,fish_white,,,mullet-raw_26091,"Mullet, raw",26091,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_sea_trout_raw,sea_trout_raw,"Sea trout, raw",Sea trout,atomic,"meat, egg and fish","fish, raw",111.0,19.6,,3.63,,raw,,0.0,0.0,0.14,74.5,0.0,protein_high,True,False,False,False,False,,,,fish_fatty,,,sea-trout-raw_26092,"Sea trout, raw",26092,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_whiting_raw,whiting_raw,"Whiting, raw",Whiting,atomic,"meat, egg and fish","fish, raw",79.3,18.8,,0.47,,raw,,0.0,0.0,0.16,79.3,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,whiting-raw_26095,"Whiting, raw",26095,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_cod_salted_dried,cod_salted_dried,"Cod, salted, dried",Cod,semi_atomic,"meat, egg and fish","fish, raw",206.0,47.6,,1.67,,,dried,0.0,0.0,12.3,35.2,0.0,protein_high;fat_low,True,False,False,False,True,,,,fish_white,,,cod-salted-dried_26098,"Cod, salted, dried",26098,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_black_seabream_raw,black_seabream_raw,"Black seabream, raw",Black seabream,atomic,"meat, egg and fish","fish, raw",130.0,20.5,,5.27,,raw,,0.8,0.0,0.15,72.9,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_white,,,black-seabream-raw_26099,"Black seabream, raw",26099,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_bogue_raw,bogue_raw,"Bogue, raw",Bogue,atomic,"meat, egg and fish","fish, raw",90.0,17.9,,2.03,,raw,,0.0,0.0,0.28,78.5,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,bogue-raw_26100,"Bogue, raw",26100,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_bonito_raw,bonito_raw,"Bonito, raw",Bonito,atomic,"meat, egg and fish","fish, raw",161.0,22.3,,8.01,,raw,,0.0,0.0,1.35,70.0,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_white,,,bonito-raw_26101,"Bonito, raw",26101,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_atlantic_chub_mackerel_raw,atlantic_chub_mackerel_raw,"Atlantic chub mackerel, raw",Atlantic chub mackerel,atomic,"meat, egg and fish","fish, raw",135.0,22.1,,5.15,,raw,,0.0,0.0,0.15,71.8,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_fatty,,,atlantic-chub-mackerel-raw_26102,"Atlantic chub mackerel, raw",26102,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_common_dentex_raw,common_dentex_raw,"Common dentex, raw",Common dentex,atomic,"meat, egg and fish","fish, raw",99.3,17.0,,3.5,,raw,,0.0,0.0,0.19,78.1,0.0,protein_high,True,False,False,False,False,,,,fish_white,,,common-dentex-raw_26103,"Common dentex, raw",26103,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_john_dory_raw,john_dory_raw,"John dory, raw",John dory,atomic,"meat, egg and fish","fish, raw",86.7,19.9,,0.8,,raw,,0.0,0.0,0.17,77.8,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,john-dory-raw_26104,"John dory, raw",26104,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_red_gurnard_raw,red_gurnard_raw,"Red gurnard, raw",Red gurnard,atomic,"meat, egg and fish","fish, raw",94.0,19.0,,2.0,,raw,,0.0,0.0,,75.0,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,red-gurnard-raw_26106,"Red gurnard, raw",26106,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_brown_meagre_raw,brown_meagre_raw,"Brown meagre, raw",Brown meagre,atomic,"meat, egg and fish","fish, raw",87.2,20.0,,0.8,,raw,,0.0,0.0,,78.0,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,brown-meagre-raw_26107,"Brown meagre, raw",26107,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_capelin_raw,capelin_raw,"Capelin, raw",Capelin,atomic,"meat, egg and fish","fish, raw",90.0,18.7,,1.71,,raw,,0.0,0.0,0.27,78.6,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,capelin-raw_26108,"Capelin, raw",26108,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_blackspot_seabream_raw,blackspot_seabream_raw,"Blackspot seabream, raw",Blackspot seabream,atomic,"meat, egg and fish","fish, raw",102.0,21.0,,2.0,,raw,,0.0,0.0,,,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,blackspot-seabream-raw_26109,"Blackspot seabream, raw",26109,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_surmullet_or_red_mullet_steamed,surmullet_or_red_mullet_steamed,"Surmullet or red mullet, steamed",Surmullet or red mullet,semi_atomic,"meat, egg and fish","fish, raw",143.0,24.1,,5.2,,cooked,,0.0,0.0,0.24,69.6,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_white,,,surmullet-or-red-mullet-steamed_26110,"Surmullet or red mullet, steamed",26110,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_salema_raw,salema_raw,"Salema, raw",Salema,atomic,"meat, egg and fish","fish, raw",94.5,18.0,,2.5,,raw,,0.0,0.0,,78.0,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,salema-raw_26111,"Salema, raw",26111,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_horse_mackerel_raw,horse_mackerel_raw,"Horse mackerel, raw",Horse mackerel,atomic,"meat, egg and fish","fish, raw",116.0,19.0,,4.42,,raw,,0.0,0.0,,78.0,0.0,protein_high,True,False,False,False,False,,,,fish_fatty,,,horse-mackerel-raw_26113,"Horse mackerel, raw",26113,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_haddock_raw,haddock_raw,"Haddock, raw",Haddock,atomic,"meat, egg and fish","fish, raw",72.3,17.3,,0.35,,raw,,0.0,0.0,0.16,80.4,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,haddock-raw_26122,"Haddock, raw",26122,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_conger_raw,conger_raw,"Conger, raw",Conger,atomic,"meat, egg and fish","fish, raw",115.0,18.3,,4.6,,raw,,0.0,0.0,0.13,73.2,0.0,protein_high,True,False,False,False,False,,,,fish_white,,,conger-raw_26127,"Conger, raw",26127,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_roundnose_grenadier_raw,roundnose_grenadier_raw,"Roundnose grenadier, raw",Roundnose grenadier,atomic,"meat, egg and fish","fish, raw",68.9,15.4,,0.81,,raw,,0.0,0.0,0.24,82.7,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,roundnose-grenadier-raw_26128,"Roundnose grenadier, raw",26128,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_pollack_raw,pollack_raw,"Pollack, raw",Pollack,atomic,"meat, egg and fish","fish, raw",75.5,17.7,,0.51,,raw,,0.0,0.0,0.29,80.8,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,pollack-raw_26129,"Pollack, raw",26129,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_ling_raw,ling_raw,"Ling, raw",Ling,atomic,"meat, egg and fish","fish, raw",80.8,19.2,,0.44,,raw,,0.0,0.0,0.26,79.3,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,ling-raw_26130,"Ling, raw",26130,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_pouting_raw,pouting_raw,"Pouting, raw",Pouting,atomic,"meat, egg and fish","fish, raw",81.6,19.7,,0.33,,raw,,0.0,0.0,0.2,78.9,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,pouting-raw_26133,"Pouting, raw",26133,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_saithe_raw,saithe_raw,"Saithe, raw",Saithe,atomic,"meat, egg and fish","fish, raw",82.5,18.8,,0.8,,raw,,0.0,0.0,0.2,79.4,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,saithe-raw_26134,"Saithe, raw",26134,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_lemon_sole_raw,lemon_sole_raw,"Lemon sole, raw",Lemon sole,atomic,"meat, egg and fish","fish, raw",80.6,17.0,,1.4,,raw,,0.0,0.0,0.24,80.0,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,lemon-sole-raw_26135,"Lemon sole, raw",26135,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_cod_liver_raw,cod_liver_raw,"Cod liver, raw",Cod liver,atomic,"meat, egg and fish","fish, raw",619.0,5.0,,66.6,,raw,,0.0,0.0,1.47,26.8,0.0,protein_moderate;fat_high,True,False,False,False,False,,,,fish_white,,,cod-liver-raw_26141,"Cod liver, raw",26141,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_snapper_raw,snapper_raw,"Snapper, raw",Snapper,atomic,"meat, egg and fish","fish, raw",94.1,20.5,,1.34,,raw,,0.0,0.0,0.16,78.0,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,snapper-raw_26146,"Snapper, raw",26146,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_largehead_hairtail_raw,largehead_hairtail_raw,"Largehead hairtail, raw",Largehead hairtail,atomic,"meat, egg and fish","fish, raw",125.0,18.0,,5.9,,raw,,0.0,0.0,0.28,74.8,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_white,,,largehead-hairtail-raw_26153,"Largehead hairtail, raw",26153,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_greenland_halibut_raw,greenland_halibut_raw,"Greenland halibut, raw",Greenland halibut,atomic,"meat, egg and fish","fish, raw",168.0,13.5,,12.7,,raw,,0.0,0.0,0.43,72.3,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_white,,,greenland-halibut-raw_26154,"Greenland halibut, raw",26154,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_crevalle_jack_raw,crevalle_jack_raw,"Crevalle jack, raw",Crevalle jack,atomic,"meat, egg and fish","fish, raw",104.0,19.9,,2.7,,raw,,0.0,0.0,0.22,,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,crevalle-jack-raw_26157,"Crevalle jack, raw",26157,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_bigeye_scad_raw,bigeye_scad_raw,"Bigeye scad, raw",Bigeye scad,atomic,"meat, egg and fish","fish, raw",70.9,17.5,,0.1,,raw,,0.0,0.0,0.15,,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,bigeye-scad-raw_26159,"Bigeye scad, raw",26159,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_salmon_raw_wild,salmon_raw_wild,"Salmon, raw, wild",Salmon,atomic,"meat, egg and fish","fish, raw",166.0,21.0,,9.17,,raw,,0.0,0.0,0.12,68.4,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_fatty,,,salmon-raw-wild_26161,"Salmon, raw, wild",26161,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_shark_raw,shark_raw,"Shark, raw",Shark,atomic,"meat, egg and fish","fish, raw",109.0,20.8,,2.91,,raw,,0.0,0.0,0.2,73.6,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,shark-raw_26162,"Shark, raw",26162,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_garfish_raw,garfish_raw,"Garfish, raw",Garfish,atomic,"meat, egg and fish","fish, raw",133.0,20.0,,5.91,,raw,,0.0,0.0,0.21,70.1,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_white,,,garfish-raw_26166,"Garfish, raw",26166,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_lump_fish_raw,lump_fish_raw,"Lump fish, raw",Lump fish,atomic,"meat, egg and fish","fish, raw",168.0,10.0,,14.2,,raw,,0.0,0.0,0.17,74.6,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_white,,,lump-fish-raw_26168,"Lump fish, raw",26168,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_freshwater_bream_raw,freshwater_bream_raw,"Freshwater bream, raw",Freshwater bream,atomic,"meat, egg and fish","fish, raw",104.0,16.9,,4.0,,raw,,0.0,0.0,0.11,77.0,0.0,protein_high,True,False,False,False,False,,,,fish_white,,,freshwater-bream-raw_26170,"Freshwater bream, raw",26170,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_arctic_char_raw,arctic_char_raw,"Arctic char, raw",Arctic char,atomic,"meat, egg and fish","fish, raw",103.0,19.8,,2.7,,raw,,0.0,0.0,0.14,77.6,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,arctic-char-raw_26171,"Arctic char, raw",26171,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_spotted_wolffish,spotted_wolffish,Spotted wolffish,Spotted wolffish,semi_atomic,"meat, egg and fish","fish, raw",108.0,16.3,,4.8,,,,0.0,0.0,0.26,78.2,0.0,protein_high,True,False,False,False,False,,,,fish_white,,,spotted-wolffish_26172,Spotted wolffish,26172,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_european_sprat_raw,european_sprat_raw,"European sprat, raw",European sprat,atomic,"meat, egg and fish","fish, raw",186.0,19.8,,11.9,,raw,,0.0,0.0,,66.7,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_white,,,european-sprat-raw_26173,"European sprat, raw",26173,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_turbot_raw,turbot_raw,"Turbot, raw",Turbot,atomic,"meat, egg and fish","fish, raw",85.5,17.9,,1.55,,raw,,0.0,0.0,0.23,79.2,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,turbot-raw_26174,"Turbot, raw",26174,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
