recipe_ingredient_id,recipe_id,ingredient_position,ingredient_raw_text,ingredient_name_parsed,ingredient_name_normalized,quantity_value,quantity_unit,quantity_text,quantity_grams_estimated,ingredient_role,ingredient_slot_key,is_optional,is_substitutable,substitution_group_id,mapped_food_id,mapped_food_canonical_name,mapping_status,mapping_confidence,mapping_method,mapping_notes,qc_ingredient_status,qc_notes
recipes_v1_1_candidate_014_ingredient_012,recipes_v1_1_candidate_014,12,"4 stalks celery, cut into strips and leaves reserved",celery,celery,4.0,stalk,4,,veg,celery,0,1,,food_celery_stalk_raw,celery_stalk_raw,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:celery->food_celery_stalk_raw,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_015_ingredient_001,recipes_v1_1_candidate_015,1,"1 pound potatoes,",potatoes,potatoes,1.0,pound,1,453.59,carb,potatoes,0,1,,food_potato_peeled_raw,potato_peeled_raw,accepted_auto,medium,round5_manual_decision,round5_manual_decision:generic_potatoes_raw_rows_only,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_015_ingredient_002,recipes_v1_1_candidate_015,2,"12 ounces green beans,",green beans,green beans,12.0,ounce,12,340.19,protein,green_beans,0,1,,food_green_beans_cooked_unsalted,green_beans_cooked_unsalted,accepted_auto,high,safe_alias_v1_1,fooddb_v1_1_draft_addition_alias:green beans->food_green_beans_cooked_unsalted,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_015_ingredient_003,recipes_v1_1_candidate_015,3,"1 small red onion,",red onion,red onion,1.0,count,1,70.0,veg,red_onion,0,1,,food_red_onion_raw,red_onion_raw,accepted_auto,medium,review_promotion_v1_1,review_promotion_v1_1:onion_family_exact:red onion,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_015_ingredient_004,recipes_v1_1_candidate_015,4,"2 tablespoons olive oil,",olive oil,olive oil,2.0,tablespoon,2,27.0,fat_source,olive_oil,0,1,,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:olive oil->food_olive_oil_extra_virgin,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_015_ingredient_005,recipes_v1_1_candidate_015,5,"3/4 teaspoon kosher salt,",kosher salt,kosher salt,0.75,teaspoon,3/4,4.5,seasoning,kosher_salt,0,0,,food_salt_white_sea_igneous_or_rock_no_enrichment,salt_white_sea_igneous_or_rock_no_enrichment,accepted_auto,medium,round3_targeted_blocker,round3_targeted_blocker:kosher_salt_to_salt_low_macro_impact,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_015_ingredient_006,recipes_v1_1_candidate_015,6,"1/2 teaspoon black pepper,",black pepper,black pepper,0.5,teaspoon,1/2,1.15,veg,black_pepper,0,1,,food_black_pepper_powder,black_pepper_powder,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:black pepper->food_black_pepper_powder,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_015_ingredient_007,recipes_v1_1_candidate_015,7,"1 pound sirloin steak,",sirloin steak,sirloin steak,1.0,pound,1,453.59,other,sirloin_steak,0,1,,food_beef_sirloin_steak_raw,beef_sirloin_steak_raw,accepted_auto,high,round9_final_mapping,round9_final_mapping:exact_sirloin_steak,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_015_ingredient_008,recipes_v1_1_candidate_015,8,1 tablespoon Worcestershire sauce,Worcestershire sauce,worcestershire sauce,1.0,tablespoon,1,,sauce,worcestershire_sauce,0,0,,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match,unmapped_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_015_ingredient_009,recipes_v1_1_candidate_015,9,2 tablespoons butter,butter,butter,2.0,tablespoon,2,28.4,fat_source,butter,0,1,,food_butter_82_fat_unsalted,butter_82_fat_unsalted,accepted_auto,medium,round5_manual_decision,round5_manual_decision:butter_to_82_fat_unsalted_macro_draft,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_015_ingredient_010,recipes_v1_1_candidate_015,10,1 clove garlic,garlic,garlic,1.0,clove,1,3.0,veg,garlic,0,1,,food_garlic_fresh,garlic_fresh,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:garlic->food_garlic_fresh,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_015_ingredient_011,recipes_v1_1_candidate_015,11,2 teaspoons fresh rosemary,fresh rosemary,rosemary,2.0,teaspoon,2,,seasoning,rosemary,0,0,,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_rosemary_dried,review_needed_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_020_ingredient_001,recipes_v1_1_candidate_020,1,"6 slices bacon, sliced crosswise into 1/2-inch pieces",bacon,bacon,6.0,slice,6,,other,bacon,0,1,,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match,unmapped_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_020_ingredient_002,recipes_v1_1_candidate_020,2,"2 cloves garlic, minced",garlic,garlic,2.0,clove,2,6.0,veg,garlic,0,1,,food_garlic_fresh,garlic_fresh,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:garlic->food_garlic_fresh,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_020_ingredient_003,recipes_v1_1_candidate_020,3,"1 onion, finely chopped",onion,onion,1.0,count,1,110.0,veg,onion,0,1,,food_onion_raw,onion_raw,accepted_auto,medium,review_promotion_v1_1,review_promotion_v1_1:onion_family_exact:onion,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_020_ingredient_004,recipes_v1_1_candidate_020,4,"1 large tomato, cubed",tomato,tomato,1.0,count,1,,veg,tomato,0,1,,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=4; preview=food_tomato_dried,food_tomato_raw,food_tomato_roasted_baked,food_tomato_roasted_baked_with_skin",review_needed_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_020_ingredient_005,recipes_v1_1_candidate_020,5,½ cup chopped fresh pineapple,chopped fresh pineapple,pineapple,0.5,cup,1/2,,other,pineapple,0,1,,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match,unmapped_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_020_ingredient_006,recipes_v1_1_candidate_020,6,"5 cups cooked jasmine rice, cooled",cooked jasmine rice,jasmine rice,5.0,cup,5,925.0,carb,jasmine_rice,0,1,,food_rice_thai_cooked,rice_thai_cooked,accepted_auto,medium,round3_targeted_blocker,round3_targeted_blocker:rice_state_clear:jasmine_rice_cooked; parsed_name=cooked jasmine rice,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_020_ingredient_007,recipes_v1_1_candidate_020,7,2 tablespoons ketchup,ketchup,ketchup,2.0,tablespoon,2,,other,ketchup,0,1,,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match,unmapped_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_020_ingredient_008,recipes_v1_1_candidate_020,8,2 tablespoons light soy sauce,light soy sauce,light soy sauce,2.0,tablespoon,2,32.0,sauce,light_soy_sauce,0,0,,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match,unmapped_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_020_ingredient_009,recipes_v1_1_candidate_020,9,1 tablespoon white sugar,white sugar,white sugar,1.0,tablespoon,1,12.5,other,white_sugar,0,1,,food_sugar_white,sugar_white,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:white sugar->food_sugar_white,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_020_ingredient_010,recipes_v1_1_candidate_020,10,¼ teaspoon freshly ground white pepper,freshly ground white pepper,freshly white pepper,0.25,teaspoon,1/4,,veg,freshly_white_pepper,0,1,,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match,unmapped_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_020_ingredient_011,recipes_v1_1_candidate_020,11,"3 eggs, beaten",eggs,eggs,3.0,count,3,150.0,protein,eggs,0,1,,food_egg_raw,egg_raw,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:eggs->food_egg_raw,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_021_ingredient_001,recipes_v1_1_candidate_021,1,2 cups water,water,water,2.0,cup,2,480.0,other,water,0,1,,food_water_municipal,water_municipal,accepted_auto,medium,round4_strict_safe,round4_strict_safe:water_no_macro_impact,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_021_ingredient_002,recipes_v1_1_candidate_021,2,1 cup uncooked white rice,uncooked white rice,uncooked white rice,1.0,cup,1,185.0,carb,uncooked_white_rice,0,1,,food_rice_raw,rice_raw,accepted_auto,medium,round3_targeted_blocker,round3_targeted_blocker:rice_state_clear:white_rice_raw,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_021_ingredient_003,recipes_v1_1_candidate_021,3,"3 large green bell peppers, halved and seeded",green bell peppers,green bell peppers,3.0,count,3,,veg,green_bell_peppers,0,1,,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match,unmapped_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_021_ingredient_004,recipes_v1_1_candidate_021,4,1 ½ pounds lean ground beef,lean ground beef,beef,1.5,pound,1 1/2,680.39,protein,beef,0,1,,food_beef_minced_steak_10_fat_raw,beef_minced_steak_10_fat_raw,accepted_auto,medium,round3_targeted_blocker,round3_targeted_blocker:beef_row_level:lean_ground_beef; parsed_name=lean ground beef,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_021_ingredient_005,recipes_v1_1_candidate_021,5,"1 onion, diced",onion,onion,1.0,count,1,110.0,veg,onion,0,1,,food_onion_raw,onion_raw,accepted_auto,medium,review_promotion_v1_1,review_promotion_v1_1:onion_family_exact:onion,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_021_ingredient_006,recipes_v1_1_candidate_021,6,garlic powder to taste,garlic powder,garlic powder,,,,,veg,garlic_powder,0,1,,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match,unmapped_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_021_ingredient_007,recipes_v1_1_candidate_021,7,salt to taste,salt,salt,,,,,seasoning,salt,0,0,,food_salt_white_sea_igneous_or_rock_no_enrichment,salt_white_sea_igneous_or_rock_no_enrichment,review_needed,low,safe_alias_v1_1,safe_alias_v1_1:salt->food_salt_white_sea_igneous_or_rock_no_enrichment; parse_status_review_gate,review_needed_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_021_ingredient_008,recipes_v1_1_candidate_021,8,ground black pepper to taste,ground black pepper,black pepper,,,,,veg,black_pepper,0,1,,food_black_pepper_powder,black_pepper_powder,review_needed,low,safe_alias_v1_1,safe_alias_v1_1:black pepper->food_black_pepper_powder; parse_status_review_gate,review_needed_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_021_ingredient_009,recipes_v1_1_candidate_021,9,1 (15 ounce) can tomato sauce,tomato sauce,tomato sauce,1.0,can,1 (15 ounce),,veg,tomato_sauce,0,1,,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_tomato_sauce_with_meat_or_bolognese_sauce_prepacked,food_tomato_sauce_with_onions_prepacked",review_needed_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_021_ingredient_010,recipes_v1_1_candidate_021,10,2 cups finely shredded mozzarella cheese,finely shredded mozzarella cheese,finely mozzarella cheese,2.0,cup,2,,dairy,finely_mozzarella_cheese,0,1,,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match,unmapped_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_027_ingredient_001,recipes_v1_1_candidate_027,1,1 pound lean ground beef,lean ground beef,beef,1.0,pound,1,453.59,protein,beef,0,1,,food_beef_minced_steak_10_fat_raw,beef_minced_steak_10_fat_raw,accepted_auto,medium,round3_targeted_blocker,round3_targeted_blocker:beef_row_level:lean_ground_beef; parsed_name=lean ground beef,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_027_ingredient_002,recipes_v1_1_candidate_027,2,"1 onion, chopped",onion,onion,1.0,count,1,110.0,veg,onion,0,1,,food_onion_raw,onion_raw,accepted_auto,medium,review_promotion_v1_1,review_promotion_v1_1:onion_family_exact:onion,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_027_ingredient_003,recipes_v1_1_candidate_027,3,2 (6 ounce) cans tomato paste,tomato paste,tomato paste,2.0,can,2 (6 ounce),,veg,tomato_paste,0,1,,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match,unmapped_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_027_ingredient_004,recipes_v1_1_candidate_027,4,1 (14.5 ounce) can crushed tomatoes,crushed tomatoes,tomatoes,1.0,can,1 (14.5 ounce),,veg,tomatoes,0,1,,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match,unmapped_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_027_ingredient_005,recipes_v1_1_candidate_027,5,2 cups water,water,water,2.0,cup,2,480.0,other,water,0,1,,food_water_municipal,water_municipal,accepted_auto,medium,round4_strict_safe,round4_strict_safe:water_no_macro_impact,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_027_ingredient_006,recipes_v1_1_candidate_027,6,1 tablespoon dried oregano,dried oregano,oregano,1.0,tablespoon,1,3,seasoning,oregano,0,0,,food_oregano_dried,oregano_dried,accepted_auto,medium,round2_promotion_v1_1,round2_promotion_v1_1:dried_herb_exact:oregano; parsed_name=dried oregano,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_027_ingredient_007,recipes_v1_1_candidate_027,7,2 teaspoons garlic powder,garlic powder,garlic powder,2.0,teaspoon,2,,veg,garlic_powder,0,1,,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match,unmapped_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_027_ingredient_008,recipes_v1_1_candidate_027,8,2 teaspoons salt,salt,salt,2.0,teaspoon,2,12.0,seasoning,salt,0,0,,food_salt_white_sea_igneous_or_rock_no_enrichment,salt_white_sea_igneous_or_rock_no_enrichment,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:salt->food_salt_white_sea_igneous_or_rock_no_enrichment,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_027_ingredient_009,recipes_v1_1_candidate_027,9,¼ teaspoon ground black pepper,ground black pepper,black pepper,0.25,teaspoon,1/4,0.575,veg,black_pepper,0,1,,food_black_pepper_powder,black_pepper_powder,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:black pepper->food_black_pepper_powder,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_027_ingredient_010,recipes_v1_1_candidate_027,10,1 tablespoon white sugar,white sugar,white sugar,1.0,tablespoon,1,12.5,other,white_sugar,0,1,,food_sugar_white,sugar_white,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:white sugar->food_sugar_white,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_027_ingredient_011,recipes_v1_1_candidate_027,11,12 ounces cottage cheese,cottage cheese,cottage cheese,12.0,ounce,12,340.19,dairy,cottage_cheese,0,1,,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match,unmapped_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_027_ingredient_012,recipes_v1_1_candidate_027,12,½ cup grated Parmesan cheese,grated Parmesan cheese,parmesan cheese,0.5,cup,1/2,50.0,dairy,parmesan_cheese,0,1,,food_parmesan_cheese_hard,parmesan_cheese_hard,accepted_auto,high,safe_alias_v1_1,fooddb_v1_1_draft_addition_alias:parmesan cheese->food_parmesan_cheese_hard,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_027_ingredient_013,recipes_v1_1_candidate_027,13,1 egg,egg,egg,1.0,count,1,50.0,protein,egg,0,1,,food_egg_raw,egg_raw,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:egg->food_egg_raw,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_027_ingredient_014,recipes_v1_1_candidate_027,14,9 lasagna noodles,lasagna noodles,lasagna noodles,9.0,count,9,,carb,lasagna_noodles,0,1,,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match,unmapped_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_027_ingredient_015,recipes_v1_1_candidate_027,15,1 pound shredded mozzarella cheese,shredded mozzarella cheese,mozzarella cheese,1.0,pound,1,453.59,dairy,mozzarella_cheese,0,1,,food_mozzarella_cheese_from_cow_s_milk,mozzarella_cheese_from_cow_s_milk,accepted_auto,medium,round3_targeted_blocker,round3_targeted_blocker:mozzarella_cheese_exact; parsed_name=shredded mozzarella cheese,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_033_ingredient_001,recipes_v1_1_candidate_033,1,1 tablespoon olive oil,olive oil,olive oil,1.0,tablespoon,1,13.5,fat_source,olive_oil,0,1,,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:olive oil->food_olive_oil_extra_virgin,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
recipes_v1_1_candidate_033_ingredient_002,recipes_v1_1_candidate_033,2,1 pound 93% lean ground turkey,93% lean ground turkey,93 turkey,1.0,pound,1,453.59,protein,93_turkey,0,1,,food_turkey_meat_raw,turkey_meat_raw,accepted_auto,medium,round5_manual_decision,round5_manual_decision:explicit_ground_turkey_to_generic_turkey_meat_raw; parsed_name=93 lean ground turkey,accepted_auto_round9,recipes_v1_1_round9_final_mapping_used_for_generator_ready_subset
