recipe_id,nutrition_basis,servings_basis,total_weight_grams_estimated,energy_kcal_total,protein_g_total,carbs_g_total,fat_g_total,fibre_g_total,sugars_g_total,salt_g_total,water_g_total,energy_kcal_per_serving,protein_g_per_serving,carbs_g_per_serving,fat_g_per_serving,fibre_g_per_serving,sugars_g_per_serving,salt_g_per_serving,water_g_per_serving,mapped_ingredient_count,unmapped_ingredient_count,mapped_weight_ratio,cache_status,cache_version,qc_notes,macro_relevant_mapped_weight_ratio,uses_pilot_servings_fallback,servings_estimation_method,servings_adjustment_applied,original_servings_basis,adjusted_servings_basis,quality_flags
recipes_v1_1_candidate_002,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,776.89,1583.1361,138.9765,10.0688,109.9343,,,,,395.784,34.7441,2.5172,27.4836,,,,,5,3,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9987,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_004,recipes_v1_1_generator_ready_slot_checked_round10_draft,8,2461.35,2042.1305,226.9786,43.1491,106.9891,,,,,255.2663,28.3723,5.3936,13.3736,,,,,7,5,0.6314,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.6314,True,pilot_fallback_recipe_kind_weight,False,8,8,
recipes_v1_1_candidate_005,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,1525.18,4252.982,575.4636,29.241,186.1462,,,,,1063.2455,143.8659,7.3102,46.5365,,,,,6,3,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,1.0,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_007,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,1236.09,2849.0468,137.5875,189.6125,170.6705,,,,,712.2617,34.3969,47.4031,42.6676,,,,,8,3,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.7991,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_009,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,716.09,1339.5431,103.3832,73.6649,69.6447,,,,,334.8858,25.8458,18.4162,17.4112,,,,,5,5,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,1.0,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_013,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,828.09,1318.2309,101.9217,118.5155,47.4093,,,,,329.5577,25.4804,29.6289,11.8523,,,,,6,6,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9979,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_014,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,785.09,1119.5325,105.0098,36.9755,59.5951,,,,,279.8831,26.2525,9.2439,14.8988,,,,,7,5,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,1.0,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_015,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,1381.42,1662.4603,118.8868,108.2189,83.2328,,,,,415.6151,29.7217,27.0547,20.8082,,,,,9,2,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9959,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_020,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,1235.5,1627.81,47.5886,302.996,21.92,,,,,406.9525,11.8971,75.749,5.48,,,,,5,6,0.9741,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9741,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_021,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,1455.39,1853.1669,150.312,151.175,71.0849,,,,,463.2917,37.578,37.7938,17.7712,,,,,4,6,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.6702,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_027,recipes_v1_1_generator_ready_slot_checked_round10_draft,6,1965.445,2166.6937,191.3668,25.516,144.3665,,,,,361.1156,31.8945,4.2527,24.0611,,,,,10,5,0.8269,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.5748,True,pilot_fallback_recipe_kind_weight,False,6,6,
recipes_v1_1_candidate_033,recipes_v1_1_generator_ready_slot_checked_round10_draft,2,544.79,654.901,102.9854,9.4594,22.5688,,,,,327.4505,51.4927,4.7297,11.2844,,,,,6,7,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9969,True,pilot_fallback_recipe_kind_weight,True,4,2,
recipes_v1_1_candidate_034,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,1030.54,1015.4587,150.6693,9.2082,40.8983,,,,,253.8647,37.6673,2.3021,10.2246,,,,,6,5,0.8205,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.8155,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_042,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,1681.03,1478.719,31.4775,185.41,61.0064,,,,,369.6798,7.8694,46.3525,15.2516,,,,,9,4,0.7639,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.74,True,pilot_fallback_recipe_kind_weight,True,6,4,is_low_protein_suspicious
recipes_v1_1_candidate_046,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,1255.09,1156.7088,165.1584,6.4041,51.8937,,,,,289.1772,41.2896,1.601,12.9734,,,,,7,3,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.5979,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_047,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,1080.58,1778.843,17.791,72.0438,164.3871,,,,,444.7107,4.4478,18.0109,41.0968,,,,,4,3,0.9922,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9922,True,pilot_fallback_recipe_kind_weight,False,4,4,is_low_protein_suspicious
recipes_v1_1_candidate_048,recipes_v1_1_generator_ready_slot_checked_round10_draft,6,2154.27,3680.2507,216.2386,60.4039,287.0241,,,,,613.3751,36.0398,10.0673,47.8373,,,,,5,7,0.9304,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.7076,True,pilot_fallback_recipe_kind_weight,False,6,6,
recipes_v1_1_candidate_049,recipes_v1_1_generator_ready_slot_checked_round10_draft,6,1865.68,1761.3078,187.1378,13.0062,105.6367,,,,,293.5513,31.1896,2.1677,17.6061,,,,,7,5,0.9904,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.6044,True,pilot_fallback_recipe_kind_weight,False,6,6,
recipes_v1_1_candidate_050,recipes_v1_1_generator_ready_slot_checked_round10_draft,3,839.59,826.9831,89.9068,11.806,46.3838,,,,,275.661,29.9689,3.9353,15.4613,,,,,6,10,0.7797,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.7737,True,pilot_fallback_recipe_kind_weight,True,4,3,
recipes_v1_1_candidate_051,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,1588.78,1606.8171,180.6984,16.5825,90.4452,,,,,401.7043,45.1746,4.1456,22.6113,,,,,6,5,0.7002,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.6889,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_052,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,1561.57,1462.136,213.3387,63.5634,36.1356,,,,,365.534,53.3347,15.8909,9.0339,,,,,7,4,0.6503,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.6503,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_056,recipes_v1_1_generator_ready_slot_checked_round10_draft,8,2917.62,5972.0619,347.2401,102.8707,460.7039,,,,,746.5077,43.405,12.8588,57.588,,,,,12,1,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.8931,True,pilot_fallback_recipe_kind_weight,False,8,8,
recipes_v1_1_candidate_059,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,684.99,1259.1755,118.8353,9.0546,82.7607,,,,,314.7939,29.7088,2.2636,20.6902,,,,,8,5,0.9212,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.8976,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_072,recipes_v1_1_generator_ready_slot_checked_round10_draft,6,2065.37,2711.4738,388.1122,17.362,120.1206,,,,,451.9123,64.6854,2.8937,20.0201,,,,,5,6,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9937,True,pilot_fallback_recipe_kind_weight,False,6,6,
recipes_v1_1_candidate_075,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,641.49,1015.1281,93.9212,13.9583,65.0162,,,,,253.782,23.4803,3.4896,16.254,,,,,8,5,0.9805,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9696,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_076,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,1166.18,2145.7031,101.6856,22.2182,183.1035,,,,,536.4258,25.4214,5.5546,45.7759,,,,,6,3,0.611,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.6102,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_083,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,935.74,1158.3441,125.1868,75.7,38.7137,,,,,289.586,31.2967,18.925,9.6784,,,,,8,7,0.9952,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.994,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_084,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,967.78,1177.6996,172.3679,1.1004,52.1655,,,,,294.4249,43.092,0.2751,13.0414,,,,,6,8,0.876,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.8636,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_086,recipes_v1_1_generator_ready_slot_checked_round10_draft,3,1045.59,918.015,161.3893,11.2438,22.9877,,,,,306.005,53.7964,3.7479,7.6626,,,,,7,9,0.8231,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.8231,True,pilot_fallback_recipe_kind_weight,True,4,3,
recipes_v1_1_candidate_087,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,719.84,1025.0616,91.5188,18.947,64.6484,,,,,256.2654,22.8797,4.7367,16.1621,,,,,5,8,0.9194,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.7527,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_094,recipes_v1_1_generator_ready_slot_checked_round10_draft,6,2134.12,3370.58,311.0785,302.9502,100.6294,,,,,561.7633,51.8464,50.4917,16.7716,,,,,6,7,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.8875,True,pilot_fallback_recipe_kind_weight,False,6,6,
recipes_v1_1_candidate_095,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,880.09,1138.3296,98.1871,25.86,70.4813,,,,,284.5824,24.5468,6.465,17.6203,,,,,7,6,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.7205,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_096,recipes_v1_1_generator_ready_slot_checked_round10_draft,2,571.0,892.88,27.8944,152.6564,16.498,,,,,446.44,13.9472,76.3282,8.249,,,,,7,4,0.7898,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.7898,True,pilot_fallback_recipe_kind_weight,True,4,2,
recipes_v1_1_candidate_104,recipes_v1_1_generator_ready_slot_checked_round10_draft,3,928.0,1529.442,33.8538,214.7602,57.655,,,,,509.814,11.2846,71.5867,19.2183,,,,,11,5,0.9946,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9623,True,pilot_fallback_recipe_kind_weight,True,4,3,
recipes_v1_1_candidate_106,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,792.075,1142.8125,37.4668,128.4963,50.9121,,,,,285.7031,9.3667,32.1241,12.728,,,,,9,4,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9983,True,pilot_fallback_recipe_kind_weight,False,4,4,is_low_protein_suspicious
recipes_v1_1_candidate_107,recipes_v1_1_generator_ready_slot_checked_round10_draft,8,3372.26,5542.3779,100.5138,392.675,381.4908,,,,,692.7972,12.5642,49.0844,47.6864,,,,,8,1,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9958,True,pilot_fallback_recipe_kind_weight,False,8,8,
recipes_v1_1_candidate_109,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,694.84,1471.9961,129.4352,6.1632,103.7869,,,,,367.999,32.3588,1.5408,25.9467,,,,,7,4,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9873,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_112,recipes_v1_1_generator_ready_slot_checked_round10_draft,2,485.365,729.878,106.4014,0.4869,32.1267,,,,,364.939,53.2007,0.2434,16.0633,,,,,7,0,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9916,True,pilot_fallback_recipe_kind_weight,True,4,2,
recipes_v1_1_candidate_113,recipes_v1_1_generator_ready_slot_checked_round10_draft,6,1968.67,3255.9687,344.1776,11.1511,203.4359,,,,,542.6614,57.3629,1.8585,33.906,,,,,4,3,0.9441,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9308,True,pilot_fallback_recipe_kind_weight,False,6,6,
recipes_v1_1_candidate_115,recipes_v1_1_generator_ready_slot_checked_round10_draft,2,615.09,683.249,105.5379,12.9385,22.394,,,,,341.6245,52.7689,6.4692,11.197,,,,,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,1.0,True,pilot_fallback_recipe_kind_weight,True,4,2,
recipes_v1_1_candidate_126,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,940.09,1682.8751,146.5096,15.3442,115.1605,,,,,420.7188,36.6274,3.8361,28.7901,,,,,7,3,0.9955,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9891,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_128,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,633.84,1472.4537,106.5321,0.2005,114.7437,,,,,368.1134,26.633,0.0501,28.6859,,,,,6,2,0.8943,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.886,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_131,recipes_v1_1_generator_ready_slot_checked_round10_draft,3,1010.59,785.649,113.3591,58.8768,8.7658,,,,,261.883,37.7864,19.6256,2.9219,,,,,10,4,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.7566,True,pilot_fallback_recipe_kind_weight,True,4,3,
recipes_v1_1_candidate_134,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,1037.08,1947.1323,185.0636,13.0888,128.7837,,,,,486.7831,46.2659,3.2722,32.1959,,,,,6,4,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9862,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_135,recipes_v1_1_generator_ready_slot_checked_round10_draft,2,583.09,910.5476,110.4307,7.991,48.2058,,,,,455.2738,55.2154,3.9955,24.1029,,,,,5,5,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,1.0,True,pilot_fallback_recipe_kind_weight,True,4,2,
recipes_v1_1_candidate_138,recipes_v1_1_generator_ready_slot_checked_round10_draft,3,770.39,983.4356,149.7832,3.548,40.1256,,,,,327.8119,49.9277,1.1827,13.3752,,,,,6,4,0.965,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9598,True,pilot_fallback_recipe_kind_weight,True,4,3,
recipes_v1_1_candidate_139,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,1215.58,1343.2165,146.2115,33.6638,69.2644,,,,,335.8041,36.5529,8.4159,17.3161,,,,,8,2,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,1.0,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_140,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,998.755,1249.1605,212.7562,1.3431,40.6418,,,,,312.2901,53.189,0.3358,10.1605,,,,,6,4,0.9449,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9414,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_142,recipes_v1_1_generator_ready_slot_checked_round10_draft,3,783.89,856.7315,100.6884,16.2456,40.8038,,,,,285.5772,33.5628,5.4152,13.6013,,,,,7,2,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,1.0,True,pilot_fallback_recipe_kind_weight,True,4,3,
recipes_v1_1_candidate_146,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,862.6,1028.432,79.7769,56.265,53.3948,,,,,257.108,19.9442,14.0662,13.3487,,,,,7,5,0.7371,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.7301,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_149,recipes_v1_1_generator_ready_slot_checked_round10_draft,2,604.7,887.446,20.729,125.9626,32.3503,,,,,443.723,10.3645,62.9813,16.1751,,,,,7,2,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9752,True,pilot_fallback_recipe_kind_weight,True,4,2,
recipes_v1_1_candidate_150,recipes_v1_1_generator_ready_slot_checked_round10_draft,8,3713.84,8553.1427,548.7291,45.6036,676.8791,,,,,1069.1428,68.5911,5.7004,84.6099,,,,,6,1,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9914,True,pilot_fallback_recipe_kind_weight,False,8,8,
recipes_v1_1_candidate_151,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,1594.37,1928.9671,302.954,22.3124,69.0166,,,,,482.2418,75.7385,5.5781,17.2541,,,,,7,3,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9971,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_154,recipes_v1_1_generator_ready_slot_checked_round10_draft,4,1044.29,1505.2452,148.2682,55.6967,76.5121,,,,,376.3113,37.067,13.9242,19.128,,,,,5,6,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,1.0,True,pilot_fallback_recipe_kind_weight,False,4,4,
recipes_v1_1_candidate_156,recipes_v1_1_generator_ready_slot_checked_round10_draft,1,206.0,406.0,36.95,2.015,27.245,,,,,406.0,36.95,2.015,27.245,,,,,3,3,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9709,True,pilot_fallback_recipe_kind_weight,False,1,1,
recipes_v1_1_candidate_157,recipes_v1_1_generator_ready_slot_checked_round10_draft,2,406.4,616.096,42.7726,8.4266,45.6612,,,,,308.048,21.3863,4.2133,22.8306,,,,,5,6,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,1.0,True,pilot_fallback_recipe_kind_weight,False,2,2,
recipes_v1_1_candidate_158,recipes_v1_1_generator_ready_slot_checked_round10_draft,2,564.5,735.801,52.5805,10.719,53.7793,,,,,367.9005,26.2903,5.3595,26.8896,,,,,6,2,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9982,True,pilot_fallback_recipe_kind_weight,False,2,2,
recipes_v1_1_candidate_159,recipes_v1_1_generator_ready_slot_checked_round10_draft,1,276.0,311.16,26.4886,6.031,20.112,,,,,311.16,26.4886,6.031,20.112,,,,,3,7,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,1.0,True,pilot_fallback_recipe_kind_weight,False,1,1,
recipes_v1_1_candidate_160,recipes_v1_1_generator_ready_slot_checked_round10_draft,2,1102.74,1917.3908,129.0868,37.1567,139.4628,,,,,958.6954,64.5434,18.5784,69.7314,,,,,5,3,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9962,True,pilot_fallback_recipe_kind_weight,False,2,2,
recipes_v1_1_candidate_161,recipes_v1_1_generator_ready_slot_checked_round10_draft,2,323.5,440.0,26.6505,7.415,33.8285,,,,,220.0,13.3252,3.7075,16.9143,,,,,4,2,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,1.0,True,pilot_fallback_recipe_kind_weight,False,2,2,
recipes_v1_1_candidate_162,recipes_v1_1_generator_ready_slot_checked_round10_draft,1,137.0,281.5,1.291,6.875,27.655,,,,,281.5,1.291,6.875,27.655,,,,,3,5,1.0,partial_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,1.0,True,pilot_fallback_recipe_kind_weight,False,1,1,is_low_protein_suspicious
recipes_v1_1_candidate_163,recipes_v1_1_generator_ready_slot_checked_round10_draft,2,417.5,683.301,50.9305,1.344,52.8493,,,,,341.6505,25.4653,0.672,26.4246,,,,,4,4,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9904,True,pilot_fallback_recipe_kind_weight,False,2,2,
recipes_v1_1_candidate_164,recipes_v1_1_generator_ready_slot_checked_round10_draft,2,1123.5,2363.765,55.7205,239.5095,131.3725,,,,,1181.8825,27.8603,119.7548,65.6863,,,,,4,2,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,1.0,True,pilot_fallback_recipe_kind_weight,False,2,2,
recipes_v1_1_candidate_166,recipes_v1_1_generator_ready_slot_checked_round10_draft,1,230.9,173.5328,12.7,8.6532,9.83,,,,,173.5328,12.7,8.6532,9.83,,,,,2,4,0.4695,partial_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.4695,True,pilot_fallback_recipe_kind_weight,False,1,1,
recipes_v1_1_candidate_167,recipes_v1_1_generator_ready_slot_checked_round10_draft,2,470.0,495.685,33.681,37.299,23.5555,,,,,247.8425,16.8405,18.6495,11.7778,,,,,3,3,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,1.0,True,pilot_fallback_recipe_kind_weight,False,2,2,
recipes_v1_1_candidate_168,recipes_v1_1_generator_ready_slot_checked_round10_draft,2,879.3,1128.3172,59.0823,13.106,93.0621,,,,,564.1586,29.5412,6.553,46.5311,,,,,7,2,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9829,True,pilot_fallback_recipe_kind_weight,False,2,2,
recipes_v1_1_candidate_169,recipes_v1_1_generator_ready_slot_checked_round10_draft,2,888.0,1587.09,53.982,231.958,46.838,,,,,793.545,26.991,115.979,23.419,,,,,6,1,1.0,usable_from_mapped_ingredients,recipes_v1_1_generator_ready_slot_checked_round10,round10_cache_values; v1_1_generator_ready_slot_checked_draft_only,0.9932,True,pilot_fallback_recipe_kind_weight,False,2,2,
