recipe_id,nutrition_basis,servings_basis,total_weight_grams_estimated,energy_kcal_total,protein_g_total,carbs_g_total,fat_g_total,fibre_g_total,sugars_g_total,salt_g_total,water_g_total,energy_kcal_per_serving,protein_g_per_serving,carbs_g_per_serving,fat_g_per_serving,fibre_g_per_serving,sugars_g_per_serving,salt_g_per_serving,water_g_per_serving,mapped_ingredient_count,unmapped_ingredient_count,mapped_weight_ratio,cache_status,cache_version,qc_notes,macro_relevant_mapped_weight_ratio,uses_pilot_servings_fallback,servings_estimation_method,servings_adjustment_applied,original_servings_basis,adjusted_servings_basis,quality_flags
recipes_v1_2_round42_dataset_078,recipes_v1_2_manual_batch2_verified_fooddb_draft,4,2836.55,2164.7835,116.0502,400.2857,24.3354,,,,,541.1959,29.0125,100.0714,6.0838,,,,,5,4,0.6802,usable_from_mapped_ingredients,recipes_v1_2_manual_batch2_001,round37_targeted_expansion; ; strong=true; manual_batch2_verified_fooddb,0.659,True,round37_bucket_default,False,4,4,
recipes_v1_2_round42_dataset_113,recipes_v1_2_manual_batch2_verified_fooddb_draft,4,772.49,1675.8682,121.3223,180.0684,46.7812,,,,,418.967,30.3306,45.0171,11.6953,,,,,5,6,0.9942,usable_from_mapped_ingredients,recipes_v1_2_manual_batch2_001,round37_targeted_expansion; ; strong=false; manual_batch2_verified_fooddb,0.9942,True,round37_bucket_default,False,4,4,
recipes_v1_2_round42_dataset_135,recipes_v1_2_manual_batch2_verified_fooddb_draft,4,1599.98,2753.2804,144.9043,537.1076,8.7106,,,,,688.3201,36.2261,134.2769,2.1777,,,,,6,3,0.7165,usable_from_mapped_ingredients,recipes_v1_2_manual_batch2_001,round37_targeted_expansion; ; strong=false; manual_batch2_verified_fooddb,0.5628,True,round37_bucket_default,False,4,4,
recipes_v1_2_special_veg_001,recipes_v1_2_special_diet_batch_v1,1,638,706.73,34.27,78.95,25.1,7.4,4.29,0.1,489.47,706.73,34.27,78.95,25.1,7.4,4.29,0.1,489.47,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_002,recipes_v1_2_special_diet_batch_v1,1,638,746.04,39.34,77.34,27.42,13.16,6.85,0.25,474.92,746.04,39.34,77.34,27.42,13.16,6.85,0.25,474.92,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_003,recipes_v1_2_special_diet_batch_v1,1,648,731.63,37.09,81.48,24.79,10.44,7.52,0.84,487.61,731.63,37.09,81.48,24.79,10.44,7.52,0.84,487.61,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_004,recipes_v1_2_special_diet_batch_v1,1,648,633.6,34.46,59.55,25.93,7.87,9.98,1.59,514.59,633.6,34.46,59.55,25.93,7.87,9.98,1.59,514.59,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_005,recipes_v1_2_special_diet_batch_v1,1,688,683.45,37.76,66.56,26.09,9,6.61,1.35,541.57,683.45,37.76,66.56,26.09,9,6.61,1.35,541.57,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_006,recipes_v1_2_special_diet_batch_v1,1,618,695.54,44.93,95.27,13.93,7.06,5.11,2.07,452.48,695.54,44.93,95.27,13.93,7.06,5.11,2.07,452.48,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_007,recipes_v1_2_special_diet_batch_v1,1,638,720.4,51.39,83.82,15.96,16.72,9.1,2.2,465.53,720.4,51.39,83.82,15.96,16.72,9.1,2.2,465.53,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_008,recipes_v1_2_special_diet_batch_v1,1,688,733.94,50.4,92.66,14.65,10.99,10.59,2.73,513.42,733.94,50.4,92.66,14.65,10.99,10.59,2.73,513.42,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_009,recipes_v1_2_special_diet_batch_v1,1,678,690.83,32.29,112.74,10.74,25.55,8.61,0.73,490.62,690.83,32.29,112.74,10.74,25.55,8.61,0.73,490.62,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_010,recipes_v1_2_special_diet_batch_v1,1,718,683.62,31.78,99.98,11.16,30.32,12.87,0.37,540.88,683.62,31.78,99.98,11.16,30.32,12.87,0.37,540.88,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_011,recipes_v1_2_special_diet_batch_v1,1,718,611.55,32.29,92.43,10.75,26.89,9.86,0.09,550.61,611.55,32.29,92.43,10.75,26.89,9.86,0.09,550.61,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_012,recipes_v1_2_special_diet_batch_v1,1,678,728.67,40.83,107.13,12.6,30.94,6.16,0.28,483.77,728.67,40.83,107.13,12.6,30.94,6.16,0.28,483.77,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_013,recipes_v1_2_special_diet_batch_v1,1,708,724.47,30.88,110.08,10.95,31.79,7.39,0.08,519.72,724.47,30.88,110.08,10.95,31.79,7.39,0.08,519.72,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_014,recipes_v1_2_special_diet_batch_v1,1,688,717.74,33.15,103.23,11.58,32.4,7.92,0.89,501.04,717.74,33.15,103.23,11.58,32.4,7.92,0.89,501.04,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_015,recipes_v1_2_special_diet_batch_v1,1,658,592.7,23.92,78,12.34,40.95,6.12,0.4,500.35,592.7,23.92,78,12.34,40.95,6.12,0.4,500.35,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_016,recipes_v1_2_special_diet_batch_v1,1,648,659.36,27.5,110.33,10.93,21.53,10.48,0.28,473.55,659.36,27.5,110.33,10.93,21.53,10.48,0.28,473.55,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_017,recipes_v1_2_special_diet_batch_v1,1,718,695.18,32.81,103.3,12.83,15.37,9.57,0.08,548.93,695.18,32.81,103.3,12.83,15.37,9.57,0.08,548.93,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_018,recipes_v1_2_special_diet_batch_v1,1,598,728.92,30.81,98.64,22.4,10.84,10.73,0.71,431.22,728.92,30.81,98.64,22.4,10.84,10.73,0.71,431.22,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_019,recipes_v1_2_special_diet_batch_v1,1,580,601,31.55,53.23,27.87,7.77,3.77,1.44,452.23,601,31.55,53.23,27.87,7.77,3.77,1.44,452.23,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_020,recipes_v1_2_special_diet_batch_v1,1,490,711.3,35.92,69.72,29.6,11.02,3.31,1.42,336.99,711.3,35.92,69.72,29.6,11.02,3.31,1.42,336.99,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_021,recipes_v1_2_special_diet_batch_v1,1,615,663.57,25.89,85.34,21.76,10.31,8.7,1.09,463.04,663.57,25.89,85.34,21.76,10.31,8.7,1.09,463.04,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_022,recipes_v1_2_special_diet_batch_v1,1,578,712.33,26.19,87.96,27.27,4.6,4.86,0.62,427.18,712.33,26.19,87.96,27.27,4.6,4.86,0.62,427.18,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_023,recipes_v1_2_special_diet_batch_v1,1,618,667.68,27.03,68.07,29.37,8.32,6.26,1.82,476.93,667.68,27.03,68.07,29.37,8.32,6.26,1.82,476.93,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_024,recipes_v1_2_special_diet_batch_v1,1,568,804.68,42.9,89.98,24.35,27.23,4.04,1.16,380.13,804.68,42.9,89.98,24.35,27.23,4.04,1.16,380.13,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_025,recipes_v1_2_special_diet_batch_v1,1,370,580.76,20.02,50.97,30.44,9.71,19.11,0.21,250.2,580.76,20.02,50.97,30.44,9.71,19.11,0.21,250.2,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_026,recipes_v1_2_special_diet_batch_v1,1,320,511.5,30.23,33.66,27.03,6.73,2.64,2,217,511.5,30.23,33.66,27.03,6.73,2.64,2,217,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_027,recipes_v1_2_special_diet_batch_v1,1,426,502.4,32.8,36.81,22.31,7.51,5.51,0.95,324.23,502.4,32.8,36.81,22.31,7.51,5.51,0.95,324.23,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_028,recipes_v1_2_special_diet_batch_v1,1,470,632.98,25.28,109.92,6.75,14.4,52.3,0.2,309.18,632.98,25.28,109.92,6.75,14.4,52.3,0.2,309.18,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_029,recipes_v1_2_special_diet_batch_v1,1,265,178.16,19.35,10.6,5.86,1.4,5.11,0.92,225.34,178.16,19.35,10.6,5.86,1.4,5.11,0.92,225.34,3,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_veg_030,recipes_v1_2_special_diet_batch_v1,1,252,249.45,9.04,11.65,16.58,5.1,10.76,0.12,205.86,249.45,9.04,11.65,16.58,5.1,10.76,0.12,205.86,3,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_001,recipes_v1_2_special_diet_batch_v1,1,328,492.2,21.46,3.01,42.75,5.5,1.03,0.58,250.41,492.2,21.46,3.01,42.75,5.5,1.03,0.58,250.41,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_002,recipes_v1_2_special_diet_batch_v1,1,333,420.55,29.91,4.84,31.17,1.3,3.97,0.86,264.74,420.55,29.91,4.84,31.17,1.3,3.97,0.86,264.74,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_003,recipes_v1_2_special_diet_batch_v1,1,360,440.92,30.71,4.72,32.03,3.65,2.51,3.4,281.64,440.92,30.71,4.72,32.03,3.65,2.51,3.4,281.64,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_004,recipes_v1_2_special_diet_batch_v1,1,278,312.6,37.01,2.21,16.97,2.13,0.48,0.49,218.47,312.6,37.01,2.21,16.97,2.13,0.48,0.49,218.47,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_005,recipes_v1_2_special_diet_batch_v1,1,270,421.44,14.15,13.79,33.64,11.01,10.65,0.19,190.18,421.44,14.15,13.79,33.64,11.01,10.65,0.19,190.18,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_006,recipes_v1_2_special_diet_batch_v1,1,273,420.16,27.01,4.23,32.69,1.05,2.93,1.35,203.23,420.16,27.01,4.23,32.69,1.05,2.93,1.35,203.23,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_007,recipes_v1_2_special_diet_batch_v1,1,320,403.98,30.04,2.98,29.1,4.67,2,1.95,247.49,403.98,30.04,2.98,29.1,4.67,2,1.95,247.49,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_008,recipes_v1_2_special_diet_batch_v1,1,393,431.92,44.65,2.62,25.21,6.36,1.89,0.28,315.44,431.92,44.65,2.62,25.21,6.36,1.89,0.28,315.44,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_009,recipes_v1_2_special_diet_batch_v1,1,462,381.78,49.12,8.16,15.68,5.37,4.61,0.37,381.61,381.78,49.12,8.16,15.68,5.37,4.61,0.37,381.61,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_010,recipes_v1_2_special_diet_batch_v1,1,509,387.4,46.87,7.65,17.58,3.29,6.72,0.37,433.36,387.4,46.87,7.65,17.58,3.29,6.72,0.37,433.36,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_011,recipes_v1_2_special_diet_batch_v1,1,488,531.67,43.49,4.73,35.55,6,2.81,0.24,393.81,531.67,43.49,4.73,35.55,6,2.81,0.24,393.81,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_012,recipes_v1_2_special_diet_batch_v1,1,432,425.6,42.8,6.97,25.01,3.87,4.07,0.56,349.59,425.6,42.8,6.97,25.01,3.87,4.07,0.56,349.59,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_013,recipes_v1_2_special_diet_batch_v1,1,393,496.52,41.08,2.62,34.64,6.36,1.89,0.33,304.9,496.52,41.08,2.62,34.64,6.36,1.89,0.33,304.9,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_014,recipes_v1_2_special_diet_batch_v1,1,432,415.42,41.01,7.17,24.87,6.28,5.5,0.36,346.91,415.42,41.01,7.17,24.87,6.28,5.5,0.36,346.91,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_015,recipes_v1_2_special_diet_batch_v1,1,418,458.59,44.04,7.25,27.32,4.54,5.34,0.38,332.18,458.59,44.04,7.25,27.32,4.54,5.34,0.38,332.18,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_016,recipes_v1_2_special_diet_batch_v1,1,497,378.85,42.76,7.33,19.22,3.19,6.47,0.48,422.74,378.85,42.76,7.33,19.22,3.19,6.47,0.48,422.74,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_017,recipes_v1_2_special_diet_batch_v1,1,498,619.68,34.58,7.87,48.33,6.12,3.4,1.88,397.76,619.68,34.58,7.87,48.33,6.12,3.4,1.88,397.76,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_018,recipes_v1_2_special_diet_batch_v1,1,381,499.23,35.83,4.98,36.01,6.66,1.95,1.92,299.9,499.23,35.83,4.98,36.01,6.66,1.95,1.92,299.9,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_019,recipes_v1_2_special_diet_batch_v1,1,468,520.57,41.38,4.82,35.62,6.36,2.85,1.09,374.95,520.57,41.38,4.82,35.62,6.36,2.85,1.09,374.95,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_020,recipes_v1_2_special_diet_batch_v1,1,428,336.44,43.07,5.06,15.68,1.86,3.28,1.14,360.9,336.44,43.07,5.06,15.68,1.86,3.28,1.14,360.9,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_021,recipes_v1_2_special_diet_batch_v1,1,428,407.65,37.37,5.8,25.9,5.84,4.93,1.94,350.62,407.65,37.37,5.8,25.9,5.84,4.93,1.94,350.62,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_022,recipes_v1_2_special_diet_batch_v1,1,440,541.97,37.69,5.34,39.75,5.64,2.77,1.1,343.8,541.97,37.69,5.34,39.75,5.64,2.77,1.1,343.8,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_023,recipes_v1_2_special_diet_batch_v1,1,482,320.89,36.37,6.67,15.19,6.27,3.47,2.04,409.66,320.89,36.37,6.67,15.19,6.27,3.47,2.04,409.66,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_024,recipes_v1_2_special_diet_batch_v1,1,403,412.66,36.86,9.51,24.39,4.5,5.19,2.01,319.28,412.66,36.86,9.51,24.39,4.5,5.19,2.01,319.28,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_025,recipes_v1_2_special_diet_batch_v1,1,402,507.01,45.92,4.51,34.13,4.59,4.48,0.59,305.8,507.01,45.92,4.51,34.13,4.59,4.48,0.59,305.8,4,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_026,recipes_v1_2_special_diet_batch_v1,1,506,507.52,35.46,7.39,35.61,7.18,4.87,2.9,412.9,507.52,35.46,7.39,35.61,7.18,4.87,2.9,412.9,5,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_027,recipes_v1_2_special_diet_batch_v1,1,195,322.78,17.54,5.25,25.62,3.08,3.32,0.44,141.02,322.78,17.54,5.25,25.62,3.08,3.32,0.44,141.02,3,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_028,recipes_v1_2_special_diet_batch_v1,1,210,288.65,10.94,1.6,25.52,3.84,0.91,0.24,164.33,288.65,10.94,1.6,25.52,3.84,0.91,0.24,164.33,3,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_029,recipes_v1_2_special_diet_batch_v1,1,153,291.86,10.16,7.76,24.46,7.68,5.37,0.13,98.2,291.86,10.16,7.76,24.46,7.68,5.37,0.13,98.2,3,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
recipes_v1_2_special_keto_030,recipes_v1_2_special_diet_batch_v1,1,215,144.54,19.67,3.56,5.43,0.84,2.34,0.53,185.3,144.54,19.67,3.56,5.43,0.84,2.34,0.53,185.3,3,0,1.0,usable_from_mapped_ingredients,recipes_v1_2_special_diet_batch_v1,manual_special_diet_batch_v1; all ingredients mapped,1.0,False,explicit_manual_curated,False,1,1,
